"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"Dwight Powell","PF/CPFC","DAL","vs LAC","16th",106.5,4000,8,34.6,15.4,0.92,17.3,4.7,16.8,19.09,19.41,19.41,"%",51,4.9,20,22,5.5
"Emmanuel Mudiay","PG","DEN","vs LAL","26th",113.25,3900,1.4,37.5,19.6,0.89,25.2,8.8,21.9,17.4,16.86,16.86,"%",47,4.3,14,17.75,4.6
"Garrett Temple","PG/SGPGSG","SAC","@ MIL","29th",93.25,3900,8.4,32.9,17.2,0.69,16.6,7.3,25.1,27.92,18.87,18.87,"%",59,4.8,32,24,6.2
"Evan Turner","SG/SFSGSF","POR","vs NOP","25th",108.5,3900,3.1,29.7,18.3,0.71,17.8,7.9,25.9,22.96,14.53,14.53,"%",58,3.7,23,8,2.1
"DeAndre Bembry","SG/SFSGSF","ATL","@ BKN","11th",106,3900,1.8,27.3,10,0.75,23.6,4,13.4,17.26,12.69,12.69,"%",27,3.3,21,21.75,5.6
"Devin Harris","PG/SGPGSG","DAL","vs LAC","2nd",106.5,3900,7,29.7,16,0.9,24.3,7,17.7,20.6,16.73,16.73,"%",60,4.3,20,25.75,6.6
"Daniel Theis","PF/CPFC","BOS","vs PHX","27th",114,3800,0,26.9,11.9,0.99,19.2,3,12,10.64,11.5,11.5,"%",35,3,9,12,3.2
"Tony Snell","SG/SFSGSF","MIL","vs SAC","2nd",106.25,3800,4.6,26.8,17.2,0.55,10.2,6.1,31.4,29.3,14.15,14.15,"%",63,3.7,31,10.5,2.8
"Jae Crowder","SF/PFSFPF","CLE","vs MEM","18th",108.75,3800,2.9,30.4,15.9,0.63,15.9,7.2,25.3,25.8,14.68,14.68,"%",50,3.9,22,7.5,2
"Mason Plumlee","PF/CPFC","DEN","vs LAL","17th",113.25,3800,22.8,50.1,16.2,0.99,19.1,4.4,16.4,34.9,34.45,34.45,"%",52,9.1,30,28,7.4
"Dillon Brooks","SG/SFSGSF","MEM","@ CLE","23rd",96.75,3800,10.1,39.1,17.4,0.6,15,7.2,28.9,34.4,22.53,22.53,"%",52,5.9,27,17.25,4.5
"Jeff Green","SF/PFSFPF","CLE","vs MEM","18th",108.75,3800,5.9,39.6,18.2,0.9,21.7,7.5,20.3,24.52,20.35,20.35,"%",47,5.4,24,21.5,5.7
"Thon Maker","PF/CPFC","MIL","vs SAC","30th",106.25,3800,5.8,25.7,12.9,0.7,14.2,4.4,18.4,19.48,14.34,14.34,"%",56,3.8,19,12.25,3.2
"James Ennis","SG/SFSGSF","MEM","@ CLE","23rd",96.75,3800,4.4,33.5,15.5,0.61,11.9,5,25.5,27.3,16.87,16.87,"%",46,4.4,20,3.5,0.9
"Amir Johnson","PF/CPFC","PHI","vs DET","11th",108.5,3700,3.6,33.4,15.9,1.07,13.9,3.8,14.9,15.36,16.36,16.36,"%",47,4.4,15,24.5,6.6
"Tyler Zeller","C","BKN","vs ATL","8th",111,3700,5.9,29.4,15.8,0.91,19.9,5.5,17.4,19.12,15.93,15.93,"%",58,4.3,23,16.25,4.4
"Aron Baynes","C","BOS","vs PHX","27th",114,3700,3.2,29.9,15.3,0.88,16.5,4.8,17.4,15.57,14.67,14.67,"%",50,4,17,11.75,3.2
"Juan Hernangomez","SF/PFSFPF","DEN","vs LAL","12th",113.25,3700,1.9,29.8,9.3,0.65,14.9,3.8,14.2,22.22,13.87,13.87,"%",15,3.7,23,14.75,4
"Sam Dekker","SF/PFSFPF","LAC","@ DAL","10th",102.5,3700,7.8,24.9,7.5,0.78,17.8,3.3,9.6,21,15.14,15.14,"%",35,4.1,13,2.75,0.7
"Stanley Johnson","SG/SFSGSF","DET","@ PHI","29th",104.5,3700,9.5,33.9,16.6,0.58,13.2,7.4,28.7,30.2,19.99,19.99,"%",58,5.4,36,16,4.3
"Trey Lyles","SF/PFSFPF","DEN","vs LAL","17th",113.25,3700,7.9,34.9,9.4,0.98,21.7,3.5,9.6,19.24,19.45,19.45,"%",18,5.3,29,24.75,6.7
"Frank Mason III","PG/SGPGSG","SAC","@ MIL","6th",93.25,3700,6,31.3,14.5,0.87,26.8,6.4,16.6,20.99,16.83,16.83,"%",50,4.5,23,18.75,5.1
"Sean Kilpatrick","PG/SGPGSG","BKN","vs ATL","26th",111,3600,0,22.8,9.3,0.84,23,5.6,11.1,10.2,8.61,8.61,"%",24,2.4,15,18.25,5.1
"Jarrett Allen","PF/CPFC","BKN","vs ATL","8th",111,3600,4.1,23.9,12.2,0.82,12.5,3.5,14.8,16.7,12.56,12.56,"%",54,3.5,17,23,6.4
"Jared Dudley","PF","PHX","@ BOS","7th",102,3600,0,29.3,12,0.86,11,2.6,14,12.4,9.46,9.46,"%",17,2.6,7,8.75,2.4
"Bogdan Bogdanovic","SG/SFSGSF","SAC","@ MIL","29th",93.25,3600,8.2,28.3,17.9,0.77,20.7,8.4,23.2,21.41,16.79,16.79,"%",68,4.7,27,22,6.1
"Kyle Korver","SG/SFSGSF","CLE","vs MEM","3rd",108.75,3600,4.3,33.8,17,0.81,16.8,7.1,21.1,23.2,16.91,16.91,"%",50,4.7,32,24,6.7
"DeAndre Liggins","PG/SFPGSF","MIL","vs SAC","12th",106.25,3500,2.7,22.7,7.8,0.5,12.7,2.6,15.5,21.59,11.27,11.27,"%",27,3.2,12,5.5,1.6
"Isaiah Whitehead","PG/SGPGSG","BKN","vs ATL","20th",111,3500,0,21.6,12.6,1.04,29.4,6,12.1,0,0,0,"%",14,0,3,5.5,1.6
"Ben McLemore","SG/SFSGSF","MEM","@ CLE","23rd",96.75,3500,8.9,29.9,13,0.69,21.3,7.1,18.8,28.39,17.91,17.91,"%",54,5.1,25,15,4.3
"E'Twaun Moore","SG/SFSGSF","NOP","@ POR","2nd",101.5,3500,8.1,33.4,20.4,0.68,15.6,9.6,30.1,29.4,18.93,18.93,"%",64,5.4,34,22.75,6.5
"Jameer Nelson","PG/SGPGSG","NOP","@ POR","10th",101.5,3500,3.2,29.4,17.9,0.72,12.3,5.3,24.7,23.2,14.41,14.41,"%",58,4.1,19,12.75,3.6
"Shabazz Napier","PG/SGPGSG","POR","vs NOP","24th",108.5,3500,1.8,35.2,13.7,0.87,17.1,5.2,15.8,18.5,16.11,16.11,"%",30,4.6,24,32.75,9.4
"Channing Frye","PF/CPFC","CLE","vs MEM","10th",108.75,3400,3,27.6,10.4,0.87,17.8,3.6,12,16.97,13.58,13.58,"%",32,4,13,11,3.2
"Jarell Martin","PF/CPFC","MEM","@ CLE","18th",96.75,3400,0,21.7,11.7,0.67,15.3,4.5,17.4,11.3,7.89,7.89,"%",41,2.3,20,13.5,4
"Jerryd Bayless","PG/SGPGSG","PHI","vs DET","16th",108.5,3400,9,34.3,17.4,0.63,15,7.5,27.5,31.5,19.85,19.85,"%",58,5.8,25,14.5,4.3
"Kosta Koufos","C","SAC","@ MIL","29th",93.25,3400,1.5,30.4,16,0.87,12.5,3.8,18.3,14.35,13.88,13.88,"%",48,4.1,8,0.25,0.1
"Darius Miller","SF","NOP","@ POR","14th",101.5,3400,8,38.9,12.5,0.71,16.3,5,17.6,30,21.27,21.27,"%",29,6.3,33,19.5,5.7
"Skal Labissiere","PF/CPFC","SAC","@ MIL","4th",93.25,3400,2.6,27.8,16,0.93,24.3,7.1,17.2,17.41,13.44,13.44,"%",55,4,4,2.75,0.8
"Maurice Harkless","SF/PFSFPF","POR","vs NOP","13th",108.5,3400,0,19.6,13.9,0.59,12.1,5.2,23.7,13.75,7.52,7.52,"%",56,2.2,5,0,NA
"Miles Plumlee","C","ATL","@ BKN","30th",106,3400,0,2.9,0.4,0.07,2.6,0,6,13.3,1.12,1.12,"%",0,0.3,19,22.25,6.5
"Dragan Bender","PF/CPFC","PHX","@ BOS","5th",102,3400,1.4,23.1,13.5,0.65,12.6,5,20.9,20.27,10.68,10.68,"%",54,3.1,16,11.75,3.5
"Luke Kennard","SG","DET","@ PHI","9th",104.5,3400,2.3,29.7,11.7,0.74,18.4,5.6,15.8,19.6,14.07,14.07,"%",33,4.1,20,14.75,4.3
"Anthony Tolliver","SF/PFSFPF","DET","@ PHI","21st",104.5,3400,4.5,23.3,14.3,0.81,15.9,5,17.7,15.4,12.54,12.54,"%",63,3.7,12,0.75,0.2
"Pat Connaughton","SG/SFSGSF","POR","vs NOP","25th",108.5,3400,2.7,29.6,11.9,0.64,14.3,4.9,18.7,22.86,14.24,14.24,"%",36,4.2,25,21,6.2
"Andrew Harrison","PG/SGPGSG","MEM","@ CLE","23rd",96.75,3400,0,14,10.3,0.69,21.1,4.9,14.9,5,3.34,3.34,"%",48,1,18,21.25,6.3
"Isaiah Taylor","PG","ATL","@ BKN","30th",106,3300,1.8,29.9,11.7,0.75,18.1,4.6,15.6,15,13.83,13.83,"%",31,4.2,16,20.5,6.2
"Quincy Acy","PF/CPFC","BKN","vs ATL","24th",111,3300,0,7.8,13.2,0.74,15.5,4.8,17.9,0,0,0,"%",71,0,6,5,1.5
"Tyler Cavanaugh","PF","ATL","@ BKN","13th",106,3300,2.7,30.6,9.2,0.87,13.8,2.9,10.6,17.1,14.65,14.65,"%",13,4.4,21,16.75,5.1
"Troy Daniels","SG","PHX","@ BOS","7th",102,3300,0,21.6,9.2,0.62,16.8,5.1,14.8,10.2,6.39,6.39,"%",17,1.9,8,5,1.5
"Ed Davis","PF/CPFC","POR","vs NOP","28th",108.5,3300,3.3,23.6,16.8,0.96,13.9,3.8,17.5,14.07,11.99,11.99,"%",65,3.6,8,11,3.3
"Dante Cunningham","SF/PFSFPF","NOP","@ POR","14th",101.5,3300,3.1,22.7,12.1,0.55,10.8,4.9,22.1,22.4,11.47,11.47,"%",54,3.5,14,26,7.9
"Semi Ojeleye","SG/SFSGSF","BOS","vs PHX","20th",114,3200,0,17,6.3,0.48,10.3,2.5,13.2,13.68,7.31,7.31,"%",23,2.3,15,9.5,3
"Ian Clark","PG/SGPGSG","NOP","@ POR","2nd",101.5,3200,0,16.4,9.7,0.66,18.9,4.9,14.7,5,2.8,2.8,"%",30,0.9,6,4,1.3
"Meyers Leonard","PF/CPFC","POR","vs NOP","28th",108.5,3200,0,13.7,9,0.94,18.8,3.4,9.6,0,0,0,"%",24,0,15,27,8.4
"Sindarius Thornwell","SG","LAC","@ DAL","16th",102.5,3200,0,17.8,8.3,0.53,15.4,3.5,15.7,14.79,6.32,6.32,"%",31,2,15,13,4.1
"Timothe Luwawu-Cabarrot","SG/SFSGSF","PHI","vs DET","8th",108.5,3200,6.2,22.5,11.7,0.73,20.3,6,16,18.89,13.17,13.17,"%",60,4.1,13,8.5,2.7
"Maxi Kleber","PF","DAL","vs LAC","16th",106.5,3200,1.2,25,9.3,0.67,14,3.6,13.8,16.83,11.43,11.43,"%",27,3.6,23,14,4.4
"Deyonta Davis","PF/CPFC","MEM","@ CLE","20th",96.75,3200,1.8,26.6,10.6,0.94,15.8,2.8,11.3,13.9,12.4,12.4,"%",33,3.9,0,0,NA
"Salah Mejri","C","DAL","vs LAC","25th",106.5,3100,0.3,33.6,14,1.13,10.8,1.9,12.4,12.14,14.58,14.58,"%",32,4.7,15,8,2.6
"Tony Allen","SG/SFSGSF","NOP","@ POR","2nd",101.5,3100,1.3,19.9,9.6,0.76,20.9,4.4,12.7,12.5,9.3,9.3,"%",45,3,17,11,3.5
