"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"C","DeAndre Jordan",6900,"MIN@LAC 12/06/2017 10:30PM ET",32.216,"LAC","MIN",0,35.6,47.25
"SG/SF","Will Barton",6900,"DEN@NO 12/06/2017 08:00PM ET",29.946,"DEN","NO",0,35.8,28.25
"SG/SF","Tim Hardaway",6800,"MEM@NY 12/06/2017 07:30PM ET",31.238,"NY","MEM",0,0,0
"SF/PF","Andrew Wiggins",6700,"MIN@LAC 12/06/2017 10:30PM ET",30.16,"MIN","LAC",0,30.3,20.5
"SG/SF","Khris Middleton",6700,"DET@MIL 12/06/2017 08:00PM ET",35.443,"MIL","DET",0,34.2,36.75
"PG","Jeff Teague",6600,"MIN@LAC 12/06/2017 10:30PM ET",32.095,"MIN","LAC",0,31.8,35.75
"PG/SG","Eric Bledsoe",6600,"DET@MIL 12/06/2017 08:00PM ET",31.967,"MIL","DET",0,34.3,36.75
"PG/SG","Jrue Holiday",6600,"DEN@NO 12/06/2017 08:00PM ET",32.594,"NO","DEN",0,37.4,40.25
"PG","Isaiah Thomas",6500,"SAC@CLE 12/06/2017 07:00PM ET",0,"CLE","SAC",0,0,0
"PG","Elfrid Payton",6500,"ATL@ORL 12/06/2017 07:00PM ET",29.203,"ORL","ATL",0,34.6,25.25
"PG","Mike Conley",6400,"MEM@NY 12/06/2017 07:30PM ET",28.771,"MEM","NY",0,0,0
"PF/C","Enes Kanter",6400,"MEM@NY 12/06/2017 07:30PM ET",31.013,"NY","MEM",0,0,0
"PF/C","Paul Millsap",6400,"DEN@NO 12/06/2017 08:00PM ET",31.828,"DEN","NO",0,0,0
"SF/PF","Harrison Barnes",6300,"DAL@BOS 12/06/2017 07:30PM ET",32.531,"DAL","BOS",0,32.3,32.25
"C","Myles Turner",6200,"CHI@IND 12/06/2017 07:00PM ET",30.279,"IND","CHI",0,33.6,35.25
"PF/C","Taj Gibson",6200,"MIN@LAC 12/06/2017 10:30PM ET",26.36,"MIN","LAC",0,28.3,43.5
"SF/PF","Tobias Harris",6200,"DET@MIL 12/06/2017 08:00PM ET",30.772,"DET","MIL",0,29.9,34.25
"PG","Goran Dragic",6200,"MIA@SA 12/06/2017 08:30PM ET",30.696,"MIA","SA",0,27.2,22.5
"PG/SG","Kris Dunn",6100,"CHI@IND 12/06/2017 07:00PM ET",27.653,"CHI","IND",0,28.9,37
"PG","Darren Collison",6100,"CHI@IND 12/06/2017 07:00PM ET",29.25,"IND","CHI",0,29,18.75
"SG/SF","Evan Fournier",6100,"ATL@ORL 12/06/2017 07:00PM ET",29.5,"ORL","ATL",0,28.8,37.5
"PG/SG","Austin Rivers",6100,"MIN@LAC 12/06/2017 10:30PM ET",25.727,"LAC","MIN",0,28.9,35.5
"PG","Reggie Jackson",6000,"DET@MIL 12/06/2017 08:00PM ET",29.5,"DET","MIL",0,26.6,25.75
"SG","Gary Harris",6000,"DEN@NO 12/06/2017 08:00PM ET",27.607,"DEN","NO",0,32.1,38.75
"SF/PF","Thaddeus Young",5900,"CHI@IND 12/06/2017 07:00PM ET",27.948,"IND","CHI",0,28.5,28.75
"SF/PF","Jayson Tatum",5800,"DAL@BOS 12/06/2017 07:30PM ET",26.49,"BOS","DAL",0,28.8,34
"PF","Lauri Markkanen",5800,"CHI@IND 12/06/2017 07:00PM ET",29.841,"CHI","IND",0,30.2,20.5
"SG/SF","Justin Holiday",5800,"CHI@IND 12/06/2017 07:00PM ET",27.893,"CHI","IND",0,26.3,16
"PG/SG","Dwyane Wade",5800,"SAC@CLE 12/06/2017 07:00PM ET",25.511,"CLE","SAC",0,27.7,15.25
"SG/SF","Jaylen Brown",5700,"DAL@BOS 12/06/2017 07:30PM ET",27.104,"BOS","DAL",0,0,0
"PF/C","John Collins",5700,"ATL@ORL 12/06/2017 07:00PM ET",24.202,"ATL","ORL",0,0,0
"SG/SF","Nicolas Batum",5700,"GS@CHA 12/06/2017 08:00PM ET",23.806,"CHA","GS",0,31.7,30.25
"PF/C","Pau Gasol",5700,"MIA@SA 12/06/2017 08:30PM ET",28.958,"SA","MIA",0,30.2,24.25
"C","Robin Lopez",5600,"CHI@IND 12/06/2017 07:00PM ET",24.761,"CHI","IND",0,24.9,24.75
"SG/SF","Dion Waiters",5600,"MIA@SA 12/06/2017 08:30PM ET",25.5,"MIA","SA",0,24.8,33.75
"SG/SF","Jeremy Lamb",5500,"GS@CHA 12/06/2017 08:00PM ET",29.523,"CHA","GS",0,22.6,14
"SF/PF","Danilo Gallinari",5500,"MIN@LAC 12/06/2017 10:30PM ET",24.806,"LAC","MIN",0,23,13.5
"PG","Rajon Rondo",5500,"DEN@NO 12/06/2017 08:00PM ET",23.705,"NO","DEN",0,30.2,28.5
"SF/PF","James Johnson",5500,"MIA@SA 12/06/2017 08:30PM ET",26.409,"MIA","SA",0,25.2,20.75
"SG/SF","Kent Bazemore",5400,"ATL@ORL 12/06/2017 07:00PM ET",26.793,"ATL","ORL",0,26.5,23
"SG/SF","Taurean Prince",5400,"ATL@ORL 12/06/2017 07:00PM ET",25.424,"ATL","ORL",0,24.9,29.5
"PG/SG","Dennis Smith",5300,"DAL@BOS 12/06/2017 07:30PM ET",27.057,"DAL","BOS",0,26.6,25
"PF/C","Zach Randolph",5300,"SAC@CLE 12/06/2017 07:00PM ET",26.345,"SAC","CLE",0,31.3,48
"SF/PF","JaMychal Green",5300,"MEM@NY 12/06/2017 07:30PM ET",20.75,"MEM","NY",0,24.8,11.75
"SG/SF","Marcus Smart",5200,"DAL@BOS 12/06/2017 07:30PM ET",26.054,"BOS","DAL",0,29.7,7.25
"SG/SF","Denzel Valentine",5200,"CHI@IND 12/06/2017 07:00PM ET",23.545,"CHI","IND",0,22.8,32.5
"PF/C","Domantas Sabonis",5200,"CHI@IND 12/06/2017 07:00PM ET",27.648,"IND","CHI",0,21.6,13.25
"PF/C","Willie Cauley-Stein",5200,"SAC@CLE 12/06/2017 07:00PM ET",23.946,"SAC","CLE",0,0,0
"C","Dewayne Dedmon",5200,"ATL@ORL 12/06/2017 07:00PM ET",25.038,"ATL","ORL",0,0,0
"SG/SF","Jonathon Simmons",5200,"ATL@ORL 12/06/2017 07:00PM ET",21.97,"ORL","ATL",0,27.3,27
"SG/SF","Courtney Lee",5200,"MEM@NY 12/06/2017 07:30PM ET",24.837,"NY","MEM",0,0,0
"SF/PF","Jabari Parker",5200,"DET@MIL 12/06/2017 08:00PM ET",0,"MIL","DET",0,0,0
"PG/SF","Kyle Anderson",5200,"MIA@SA 12/06/2017 08:30PM ET",24.489,"SA","MIA",0,0,0
"SF/PF","Rudy Gay",5200,"MIA@SA 12/06/2017 08:30PM ET",23.864,"SA","MIA",0,29.7,35.25
"PG/SG","Avery Bradley",5100,"DET@MIL 12/06/2017 08:00PM ET",24.75,"DET","MIL",0,24.5,27.25
"PG/SG","Jamal Murray",5100,"DEN@NO 12/06/2017 08:00PM ET",23.174,"DEN","NO",0,25.5,27.75
"PF/C","Kenneth Faried",5000,"DEN@NO 12/06/2017 08:00PM ET",14.125,"DEN","NO",0,27.6,16.25
"PF/C","Nikola Mirotic",4900,"CHI@IND 12/06/2017 07:00PM ET",0,"CHI","IND",0,0,0
"PG","Mario Chalmers",4900,"MEM@NY 12/06/2017 07:30PM ET",19.443,"MEM","NY",0,14.7,22.25
"SG/SF","Bojan Bogdanovic",4800,"CHI@IND 12/06/2017 07:00PM ET",22.667,"IND","CHI",0,24.1,27
"SF/PF","Ersan Ilyasova",4800,"ATL@ORL 12/06/2017 07:00PM ET",16.625,"ATL","ORL",0,21.9,26.75
"SF/PF","Marcus Morris",4700,"DAL@BOS 12/06/2017 07:30PM ET",23.867,"BOS","DAL",0,0,0
"PF","Bobby Portis",4700,"CHI@IND 12/06/2017 07:00PM ET",24.865,"CHI","IND",0,18,21.25
"PG/SG","Zach LaVine",4700,"CHI@IND 12/06/2017 07:00PM ET",0,"CHI","IND",0,0,0
"SG/SF","Buddy Hield",4700,"SAC@CLE 12/06/2017 07:00PM ET",21.548,"SAC","CLE",0,19.7,34
"PG/SG","Malcolm Brogdon",4700,"DET@MIL 12/06/2017 08:00PM ET",24.095,"MIL","DET",0,22.8,24.25
"PF/C","Mason Plumlee",4700,"DEN@NO 12/06/2017 08:00PM ET",16.804,"DEN","NO",0,23.4,13.75
"PF/C","Kelly Olynyk",4700,"MIA@SA 12/06/2017 08:30PM ET",20.587,"MIA","SA",0,25.5,28.5
"PG","De'Aaron Fox",4600,"SAC@CLE 12/06/2017 07:00PM ET",21.946,"SAC","CLE",0,22.7,10.25
"C","John Henson",4600,"DET@MIL 12/06/2017 08:00PM ET",20.857,"MIL","DET",0,25,21
"SG/SF","Danny Green",4600,"MIA@SA 12/06/2017 08:30PM ET",22.228,"SA","MIA",0,21.4,29.75
"PG/SG","JJ Barea",4500,"DAL@BOS 12/06/2017 07:30PM ET",25.229,"DAL","BOS",0,22.9,0
"SF/PF","Wilson Chandler",4500,"DEN@NO 12/06/2017 08:00PM ET",19.632,"DEN","NO",0,22.9,16.5
"SG/SF","Josh Richardson",4500,"MIA@SA 12/06/2017 08:30PM ET",19.761,"MIA","SA",0,20,25
"PF/C","Dirk Nowitzki",4400,"DAL@BOS 12/06/2017 07:30PM ET",22.958,"DAL","BOS",0,22.8,26.5
"PG/SG","Jerian Grant",4400,"CHI@IND 12/06/2017 07:00PM ET",21.841,"CHI","IND",0,16.2,9.5
"SG/SF","Lance Stephenson",4400,"CHI@IND 12/06/2017 07:00PM ET",19.156,"IND","CHI",0,21.5,12
"PG/SG","Shaun Livingston",4400,"GS@CHA 12/06/2017 08:00PM ET",10.943,"GS","CHA",0,14.4,7.25
"SG/SF","Wesley Johnson",4300,"MIN@LAC 12/06/2017 10:30PM ET",17.864,"LAC","MIN",0,20.3,21.75
"SG/SF","Wesley Matthews",4200,"DAL@BOS 12/06/2017 07:30PM ET",22.917,"DAL","BOS",0,22.2,11.25
"SG","Marco Belinelli",4200,"ATL@ORL 12/06/2017 07:00PM ET",21.62,"ATL","ORL",0,18.6,21.75
"SF/PF","Michael Beasley",4200,"MEM@NY 12/06/2017 07:30PM ET",13.838,"NY","MEM",0,0,0
"SF","Michael Kidd-Gilchrist",4200,"GS@CHA 12/06/2017 08:00PM ET",18.172,"CHA","GS",0,22.6,11.75
"SG/SF","E'Twaun Moore",4200,"DEN@NO 12/06/2017 08:00PM ET",21.313,"NO","DEN",0,24.1,22.75
"PG/SG","Seth Curry",4100,"DAL@BOS 12/06/2017 07:30PM ET",0,"DAL","BOS",0,0,0
"SF/PF","Jeff Green",4100,"SAC@CLE 12/06/2017 07:00PM ET",18.688,"CLE","SAC",0,20.3,24.75
"PF/C","Kyle O'Quinn",4100,"MEM@NY 12/06/2017 07:30PM ET",19.457,"NY","MEM",0,0,0
"SG/SF","Andre Iguodala",4100,"GS@CHA 12/06/2017 08:00PM ET",17.631,"GS","CHA",0,20.5,29
"PG","Ish Smith",4100,"DET@MIL 12/06/2017 08:00PM ET",18.783,"DET","MIL",0,17.5,0
"PG","Patty Mills",4100,"MIA@SA 12/06/2017 08:30PM ET",19.458,"SA","MIA",0,19.2,0
"PG/SG","Terry Rozier",4000,"DAL@BOS 12/06/2017 07:30PM ET",20.02,"BOS","DAL",0,19.9,25.25
"SG/SF","JR Smith",4000,"SAC@CLE 12/06/2017 07:00PM ET",17.698,"CLE","SAC",0,19.6,18.75
"PG/SG","Garrett Temple",4000,"SAC@CLE 12/06/2017 07:00PM ET",17.477,"SAC","CLE",0,20.5,12.5
"PG","Jarrett Jack",4000,"MEM@NY 12/06/2017 07:30PM ET",19.06,"NY","MEM",0,0,0
"SF","Darius Miller",4000,"DEN@NO 12/06/2017 08:00PM ET",12.854,"NO","DEN",0,22.4,16
"PF/C","Bam Adebayo",4000,"MIA@SA 12/06/2017 08:30PM ET",12.607,"MIA","SA",0,17.2,14.75
"PG/SG","David Nwaba",3900,"CHI@IND 12/06/2017 07:00PM ET",18.25,"CHI","IND",0,13.5,17.75
"PG/SG","George Hill",3900,"SAC@CLE 12/06/2017 07:00PM ET",18.107,"SAC","CLE",0,18.9,27.25
"SG/SF","Dillon Brooks",3900,"MEM@NY 12/06/2017 07:30PM ET",17.228,"MEM","NY",0,18,8.75
"PG/SG","Malik Monk",3900,"GS@CHA 12/06/2017 08:00PM ET",13.421,"CHA","GS",0,0,0
"PF/C","Frank Kaminsky",3900,"GS@CHA 12/06/2017 08:00PM ET",19.81,"CHA","GS",0,18.1,1.25
"PG/SG","Tyler Johnson",3900,"MIA@SA 12/06/2017 08:30PM ET",19.477,"MIA","SA",0,18,35.75
"SF/PF","Justise Winslow",3900,"MIA@SA 12/06/2017 08:30PM ET",18.337,"MIA","SA",0,15,14
"PF/C","Dwight Powell",3800,"DAL@BOS 12/06/2017 07:30PM ET",16.098,"DAL","BOS",0,17.5,10.25
"SG/SF","Glenn Robinson III",3800,"CHI@IND 12/06/2017 07:00PM ET",0,"IND","CHI",0,0,0
"PF/C","Tristan Thompson",3800,"SAC@CLE 12/06/2017 07:00PM ET",13.781,"CLE","SAC",0,0,0
"SG/SF","Bogdan Bogdanovic",3800,"SAC@CLE 12/06/2017 07:00PM ET",18.125,"SAC","CLE",0,19.4,18.5
"SF/PF","Luke Babbitt",3800,"ATL@ORL 12/06/2017 07:00PM ET",14.15,"ATL","ORL",0,14.3,6
"SG/SF","DeAndre' Bembry",3800,"ATL@ORL 12/06/2017 07:00PM ET",12.722,"ATL","ORL",0,18.9,0
"PG/SG","DJ Augustin",3800,"ATL@ORL 12/06/2017 07:00PM ET",17.417,"ORL","ATL",0,14,12.75
"SF/PF","Chandler Parsons",3800,"MEM@NY 12/06/2017 07:30PM ET",16.722,"MEM","NY",0,18,19.25
"SG/SF","James Ennis III",3800,"MEM@NY 12/06/2017 07:30PM ET",15.023,"MEM","NY",0,12.6,0
"PG/SG","Milos Teodosic",3800,"MIN@LAC 12/06/2017 10:30PM ET",13.125,"LAC","MIN",0,0,0
"PF/C","Montrezl Harrell",3800,"MIN@LAC 12/06/2017 10:30PM ET",11.109,"LAC","MIN",0,10.2,12.5
"PF/C","Gorgui Dieng",3800,"MIN@LAC 12/06/2017 10:30PM ET",15.682,"MIN","LAC",0,16.8,15
"SG/SF","Tony Snell",3800,"DET@MIL 12/06/2017 08:00PM ET",16.648,"MIL","DET",0,15.8,5
"PG","Emmanuel Mudiay",3800,"DEN@NO 12/06/2017 08:00PM ET",19.196,"DEN","NO",0,16.1,26.5
"PG/SG","Devin Harris",3700,"DAL@BOS 12/06/2017 07:30PM ET",17.028,"DAL","BOS",0,17.4,10.5
"PG/SG","Yogi Ferrell",3700,"DAL@BOS 12/06/2017 07:30PM ET",17.365,"DAL","BOS",0,13,23.75
"PG","Derrick Rose",3700,"SAC@CLE 12/06/2017 07:00PM ET",19.786,"CLE","SAC",0,0,0
"PG/SG","Frank Mason III",3700,"SAC@CLE 12/06/2017 07:00PM ET",14.766,"SAC","CLE",0,19.5,26
"SF/PF","Jae Crowder",3700,"SAC@CLE 12/06/2017 07:00PM ET",15.677,"CLE","SAC",0,16.2,8
"SG/SF","Terrence Ross",3700,"ATL@ORL 12/06/2017 07:00PM ET",18.795,"ORL","ATL",0,0,0
"PG","Michael Carter-Williams",3700,"GS@CHA 12/06/2017 08:00PM ET",15.705,"CHA","GS",0,11.7,9.25
"SF/PF","Marvin Williams",3700,"GS@CHA 12/06/2017 08:00PM ET",18.977,"CHA","GS",0,17.8,14.25
"PG/SF","Patrick McCaw",3700,"GS@CHA 12/06/2017 08:00PM ET",9.148,"GS","CHA",0,0,0
"SG","Nick Young",3700,"GS@CHA 12/06/2017 08:00PM ET",10.646,"GS","CHA",0,10.6,14.25
"PG/SG","Tyus Jones",3700,"MIN@LAC 12/06/2017 10:30PM ET",13.05,"MIN","LAC",0,10.6,7
"PF/C","Thon Maker",3700,"DET@MIL 12/06/2017 08:00PM ET",12.341,"MIL","DET",0,13,1.75
"SG/SF","Stanley Johnson",3700,"DET@MIL 12/06/2017 08:00PM ET",17.4,"DET","MIL",0,18.3,20.25
"SF/PF","Trey Lyles",3700,"DEN@NO 12/06/2017 08:00PM ET",10.931,"DEN","NO",0,15.9,35.25
"SF/PF","Juancho Hernangomez",3700,"DEN@NO 12/06/2017 08:00PM ET",9.75,"DEN","NO",0,13.7,0
"PG","Tony Parker",3700,"MIA@SA 12/06/2017 08:30PM ET",15.188,"SA","MIA",0,14.8,28.75
"SG/SF","Wayne Ellington",3700,"MIA@SA 12/06/2017 08:30PM ET",14.674,"MIA","SA",0,14.6,10.25
"SG/SF","Manu Ginobili",3700,"MIA@SA 12/06/2017 08:30PM ET",15.888,"SA","MIA",0,16.2,17.25
"PF/C","Daniel Theis",3600,"DAL@BOS 12/06/2017 07:30PM ET",11.804,"BOS","DAL",0,18.7,28.25
"C","Aron Baynes",3600,"DAL@BOS 12/06/2017 07:30PM ET",15.35,"BOS","DAL",0,20.5,10.25
"SG/SF","Kyle Korver",3600,"SAC@CLE 12/06/2017 07:00PM ET",17.177,"CLE","SAC",0,17.5,23.25
"PG/SG","Malcolm Delaney",3600,"ATL@ORL 12/06/2017 07:00PM ET",12.25,"ATL","ORL",0,0,0
"C","Miles Plumlee",3600,"ATL@ORL 12/06/2017 07:00PM ET",8.688,"ATL","ORL",0,13.4,13
"PF/C","Guillermo Hernangomez",3600,"MEM@NY 12/06/2017 07:30PM ET",12.339,"NY","MEM",0,0,0
"SG","Damyean Dotson",3600,"MEM@NY 12/06/2017 07:30PM ET",5.867,"NY","MEM",0,0,0
"C","Cody Zeller",3600,"GS@CHA 12/06/2017 08:00PM ET",17.708,"CHA","GS",0,15.2,21
"PF/C","David West",3600,"GS@CHA 12/06/2017 08:00PM ET",16.12,"GS","CHA",0,15,20.25
"SF/PF","Dante Cunningham",3600,"DEN@NO 12/06/2017 08:00PM ET",13.188,"NO","DEN",0,16.2,20
"PG","Cory Joseph",3500,"CHI@IND 12/06/2017 07:00PM ET",18.281,"IND","CHI",0,17.7,21.25
"SG/SF","Paul Zipser",3500,"CHI@IND 12/06/2017 07:00PM ET",10.737,"CHI","IND",0,8.5,14.25
"PG/SG","Iman Shumpert",3500,"SAC@CLE 12/06/2017 07:00PM ET",12.192,"CLE","SAC",0,0,0
"SF/PF","Jonathan Isaac",3500,"ATL@ORL 12/06/2017 07:00PM ET",16.229,"ORL","ATL",0,0,0
"C","Mike Muscala",3500,"ATL@ORL 12/06/2017 07:00PM ET",16.333,"ATL","ORL",0,0,0
"SG/SF","Ben McLemore",3500,"MEM@NY 12/06/2017 07:30PM ET",12.938,"MEM","NY",0,12.3,1.5
"PG/SG","Frank Ntilikina",3500,"MEM@NY 12/06/2017 07:30PM ET",14.163,"NY","MEM",0,0,0
"PG/SG","Andrew Harrison",3500,"MEM@NY 12/06/2017 07:30PM ET",11.309,"MEM","NY",0,0,18.25
"SF/PF","Doug McDermott",3500,"MEM@NY 12/06/2017 07:30PM ET",14.348,"NY","MEM",0,0,0
"SG","Jamal Crawford",3500,"MIN@LAC 12/06/2017 10:30PM ET",14.64,"MIN","LAC",0,14.8,19.25
"SF/PF","Nemanja Bjelica",3500,"MIN@LAC 12/06/2017 10:30PM ET",13.514,"MIN","LAC",0,0,0
"SG/SF","Shabazz Muhammad",3500,"MIN@LAC 12/06/2017 10:30PM ET",7.25,"MIN","LAC",0,0,0
"PG/SF","DeAndre Liggins",3500,"DET@MIL 12/06/2017 08:00PM ET",7.513,"MIL","DET",0,9.3,12.5
"PG/SG","Bryn Forbes",3500,"MIA@SA 12/06/2017 08:30PM ET",10.196,"SA","MIA",0,11.3,25.75
"PG","Dejounte Murray",3500,"MIA@SA 12/06/2017 08:30PM ET",18.01,"SA","MIA",0,0,0
"PF/C","Al Jefferson",3400,"CHI@IND 12/06/2017 07:00PM ET",16.725,"IND","CHI",0,0,0
"PF/C","Skal Labissiere",3400,"SAC@CLE 12/06/2017 07:00PM ET",15.446,"SAC","CLE",0,0,0
"PF/C","Channing Frye",3400,"SAC@CLE 12/06/2017 07:00PM ET",9.693,"CLE","SAC",0,13.7,13.25
"SG/SF","Arron Afflalo",3400,"ATL@ORL 12/06/2017 07:00PM ET",5.382,"ORL","ATL",0,10.1,6.5
"PF/C","Jarell Martin",3400,"MEM@NY 12/06/2017 07:30PM ET",11.636,"MEM","NY",0,8.7,13
"SF/PF","Omri Casspi",3400,"GS@CHA 12/06/2017 08:00PM ET",13.869,"GS","CHA",0,14.4,13.25
"SF/PF","Sam Dekker",3400,"MIN@LAC 12/06/2017 10:30PM ET",7.474,"LAC","MIN",0,9.9,3.25
"SF/PF","Anthony Tolliver",3400,"DET@MIL 12/06/2017 08:00PM ET",13.45,"DET","MIL",0,12.5,7
"PG/SG","Jameer Nelson",3400,"DEN@NO 12/06/2017 08:00PM ET",17.455,"NO","DEN",0,15.2,19.25
"SG","Brandon Paul",3400,"MIA@SA 12/06/2017 08:30PM ET",8.534,"SA","MIA",0,0,3.5
"C","Kosta Koufos",3300,"SAC@CLE 12/06/2017 07:00PM ET",15.315,"SAC","CLE",0,13.2,15.75
"SG/SF","Justin Jackson",3300,"SAC@CLE 12/06/2017 07:00PM ET",9.618,"SAC","CLE",0,0,0
"PG/SF","Mario Hezonja",3300,"ATL@ORL 12/06/2017 07:00PM ET",6.711,"ORL","ATL",0,0,0
"PF/C","Bismack Biyombo",3300,"ATL@ORL 12/06/2017 07:00PM ET",12.48,"ORL","ATL",0,14.3,9
"PG","Isaiah Taylor",3300,"ATL@ORL 12/06/2017 07:00PM ET",12.281,"ATL","ORL",0,13.3,9.75
"PF","Tyler Cavanaugh",3300,"ATL@ORL 12/06/2017 07:00PM ET",8.643,"ATL","ORL",0,15.4,25.5
"PF/C","Brandan Wright",3300,"MEM@NY 12/06/2017 07:30PM ET",13.234,"MEM","NY",0,0,0
"C","Joakim Noah",3300,"MEM@NY 12/06/2017 07:30PM ET",9.625,"NY","MEM",0,0,0
"SG/SF","Dwayne Bacon",3300,"GS@CHA 12/06/2017 08:00PM ET",10.917,"CHA","GS",0,0,3.75
"C","Zaza Pachulia",3300,"GS@CHA 12/06/2017 08:00PM ET",15.073,"GS","CHA",0,15.8,3.25
"PF/C","Jordan Bell",3300,"GS@CHA 12/06/2017 08:00PM ET",11.763,"GS","CHA",0,26.1,18.25
"SG","Luke Kennard",3300,"DET@MIL 12/06/2017 08:00PM ET",11.444,"DET","MIL",0,12.7,9
"PF","Maxi Kleber",3200,"DAL@BOS 12/06/2017 07:30PM ET",9.708,"DAL","BOS",0,13.1,32.75
"PG","Shane Larkin",3200,"DAL@BOS 12/06/2017 07:30PM ET",5.809,"BOS","DAL",0,0,22
"SG/SF","Semi Ojeleye",3200,"DAL@BOS 12/06/2017 07:30PM ET",6.292,"BOS","DAL",0,11,3.75
"PF/C","Ante Zizic",3200,"SAC@CLE 12/06/2017 07:00PM ET",3.813,"CLE","SAC",0,0,0
"PG","Shelvin Mack",3200,"ATL@ORL 12/06/2017 07:00PM ET",15.014,"ORL","ATL",0,0,0
"PF/C","Deyonta Davis",3200,"MEM@NY 12/06/2017 07:30PM ET",10.9,"MEM","NY",0,11.2,1.25
"SF/PF","Lance Thomas",3200,"MEM@NY 12/06/2017 07:30PM ET",8.425,"NY","MEM",0,0,0
"SG","Sindarius Thornwell",3200,"MIN@LAC 12/06/2017 10:30PM ET",8.227,"LAC","MIN",0,8,8.5
"SF/PF","Jamil Wilson",3200,"MIN@LAC 12/06/2017 10:30PM ET",8.688,"LAC","MIN",0,12,11.25
"PG/SG","Matthew Dellavedova",3200,"DET@MIL 12/06/2017 08:00PM ET",12.962,"MIL","DET",0,0,0
"SF/PF","Mirza Teletovic",3200,"DET@MIL 12/06/2017 08:00PM ET",13.175,"MIL","DET",0,0,0
"PG/SG","Ian Clark",3200,"DEN@NO 12/06/2017 08:00PM ET",8.952,"NO","DEN",0,0,0
"C","Salah Mejri",3100,"DAL@BOS 12/06/2017 07:30PM ET",13.579,"DAL","BOS",0,10.3,2.75
