"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"DeAndre Jordan","C","LAC","vs MIN","29th",103.25,6900,16.1,52.8,32.2,1.01,13.3,6.5,31.9,31.24,31.8,31.8,"%",67,4.6,34,47.25,6.8
"Andrew Wiggins","SF/PFSFPF","MIN","@ LAC","5th",108.25,6700,15.4,43.8,30.2,0.83,23.8,15.6,36.4,37.62,27.58,27.58,"%",73,4.1,36,20.5,3.1
"Khris Middleton","SG/SFSGSF","MIL","vs DET","7th",104,6700,14.1,60.9,35.4,0.97,25.1,15.7,36.4,35.13,34.18,34.18,"%",62,5.1,36,36.75,5.5
"Jrue Holiday","PG/SGPGSG","NOP","vs DEN","24th",113.5,6600,20.1,54.1,32.6,0.91,21.4,14.1,36,36.14,34.69,34.69,"%",70,5.3,35,40.25,6.1
"Eric Bledsoe","PG/SGPGSG","MIL","vs DET","12th",104,6600,19.1,55.5,31.8,1.07,27.1,13.1,29.6,33.74,34.68,34.68,"%",67,5.3,31,36.75,5.6
"Jeff Teague","PG","MIN","@ LAC","8th",108.25,6600,17.2,54.8,32.1,0.96,20.1,10.9,33.4,37.4,33.29,33.29,"%",67,5,37,35.75,5.4
"Elfrid Payton","PG","ORL","vs ATL","19th",111.25,6500,19.1,57.2,29.2,1.09,21.4,9.3,26.8,31.95,35.43,35.43,"%",63,5.5,39,25.25,3.9
"Enes Kanter","PF/CPFC","NYK","vs MEM","5th",99.75,6400,16.1,50.3,31,1.22,20.9,9.5,25.4,28.3,30.76,30.76,"%",68,4.8,27,30,4.7
"Harrison Barnes","SF/PFSFPF","DAL","@ BOS","7th",97.25,6300,20.2,46.9,32.5,0.94,24.7,15.1,34.7,33.72,31.63,31.63,"%",77,5,33,32.25,5.1
"Goran Dragic","PG","MIA","@ SAS","5th",94.5,6200,16.7,45.1,30.7,0.97,25.3,14,31.8,34.2,28.9,28.9,"%",74,4.7,28,22.5,3.6
"Tobias Harris","SF/PFSFPF","DET","@ MIL","8th",100,6200,16.7,50.2,30.8,0.95,22.6,15.1,32.5,33.3,31.1,31.1,"%",69,5,39,34.25,5.5
"Taj Gibson","PF/CPFC","MIN","@ LAC","16th",108.25,6200,18.5,50.3,26.4,0.81,14.4,8.2,32.7,40.3,32.16,32.16,"%",66,5.2,36,43.5,7
"Myles Turner","C","IND","vs CHI","12th",108.5,6200,17.6,49.9,30.3,1.07,21.5,11.2,28.4,32.19,31.42,31.42,"%",70,5.1,31,35.25,5.7
"Austin Rivers","PG/SGPGSG","LAC","vs MIN","4th",103.25,6100,12,45.1,25.7,0.78,21.3,12.9,33,33.95,26.18,26.18,"%",63,4.3,37,35.5,5.8
"Evan Fournier","SG/SFSGSF","ORL","vs ATL","24th",111.25,6100,17.2,48.1,29.5,0.93,23.7,13.7,31.6,32.08,30.44,30.44,"%",70,5,40,37.5,6.1
"Darren Collison","PG","IND","vs CHI","25th",108.5,6100,15.4,55.1,29.3,0.94,17.1,9.6,31.2,32.33,32.39,32.39,"%",61,5.3,20,18.75,3.1
"Kris Dunn","PG/SGPGSG","CHI","@ IND","16th",98.5,6100,17.6,51.7,27.7,1.04,25.6,11.6,26.7,30.71,32.21,32.21,"%",65,5.3,34,37,6.1
"Gary Harris","SG","DEN","@ NOP","25th",108.5,6000,23.5,46.5,27.6,0.84,18.4,11.8,32.9,37.63,33.38,33.38,"%",76,5.6,37,38.75,6.5
"Reggie Jackson","PG","DET","@ MIL","7th",100,6000,16.3,42.7,29.5,1.08,26.4,12.6,27.4,28.18,27.62,27.62,"%",74,4.6,32,25.75,4.3
"Thaddeus Young","SF/PFSFPF","IND","vs CHI","12th",108.5,5900,15.3,40.9,27.9,0.86,18.5,12,32.5,32.96,26.27,26.27,"%",74,4.5,37,28.75,4.9
"Dwyane Wade","PG/SGPGSG","CLE","vs SAC","12th",110.5,5800,14,53.4,25.5,1.1,25.5,10.1,23.1,25.46,30.88,30.88,"%",56,5.3,24,15.25,2.6
"Justin Holiday","SG/SFSGSF","CHI","@ IND","21st",98.5,5800,18.9,46.7,27.9,0.83,20.7,13.6,33.8,33.61,30.85,30.85,"%",72,5.3,36,16,2.8
"Lauri Markkanen","PF","CHI","@ IND","27th",98.5,5800,22.6,50.5,29.8,0.99,22.4,12.7,30,31,34.57,34.57,"%",73,6,30,20.5,3.5
"Jayson Tatum","SF/PFSFPF","BOS","vs DAL","10th",104.25,5800,17.1,44,26.5,0.89,18.3,9.1,29.9,34.93,28.61,28.61,"%",71,4.9,32,34,5.9
"Pau Gasol","PF/CPFC","SAS","vs MIA","21st",102.5,5700,15.8,48.1,29,1.16,20.5,8.5,25,25.86,29.64,29.64,"%",68,5.2,20,24.25,4.3
"Nicolas Batum","SG/SFSGSF","CHA","vs GSW","16th",105.75,5700,13.9,48.2,23.8,0.85,19.9,9.9,28.1,32.88,28.61,28.61,"%",59,5,35,30.25,5.3
"Dion Waiters","SG/SFSGSF","MIA","@ SAS","3rd",94.5,5600,6.8,40.1,25.5,0.84,26.6,14.8,30.5,28.29,21.1,21.1,"%",63,3.8,34,33.75,6
"Robin Lopez","C","CHI","@ IND","16th",98.5,5600,13.6,36.7,24.8,0.85,20.8,11.3,29.2,28.93,23.46,23.46,"%",73,4.2,33,24.75,4.4
"Jeremy Lamb","SG/SFSGSF","CHA","vs GSW","16th",105.75,5500,14.2,42.9,29.5,1.05,24.4,12.3,28,23.61,26.49,26.49,"%",72,4.8,19,14,2.5
"James Johnson","SF/PFSFPF","MIA","@ SAS","5th",94.5,5500,4.9,43.6,26.4,0.97,20.1,8.4,27.1,26.61,21.47,21.47,"%",58,3.9,23,20.75,3.8
"Rajon Rondo","PG","NOP","vs DEN","24th",113.5,5500,13.1,52.1,23.7,1.03,16.4,6.6,23.1,27.75,29.78,29.78,"%",53,5.4,25,28.5,5.2
"Danilo Gallinari","SF/PFSFPF","LAC","vs MIN","14th",103.25,5500,9.5,32.2,24.8,0.79,20.3,11.9,31.4,25,19.25,19.25,"%",74,3.5,25,13.5,2.5
"Taurean Prince","SG/SFSGSF","ATL","@ ORL","25th",105.25,5400,12.5,44,25.5,0.85,20.8,11.3,30,29.91,26.02,26.02,"%",65,4.8,35,29.5,5.5
"Kent Bazemore","SG/SFSGSF","ATL","@ ORL","25th",105.25,5400,15.5,46.3,26.8,0.96,22.5,10.3,28,27.2,28.7,28.7,"%",67,5.3,36,23,4.3
"JaMychal Green","SF/PFSFPF","MEM","@ NYK","25th",97.75,5300,13.3,41.5,20.8,0.81,19.4,8.1,25.6,29.82,25.38,25.38,"%",61,4.8,27,11.75,2.2
"Zach Randolph","PF/CPFC","SAC","@ CLE","19th",98.5,5300,21.8,59.5,26.3,1.08,26.9,11.9,24.4,31.79,37.93,37.93,"%",59,7.2,31,48,9.1
"Dennis Smith Jr.","PG/SGPGSG","DAL","@ BOS","14th",97.25,5300,15.6,46.8,27.1,0.98,29.7,14.5,27.7,28.72,28.95,28.95,"%",67,5.5,24,25,4.7
"Rudy Gay","SF/PFSFPF","SAS","vs MIA","26th",102.5,5200,25.3,53.6,23.9,1.09,26.2,9.6,21.9,30.86,37.4,37.4,"%",66,7.2,32,35.25,6.8
"Courtney Lee","SG/SFSGSF","NYK","vs MEM","10th",99.75,5200,18.2,46.3,24.8,0.78,16.2,9.7,31.6,37.8,30.2,30.2,"%",68,5.8,37,33.25,6.4
"Jonathon Simmons","SG/SFSGSF","ORL","vs ATL","27th",111.25,5200,17.7,45.8,21.9,0.83,24.5,10.7,26.4,35.74,29.77,29.77,"%",63,5.7,40,27,5.2
"Domantas Sabonis","PF/CPFC","IND","vs CHI","12th",108.5,5200,10,40.8,27.6,1.11,22.3,8.6,24.8,22.82,23.19,23.19,"%",68,4.5,21,13.25,2.5
"Denzel Valentine","SG/SFSGSF","CHI","@ IND","21st",98.5,5200,12.8,44.6,23.5,0.82,17.4,9.6,28.5,29.64,26.41,26.41,"%",61,5.1,32,32.5,6.3
"Marcus Smart","SG/SFSGSF","BOS","vs DAL","23rd",104.25,5200,18.5,45,26.1,0.87,19.6,9.7,30.1,34.96,29.82,29.82,"%",71,5.7,33,7.25,1.4
"Jamal Murray","PG/SGPGSG","DEN","@ NOP","25th",108.5,5100,10,48.3,23.2,0.86,24.5,12.3,26.9,30.34,26.43,26.43,"%",53,5.2,22,27.75,5.4
"Avery Bradley","PG/SGPGSG","DET","@ MIL","29th",100,5100,15.8,44.6,24.8,0.79,24.4,13.7,31.3,32.75,28.17,28.17,"%",67,5.5,32,27.25,5.3
"Kenneth Faried","PF/CPFC","DEN","@ NOP","30th",108.5,5000,9.7,49.3,14.1,1.01,17.8,4.7,14,24.9,26.69,26.69,"%",20,5.3,23,16.25,3.3
"Mario Chalmers","PG","MEM","@ NYK","17th",97.75,4900,3.2,34.4,19.4,0.83,19.8,7.4,23.4,19.08,16.58,16.58,"%",54,3.4,22,22.25,4.5
"Ersan Ilyasova","SF/PFSFPF","ATL","@ ORL","18th",105.25,4800,6.8,37.2,16.6,0.82,15.5,6.7,20.3,23.9,19.79,19.79,"%",48,4.1,27,26.75,5.6
"Bojan Bogdanovic","SG/SFSGSF","IND","vs CHI","30th",108.5,4800,12.4,43.9,22.7,0.74,18.5,10.9,30.6,32.39,25.88,25.88,"%",60,5.4,37,27,5.6
"Kelly Olynyk","PF/CPFC","MIA","@ SAS","17th",94.5,4700,11.7,43.3,20.6,1.06,20.8,6.3,19.5,24.29,25.24,25.24,"%",56,5.4,32,28.5,6.1
"Mason Plumlee","PF/CPFC","DEN","@ NOP","30th",108.5,4700,18.9,46.3,16.8,0.98,18.7,4.5,17.1,30.8,30.62,30.62,"%",53,6.5,22,13.75,2.9
"Malcolm Brogdon","PG/SGPGSG","MIL","vs DET","7th",104,4700,10,41.6,24.1,0.81,20.4,10.8,29.6,29.9,23.53,23.53,"%",62,5,25,24.25,5.2
"Buddy Hield","SG/SFSGSF","SAC","@ CLE","18th",98.5,4700,5.2,43.7,21.5,0.99,24.9,10.2,21.7,21.27,21.65,21.65,"%",49,4.6,25,34,7.2
"Bobby Portis","PF","CHI","@ IND","27th",98.5,4700,8,37.7,24.9,1.14,25.6,10.2,21.8,15.93,20.72,20.72,"%",66,4.4,19,21.25,4.5
"Danny Green","SG/SFSGSF","SAS","vs MIA","22nd",102.5,4600,8.4,43.6,22.2,0.79,17.4,9,28.2,29.32,23.46,23.46,"%",55,5.1,29,29.75,6.5
"John Henson","C","MIL","vs DET","15th",104,4600,9.2,45,21,0.92,15.4,5.4,22.9,28.2,24.53,24.53,"%",51,5.3,24,21,4.6
"De'Aaron Fox","PG","SAC","@ CLE","26th",98.5,4600,13.2,37.5,21.9,0.86,24,10.3,25.5,27.49,23.61,23.61,"%",68,5.1,28,10.25,2.2
"Josh Richardson","SG/SFSGSF","MIA","@ SAS","3rd",94.5,4500,2.6,34.3,19.8,0.62,16.9,9.3,31.9,30.43,16.16,16.16,"%",54,3.6,31,25,5.6
"Wilson Chandler","SF/PFSFPF","DEN","@ NOP","15th",108.5,4500,4,34,19.6,0.66,14.2,7.6,29.5,25.67,16.81,16.81,"%",56,3.7,24,16.5,3.7
"Juan Jose Barea","PG/SGPGSG","DAL","@ BOS","14th",97.25,4500,16.2,42.6,25.2,1.17,27.3,10.4,21.6,22.94,27.55,27.55,"%",70,6.1,25,23.75,5.3
"Shaun Livingston","PG/SGPGSG","GSW","@ CHA","18th",109.75,4400,8.1,28.4,11,0.75,15.8,4.3,14.7,21.8,16.81,16.81,"%",47,3.8,15,7.25,1.6
"Lance Stephenson","SG/SFSGSF","IND","vs CHI","30th",108.5,4400,14.2,43.7,19.2,0.9,19.4,7.1,21.3,24.82,26.86,26.86,"%",56,6.1,14,12,2.7
"Jerian Grant","PG/SGPGSG","CHI","@ IND","16th",98.5,4400,1.8,35.3,21.8,0.88,18.8,7.6,24.8,18.64,16.18,16.18,"%",56,3.7,13,9.5,2.2
"Dirk Nowitzki","PF/CPFC","DAL","@ BOS","6th",97.25,4400,9.9,35.9,23,0.95,19.9,9.3,24.2,25.22,21.06,21.06,"%",68,4.8,27,26.5,6
"Wesley Johnson","SG/SFSGSF","LAC","vs MIN","14th",103.25,4300,6.9,37.7,17.9,0.71,14.5,6.4,25.1,31.27,20.11,20.11,"%",51,4.7,31,21.75,5.1
"E'Twaun Moore","SG/SFSGSF","NOP","vs DEN","9th",113.5,4200,8.7,36.5,21.3,0.7,15.9,9.8,30.5,30.39,20.63,20.63,"%",63,4.9,38,22.75,5.4
"Michael Kidd-Gilchrist","SF","CHA","vs GSW","30th",105.75,4200,12.2,42.9,18.2,0.72,15.5,8,25.4,29.51,25.35,25.35,"%",52,6,25,11.75,2.8
"Michael Beasley","SF/PFSFPF","NYK","vs MEM","12th",99.75,4200,0,31.2,14.6,0.94,29.2,7.5,15.6,14.1,12.2,12.2,"%",35,2.9,17,24,5.7
"Marco Belinelli","SG","ATL","@ ORL","15th",105.25,4200,7.8,38.1,21.6,0.86,20.4,9.8,25.1,22.94,20.74,20.74,"%",60,4.9,28,21.75,5.2
"Wesley Matthews","SG/SFSGSF","DAL","@ BOS","6th",97.25,4200,5.7,40.7,22.9,0.67,16.7,10.4,34,35.05,20.68,20.68,"%",56,4.9,30,11.25,2.7
"Patrick Mills","PG","SAS","vs MIA","4th",102.5,4100,7.9,34.7,19.5,0.78,18.6,8.3,24.9,25.18,19.36,19.36,"%",61,4.7,27,26.25,6.4
"Ishmael Smith","PG","DET","@ MIL","7th",100,4100,10.5,30.5,18.8,0.99,23.9,8.4,19,20,19.08,19.08,"%",70,4.7,15,4,1
"Andre Iguodala","SG/SFSGSF","GSW","@ CHA","14th",109.75,4100,11.6,27.6,17.6,0.69,11,4.9,25.5,27.55,18.46,18.46,"%",74,4.5,29,29,7.1
"Kyle O'Quinn","PF/CPFC","NYK","vs MEM","9th",99.75,4100,2.7,39.9,19.5,1.23,20.2,4.7,15.8,16.07,18.66,18.66,"%",45,4.6,16,7.25,1.8
"Jeff Green","SF/PFSFPF","CLE","vs SAC","2nd",110.5,4100,7.2,40.2,18.7,0.9,21.4,7.5,20.7,25,21.35,21.35,"%",50,5.2,24,24.75,6
"Bam Adebayo","PF/CPFC","MIA","@ SAS","17th",94.5,4000,4.3,39.4,12.6,0.86,13.1,3.3,14.6,20.7,19.31,19.31,"%",20,4.8,17,14.75,3.7
"Darius Miller","SF","NOP","vs DEN","9th",113.5,4000,8.3,38.3,12.9,0.68,16,5.3,19,31.25,21.16,21.16,"%",33,5.3,27,16,4
"Jarrett Jack","PG","NYK","vs MEM","3rd",99.75,4000,7.4,33,19.1,0.75,13.6,6.1,25.4,27.77,18.36,18.36,"%",62,4.6,27,33,8.3
"Garrett Temple","PG/SGPGSG","SAC","@ CLE","18th",98.5,4000,8.1,32.6,17.5,0.69,16.7,7.5,25.5,29.1,18.62,18.62,"%",60,4.7,19,12.5,3.1
"J.R. Smith","SG/SFSGSF","CLE","vs SAC","12th",110.5,4000,9.5,35.5,17.6,0.58,13.3,7.8,30.3,33,20.63,20.63,"%",58,5.2,33,18.75,4.7
"Terry Rozier","PG/SGPGSG","BOS","vs DAL","23rd",104.25,4000,9.3,43,19.9,0.88,19.2,8.4,22.6,26.11,23.76,23.76,"%",52,5.9,27,25.25,6.3
"Dillon Brooks","SG/SFSGSF","MEM","@ NYK","18th",97.75,3900,4.8,32.7,17.2,0.6,14.8,7,28.7,27.29,16.73,16.73,"%",54,4.3,18,8.75,2.2
"George Hill","PG/SGPGSG","SAC","@ CLE","26th",98.5,3900,7.1,35.5,18.1,0.72,16.2,7.2,25.2,24.12,19.25,19.25,"%",55,4.9,30,27.25,7
"David Nwaba","PG/SGPGSG","CHI","@ IND","21st",98.5,3900,9.4,40.5,18.3,0.9,13.4,4.7,20.3,23.3,22.72,22.72,"%",52,5.8,22,17.75,4.6
"Justise Winslow","SF/PFSFPF","MIA","@ SAS","23rd",94.5,3900,10.4,33.2,18.3,0.81,16.1,6.4,22.7,21.89,20.16,20.16,"%",64,5.2,21,14,3.6
"Tyler Johnson","PG/SGPGSG","MIA","@ SAS","3rd",94.5,3900,4.8,31.4,19.5,0.73,18.6,8.9,26.6,25,16.2,16.2,"%",61,4.2,30,35.75,9.2
"Frank Kaminsky","PF/CPFC","CHA","vs GSW","8th",105.75,3900,3.7,35.3,19.8,0.84,21.2,9.6,23.6,21.81,17.21,17.21,"%",54,4.4,5,1.25,0.3
"Emmanuel Mudiay","PG","DEN","@ NOP","22nd",108.5,3800,0,33.2,19.2,0.91,25,8.7,21.2,15.44,13.17,13.17,"%",48,3.5,26,26.5,7
"Tony Snell","SG/SFSGSF","MIL","vs DET","28th",104,3800,6.4,28.3,16.6,0.52,10.3,6.2,31.7,30.86,15.8,15.8,"%",62,4.2,20,5,1.3
"Gorgui Dieng","PF/CPFC","MIN","@ LAC","24th",108.25,3800,3.7,34.1,15.7,0.96,18.8,5.1,16.3,15.8,16.72,16.72,"%",45,4.4,20,15,3.9
"Montrezl Harrell","PF/CPFC","LAC","vs MIN","7th",103.25,3800,1.1,22.4,11.1,1.11,20.9,3.3,10,9.9,10.22,10.22,"%",45,2.7,13,12.5,3.3
"James Ennis","SG/SFSGSF","MEM","@ NYK","18th",97.75,3800,0,29.1,15,0.6,12.2,5,25.2,20.79,12.45,12.45,"%",44,3.3,20,14.5,3.8
"Chandler Parsons","SF/PFSFPF","MEM","@ NYK","18th",97.75,3800,11.5,35.3,16.7,0.84,18.5,6.4,19.8,23.9,21.65,21.65,"%",59,5.7,21,19.25,5.1
"D.J. Augustin","PG/SGPGSG","ORL","vs ATL","19th",111.25,3800,3,34,17.4,0.92,18.5,5.4,19,18.34,16.29,16.29,"%",49,4.3,21,12.75,3.4
"DeAndre Bembry","SG/SFSGSF","ATL","@ ORL","25th",105.25,3800,9.1,37.8,12.7,0.8,24.2,5.7,15.8,24.34,21.44,21.44,"%",35,5.6,27,20.25,5.3
"Luke Babbitt","SF/PFSFPF","ATL","@ ORL","25th",105.25,3800,2,31.9,14.8,0.75,16.6,6.3,19.8,17.5,14.82,14.82,"%",42,3.9,13,6,1.6
"Bogdan Bogdanovic","SG/SFSGSF","SAC","@ CLE","18th",98.5,3800,11.4,31.1,18.1,0.77,20.5,8.4,23.4,26.94,19.83,19.83,"%",69,5.2,17,18.5,4.9
"Dwight Powell","PF/CPFC","DAL","@ BOS","6th",97.25,3800,5.9,32.8,16.2,0.94,17.5,4.8,17.2,20.48,17.45,17.45,"%",53,4.6,13,10.25,2.7
"Juan Hernangomez","SF/PFSFPF","DEN","@ NOP","15th",108.5,3700,1.8,27.7,9.8,0.67,14.8,3.8,14.7,19.37,12.92,12.92,"%",24,3.5,3,6.25,1.7
"Trey Lyles","SF/PFSFPF","DEN","@ NOP","30th",108.5,3700,9.1,38.8,10.9,1,21,3.9,10.9,20.45,21.82,21.82,"%",22,5.9,27,35.25,9.5
"Stanley Johnson","SG/SFSGSF","DET","@ MIL","8th",100,3700,5.9,32.6,17.4,0.6,13.5,7.6,29.2,29.4,17.35,17.35,"%",56,4.7,34,20.25,5.5
"Thon Maker","PF/CPFC","MIL","vs DET","15th",104,3700,0.7,21.5,12.3,0.68,14.4,4.3,18,15.08,9.62,9.62,"%",52,2.6,23,1.75,0.5
"Tyus Jones","PG/SGPGSG","MIN","@ LAC","8th",108.25,3700,0,33.7,13.1,0.77,11.3,3.4,17.1,14.3,11.87,11.87,"%",17,3.2,10,7,1.9
"Nick Young","SG","GSW","@ CHA","27th",109.75,3700,0,29.6,10.6,0.85,21.7,5,12.5,11.65,11.98,11.98,"%",17,3.2,20,14.25,3.9
"Marvin Williams","SF/PFSFPF","CHA","vs GSW","13th",105.75,3700,7.7,34.8,19,0.75,13.3,6.6,25.2,24.57,19.31,19.31,"%",59,5.2,29,14.25,3.9
"Michael Carter-Williams","PG","CHA","vs GSW","10th",105.75,3700,0,27.9,15.7,0.9,18.7,5,17.5,14.3,11.94,11.94,"%",49,3.2,15,9.25,2.5
"Jae Crowder","SF/PFSFPF","CLE","vs SAC","2nd",110.5,3700,1.3,28.4,15.7,0.63,16,7.1,25,22.68,12.88,12.88,"%",51,3.5,23,8,2.2
"Frank Mason III","PG/SGPGSG","SAC","@ CLE","26th",98.5,3700,9.5,34.3,14.8,0.87,26.2,6.4,17,21.25,20.12,20.12,"%",52,5.4,19,26,7
"Yogi Ferrell","PG/SGPGSG","DAL","@ BOS","14th",97.25,3700,1.9,26.8,17.4,0.64,16.7,7.6,27.3,22.01,12.59,12.59,"%",59,3.4,34,23.75,6.4
"Devin Harris","PG/SGPGSG","DAL","@ BOS","14th",97.25,3700,10.7,34.5,17,0.94,24.1,6.9,18.1,21.55,20.88,20.88,"%",60,5.6,18,10.5,2.8
"Manu Ginobili","SG/SFSGSF","SAS","vs MIA","22nd",102.5,3700,1.8,29.7,15.9,0.79,22.1,7.2,20.2,17.57,13.72,13.72,"%",50,3.7,25,17.25,4.7
"Wayne Ellington","SG/SFSGSF","MIA","@ SAS","3rd",94.5,3700,2.4,35.7,14.7,0.76,17.1,6.6,19.3,24.07,16.66,16.66,"%",35,4.5,18,10.25,2.8
"Tony Parker","PG","SAS","vs MIA","4th",102.5,3700,10.3,20,15.2,0.92,26.1,6.3,16.5,17.9,14.43,14.43,"%",82,3.9,19,28.75,7.8
"Dante Cunningham","SF/PFSFPF","NOP","vs DEN","9th",113.5,3600,7,30.3,13.3,0.6,11.1,5.1,22.2,28.2,16.98,16.98,"%",50,4.7,28,20,5.6
"David West","PF/CPFC","GSW","@ CHA","21st",109.75,3600,8.8,29.3,16.1,1.42,22.2,4.3,11.3,12.39,17.62,17.62,"%",64,4.9,19,20.25,5.6
"Cody Zeller","C","CHA","vs GSW","8th",105.75,3600,9.7,27.8,17.7,0.9,16.5,4.8,19.6,21.58,17.48,17.48,"%",71,4.9,15,21,5.8
"Damyean Dotson","SG","NYK","vs MEM","12th",99.75,3600,0,23.8,6.3,0.67,17.1,2.9,9.4,14,8.55,8.55,"%",0,2.4,5,2.5,0.7
"Miles Plumlee","C","ATL","@ ORL","22nd",105.25,3600,0,31.5,8.7,0.67,9.2,1.8,13,19.4,13.23,13.23,"%",0,3.7,12,13,3.6
"Kyle Korver","SG/SFSGSF","CLE","vs SAC","12th",110.5,3600,6.9,35.7,17.2,0.8,16.6,7.2,21.6,24.82,19.24,19.24,"%",52,5.3,25,23.25,6.5
"Aron Baynes","C","BOS","vs DAL","23rd",104.25,3600,11.1,37,15.4,0.89,16.9,4.9,17.3,23.5,22.21,22.21,"%",52,6.2,10,10.25,2.8
"Daniel Theis","PF/CPFC","BOS","vs DAL","23rd",104.25,3600,12.1,37.9,11.8,1,19.7,3.1,11.8,20.7,23.16,23.16,"%",37,6.4,17,28.25,7.8
"Dejounte Murray","PG","SAS","vs MIA","4th",102.5,3500,0,27.3,18,0.94,19.5,6.3,19.1,3.6,3.04,3.04,"%",33,0.9,1,0,NA
"Bryn Forbes","PG/SGPGSG","SAS","vs MIA","4th",102.5,3500,0,24.3,10.2,0.62,16.8,5.8,16.4,19.46,9.55,9.55,"%",28,2.7,27,25.75,7.4
