Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
949,968778413,tarsonic20 (19/20),0,253.5,SG CJ McCollum C Nikola Jokic F Khris Middleton PG Dennis Schroder G Kemba Walker UTIL Jeff Teague SF Evan Turner PF Brandan Wright,,,
957,967584773,bestknownmethod,0,253.25,SG Victor Oladipo C Nikola Jokic SF Khris Middleton F Jonathon Simmons PF Taj Gibson G Austin Rivers PG George Hill UTIL Joffrey Lauvergne,,,
957,968395344,thedannydude900 (1/5),0,253.25,UTIL Karl-Anthony Towns SG Jimmy Butler C Myles Turner PG Eric Bledsoe SF Josh Richardson G Tyler Johnson F Frank Kaminsky PF Brandan Wright,,,
957,968610799,lickuranus,0,253.25,C Karl-Anthony Towns G Kyrie Irving UTIL Klay Thompson SF Otto Porter Jr. F Lauri Markkanen PG Shabazz Napier PF Wilson Chandler SG David Nwaba,,,
957,968671837,shaneomac238,0,253.25,PG Kyrie Irving F LaMarcus Aldridge UTIL Draymond Green SF Andrew Wiggins SG Kentavious Caldwell-Pope G Austin Rivers C Greg Monroe PF Wilson Chandler,,,
957,968696737,Slavis (2/2),0,253.25,PG Russell Westbrook UTIL John Wall C Nikola Jokic G Eric Bledsoe SG Shabazz Napier F Evan Turner SF Wayne Ellington PF Brandan Wright,,,
957,968734582,brandy0627,0,253.25,PG John Wall SG Bradley Beal SF T.J. Warren PF Harrison Barnes C Myles Turner F Rudy Gay G J.J. Barea UTIL Marvin Williams,,,
957,968768531,sspiva1,0,253.25,G Jimmy Butler PG Kyrie Irving SG Tyreke Evans SF Khris Middleton F Josh Richardson UTIL Lance Stephenson C Brandan Wright PF Joffrey Lauvergne,,,
964,967966200,jamesberg (2/2),0,253,G Tyreke Evans PG Lou Williams SF Kyle Kuzma F Nikola Mirotic UTIL Josh Richardson C Alex Len PF Lauri Markkanen SG Isaiah Canaan,,,
964,968115065,Lastblows (6/20),0,253,SG CJ McCollum UTIL Nikola Jokic SF Khris Middleton C DeAndre Jordan PG Eric Bledsoe F Lauri Markkanen G Shabazz Napier PF Brandan Wright,,,
964,968392661,CGilbert88,0,253,PG Russell Westbrook G Lonzo Ball PF Kyle Kuzma SF Josh Richardson UTIL John Collins SG George Hill C John Henson F Jordan Bell,,,
964,968433534,carpdogg7,0,253,SG Victor Oladipo C Draymond Green F Nikola Mirotic PG Eric Bledsoe UTIL Jeff Teague PF Lauri Markkanen SF DeMarre Carroll G Dillon Brooks,,,
964,968758242,carmanator (3/3),0,253,UTIL Paul George SG Eric Bledsoe G Spencer Dinwiddie PG Jeff Teague C Zach Randolph SF Andrew Wiggins PF Otto Porter Jr. F Taj Gibson,,,
964,968771311,Sugerdaddy (1/2),0,253,PF Anthony Davis C Nikola Jokic SF Khris Middleton F Kyle Kuzma PG Eric Bledsoe G Shabazz Napier SG Matthew Dellavedova UTIL Brandan Wright,,,
970,968143217,BigBadBalla (2/3),0,252.75,C Karl-Anthony Towns UTIL Jusuf Nurkic F Nikola Mirotic SF Josh Richardson G Jamal Murray SG Austin Rivers PG Shabazz Napier PF Wilson Chandler,,,
970,968682802,mjchan89,0,252.75,C Nikola Jokic SG Khris Middleton UTIL DeAndre Jordan SF Kyle Kuzma F T.J. Warren PG Eric Bledsoe G Malcolm Brogdon PF Brandan Wright,,,
970,968724065,sasmallen (4/10),0,252.75,PG Victor Oladipo UTIL Karl-Anthony Towns SG Khris Middleton C DeAndre Jordan G Malcolm Brogdon F Wilson Chandler SF Wayne Ellington PF Brandan Wright,,,
970,968737727,Texan123 (1/3),0,252.75,C Nikola Jokic SF Khris Middleton UTIL Draymond Green SG Eric Bledsoe F Josh Richardson PF Al-Farouq Aminu PG Shabazz Napier G Malcolm Brogdon,,,
970,968745765,DaPimpLord,0,252.75,C Nikola Jokic PF Draymond Green PG Lonzo Ball SF Kyle Kuzma SG Eric Bledsoe UTIL Zach Randolph F Wilson Chandler G George Hill,,,
970,968755220,acavfan,0,252.75,UTIL Anthony Davis SF Khris Middleton C DeAndre Jordan SG Eric Bledsoe PG Jeff Teague F Dirk Nowitzki G Mario Hezonja PF Brandan Wright,,,
970,968762310,hitstik,0,252.75,PG CJ McCollum SG Khris Middleton F Paul George SF Brandon Ingram UTIL Kyle Kuzma PF DeMarre Carroll G J.J. Barea C Greg Monroe,,,
970,968781074,haltdog (2/2),0,252.75,SG Bradley Beal SF Khris Middleton C Dwight Howard G Eric Bledsoe F Josh Richardson PG Shabazz Napier UTIL Greg Monroe PF Ersan Ilyasova,,,
978,968341327,Dannyyuill (2/3),0,252.5,F DeMarcus Cousins UTIL Victor Oladipo C Nikola Jokic PG Eric Bledsoe G George Hill SG Bojan Bogdanovic SF Wayne Ellington PF Brandan Wright,,,
978,968579459,Crowsdoor5,0,252.5,G Victor Oladipo UTIL Tyreke Evans SG Khris Middleton SF Kyle Kuzma PF Greg Monroe PG Yogi Ferrell F Mason Plumlee C John Henson,,,
978,968587056,codyallison1026 (3/6),0,252.5,SG Jimmy Butler UTIL CJ McCollum C Nikola Jokic F Draymond Green PG Eric Bledsoe G Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
978,968587070,codyallison1026 (6/6),0,252.5,SG Jimmy Butler UTIL CJ McCollum C Nikola Jokic F Draymond Green PG Eric Bledsoe G Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
978,968612874,jterry001,0,252.5,SF Kevin Durant SG Tyreke Evans C Nikola Jokic PG Eric Bledsoe G Tyler Johnson UTIL John Henson F Wayne Ellington PF Brandan Wright,,,
978,968650491,astoriamanutd (1/6),0,252.5,PG Kyrie Irving SG Bradley Beal F LaMarcus Aldridge C Myles Turner G Jeff Teague PF Omri Casspi UTIL Bojan Bogdanovic SF Michael Kidd-Gilchrist,,,
978,968696014,harkzilla,0,252.5,PG Kyrie Irving PF Kyle Kuzma F Kent Bazemore C Myles Turner UTIL Gary Harris SG Nicolas Batum SF Al-Farouq Aminu G Alec Burks,,,
978,968750982,mattfeigenbaum,0,252.5,G CJ McCollum C Nikola Jokic PG Jrue Holiday PF Kyle Kuzma UTIL Austin Rivers SG Tyler Johnson SF Rudy Gay F Wilson Chandler,,,
986,968328157,Lanklo (2/2),0,252.25,G Russell Westbrook PG Lonzo Ball SF Kyle Kuzma PF Nikola Mirotic SG Eric Bledsoe C Robin Lopez F Bojan Bogdanovic UTIL Kosta Koufos,,,
986,968346600,klp7edge,0,252.25,SG Jimmy Butler PF Draymond Green G Lonzo Ball SF Kyle Kuzma PG Jeff Teague F Jayson Tatum UTIL Tyler Johnson C Brandan Wright,,,
986,968725901,winning42,0,252.25,PG John Wall C Nikola Jokic SG Khris Middleton SF Kyle Kuzma G Eric Bledsoe PF Julius Randle F Bam Adebayo UTIL Brandan Wright,,,
986,968735510,goudsaab,0,252.25,PG Victor Oladipo C Nikola Jokic PF Draymond Green F Kyle Kuzma UTIL Julius Randle SG Malcolm Brogdon SF Wilson Chandler G Lance Stephenson,,,
986,968751229,zdiddy12,0,252.25,PG CJ McCollum SG Lou Williams PF Nikola Mirotic SF Harrison Barnes C Myles Turner UTIL Derrick Favors G Nicolas Batum F Denzel Valentine,,,
986,968753376,Bodines02,0,252.25,C Karl-Anthony Towns PG Kyrie Irving SF Khris Middleton PF Nikola Mirotic F Willie Cauley-Stein G George Hill UTIL Jordan Bell SG Marco Belinelli,,,
992,968217051,savmario (1/4),0,252,PG Kyrie Irving PF LaMarcus Aldridge C Draymond Green G Eric Bledsoe SG Josh Richardson UTIL Isaiah Canaan F Mike Scott SF Wayne Ellington,,,
992,968584033,jimmyphatz,0,252,C Nikola Jokic G Kris Dunn SF Kyle Kuzma UTIL T.J. Warren SG Eric Bledsoe PG Austin Rivers F Rudy Gay PF Wilson Chandler,,,
992,968661507,joshe1414,0,252,PF Kevin Durant SG CJ McCollum SF Khris Middleton G Eric Bledsoe PG Shabazz Napier UTIL Isaiah Canaan F Frank Kaminsky C Brandan Wright,,,
992,968686093,joeyinte,0,252,UTIL Victor Oladipo C Myles Turner PG Spencer Dinwiddie SF Rondae Hollis-Jefferson PF Thaddeus Young F Alex Len SG Caris LeVert G Lance Stephenson,,,
992,968739891,tripdad2004,0,252,C Karl-Anthony Towns SF Khris Middleton PF Kyle Kuzma F Nikola Mirotic UTIL Eric Bledsoe PG Austin Rivers SG Yogi Ferrell G Matthew Dellavedova,,,
992,968749594,bowler1 (2/2),0,252,PG Victor Oladipo SF Kyle Kuzma C Myles Turner SG Jonathon Simmons G Eric Bledsoe PF Taj Gibson UTIL George Hill F Wayne Ellington,,,
992,968752490,yournamee (1/4),0,252,PF Kevin Durant C Nikola Jokic SF Khris Middleton SG Eric Bledsoe G Austin Rivers PG Malcolm Brogdon UTIL Frank Kaminsky F Brandan Wright,,,
992,968755479,crashe22 (2/4),0,252,PG John Wall G CJ McCollum C Nikola Jokic SG Khris Middleton UTIL Taj Gibson F Jordan Bell PF Bam Adebayo SF Wayne Ellington,,,
1000,967916271,deadhead43073 (1/2),0,251.75,UTIL Kyrie Irving C Nikola Jokic PG Eric Bledsoe SG Spencer Dinwiddie PF Otto Porter Jr. G Tyler Johnson F Marcus Smart SF Michael Kidd-Gilchrist,,,
1000,968410523,MRTEXAZZ03,0,251.75,PG CJ McCollum G Lonzo Ball SF Kyle Kuzma F Zach Randolph UTIL Carmelo Anthony SG Kentavious Caldwell-Pope PF Jayson Tatum C Julius Randle,,,
1000,968432797,fogler40 (6/20),0,251.75,C Karl-Anthony Towns PG CJ McCollum UTIL Nikola Jokic SF T.J. Warren G Eric Bledsoe SG Shabazz Napier F Evan Turner PF Brandan Wright,,,
1000,968632765,Marco57 (1/3),0,251.75,F DeMarcus Cousins UTIL Nikola Jokic G Kemba Walker C Myles Turner PG Jeff Teague SG Shabazz Napier SF Wayne Ellington PF Joffrey Lauvergne,,,
1000,968762489,wolf-of-draftking,0,251.75,UTIL CJ McCollum SF Khris Middleton F Draymond Green G Lonzo Ball PF Kyle Kuzma PG Eric Bledsoe SG George Hill C Brandan Wright,,,
1000,968769899,Hus2121,0,251.75,SF Kevin Durant C LaMarcus Aldridge PG Kemba Walker SG Eric Bledsoe PF Lauri Markkanen F Dirk Nowitzki G Bojan Bogdanovic UTIL Jerian Grant,,,
1006,968433357,Cbark34 (1/2),0,251.5,SF Kevin Durant G Khris Middleton C Draymond Green PG Eric Bledsoe UTIL Austin Rivers SG Malcolm Brogdon F Jordan Bell PF Brandan Wright,,,
1006,968711567,twoplustwo,0,251.5,C Karl-Anthony Towns PG Tyreke Evans G CJ McCollum UTIL Al Horford SG Will Barton SF Trey Lyles F Michael Kidd-Gilchrist PF Brandan Wright,,,
1006,968722136,jd39819,0,251.5,PG Russell Westbrook SF Harrison Barnes SG Andrew Wiggins F Carmelo Anthony PF Julius Randle C Willie Cauley-Stein UTIL Lauri Markkanen G Denzel Valentine,,,
1006,968752238,capothedon97 (1/3),0,251.5,PG Russell Westbrook F Kyle Kuzma G Kentavious Caldwell-Pope C Marcin Gortat SG Nicolas Batum PF Willie Cauley-Stein SF Al-Farouq Aminu UTIL Lauri Markkanen,,,
1006,968755785,tnoser14 (2/4),0,251.5,F DeMarcus Cousins C Karl-Anthony Towns SG Tyreke Evans PG Eric Bledsoe G George Hill UTIL Josh Jackson SF Wayne Ellington PF Brandan Wright,,,
1006,968762764,bjjball44 (1/2),0,251.5,SG CJ McCollum C Nikola Jokic UTIL Draymond Green G Lonzo Ball F Kyle Kuzma PG Eric Bledsoe SF Wilson Chandler PF Brandan Wright,,,
1006,968762836,tnoser14 (3/4),0,251.5,F DeMarcus Cousins C Karl-Anthony Towns SG Tyreke Evans PG Eric Bledsoe G George Hill UTIL Josh Jackson SF Wayne Ellington PF Brandan Wright,,,
1006,968770527,bjjball44 (2/2),0,251.5,SG CJ McCollum C Nikola Jokic UTIL Draymond Green G Lonzo Ball F Kyle Kuzma PG Eric Bledsoe SF Wilson Chandler PF Brandan Wright,,,
1006,968771792,gbucket44,0,251.5,C Draymond Green PF Al Horford SF Paul George G Eric Bledsoe SG Josh Richardson UTIL John Collins PG Austin Rivers F Mason Plumlee,,,
1006,968780774,jjakab001 (12/12),0,251.5,C DeMarcus Cousins F Khris Middleton SF Kyle Kuzma G Jonathon Simmons PG Shabazz Napier SG Isaiah Canaan UTIL Tyson Chandler PF Marvin Williams,,,
1006,968781341,Cbark34 (2/2),0,251.5,SF Kevin Durant G Khris Middleton C Draymond Green PG Eric Bledsoe UTIL Austin Rivers SG Malcolm Brogdon F Jordan Bell PF Brandan Wright,,,
1006,968781461,mpr3eagle2 (6/7),0,251.5,G John Wall UTIL Nikola Jokic F Draymond Green C Myles Turner PG Eric Bledsoe SG Andrew Wiggins SF Wilson Chandler PF Brandan Wright,,,
1018,967573500,Shortlegg30,0,251.25,PF DeMarcus Cousins PG Lou Williams SF Kyle Kuzma G Jeff Teague F Al-Farouq Aminu UTIL Mike Scott SG J.J. Barea C Mason Plumlee,,,
1018,968701847,MFA011 (2/2),0,251.25,C DeMarcus Cousins PG John Wall SG Khris Middleton PF Jayson Tatum F Lauri Markkanen G Shabazz Napier SF Wayne Ellington UTIL Brandan Wright,,,
1018,968758916,RSMdk01 (5/5),0,251.25,PG Russell Westbrook SG CJ McCollum SF Khris Middleton PF Kyle Kuzma G Eric Bledsoe F Wayne Ellington UTIL Nik Stauskas C Brandan Wright,,,
1018,968760013,john.nelson8782 (1/2),0,251.25,F Kevin Durant PG Russell Westbrook UTIL Nikola Jokic SG J.J. Barea G George Hill SF Michael Kidd-Gilchrist PF Gorgui Dieng C Brandan Wright,,,
1022,967801015,fftomster,0,251,PF Kevin Durant C Nikola Jokic SF Khris Middleton PG Eric Bledsoe SG Shabazz Napier UTIL Wilson Chandler G Wayne Ellington F Brandan Wright,,,
1022,968045002,stayeduptolate,0,251,UTIL Russell Westbrook C Nikola Jokic SG Eric Bledsoe PG Jeff Teague PF Kelly Olynyk SF Nicolas Batum G George Hill F Brandan Wright,,,
1022,968273867,barko15,0,251,C Anthony Davis SG Kris Dunn SF Kyle Kuzma G Eric Bledsoe UTIL Elfrid Payton F John Collins PG Shabazz Napier PF Brandan Wright,,,
1022,968724067,sasmallen (6/10),0,251,C Karl-Anthony Towns SG Bradley Beal SF Khris Middleton F Kyle Kuzma PG Eric Bledsoe UTIL Shabazz Napier G Wayne Ellington PF Brandan Wright,,,
1022,968727590,harshreality18 (3/3),0,251,G Russell Westbrook C Nikola Jokic SF Khris Middleton SG Eric Bledsoe F Marcus Smart PG Malcolm Brogdon UTIL George Hill PF Brandan Wright,,,
1022,968747457,Eliav,0,251,UTIL Jimmy Butler SG CJ McCollum SF Kyle Kuzma C Myles Turner G Jonathon Simmons PG Eric Bledsoe F Jordan Bell PF Brandan Wright,,,
1022,968755526,chuckthaniel,0,251,PG John Wall SF Khris Middleton UTIL Kyle Kuzma SG Eric Bledsoe G Jeff Teague C Taj Gibson F Julius Randle PF Dwight Powell,,,
1022,968769617,GrizzlyAdam (2/2),0,251,C Karl-Anthony Towns UTIL Bradley Beal SF Khris Middleton PF Kyle Kuzma G Eric Bledsoe PG Shabazz Napier SG Wayne Ellington F Brandan Wright,,,
1030,967616098,jcudderlife,0,250.75,C Karl-Anthony Towns PG Kyrie Irving SG CJ McCollum SF Harrison Barnes G Austin Rivers PF Trey Lyles F Chandler Parsons UTIL Ed Davis,,,
1030,968687287,larrysantiagoIJ,0,250.75,G Russell Westbrook SF Khris Middleton C Draymond Green PG Eric Bledsoe UTIL Isaiah Canaan PF Greg Monroe SG Allen Crabbe F Wayne Ellington,,,
1030,968736576,freshice17,0,250.75,SG Tyreke Evans C Nikola Jokic F Khris Middleton UTIL Jusuf Nurkic G Eric Bledsoe SF Josh Richardson PG George Hill PF Brandan Wright,,,
1030,968736749,bowler1 (1/2),0,250.75,SF Kevin Durant SG Victor Oladipo PF Kyle Kuzma G Tyler Johnson PG Shabazz Napier UTIL George Hill F Jordan Bell C Brandan Wright,,,
1030,968746713,joelvia2,0,250.75,F DeMarcus Cousins G Kyrie Irving PF Kyle Kuzma SF Rondae Hollis-Jefferson SG Shabazz Napier PG George Hill C Jordan Bell UTIL Marco Belinelli,,,
1030,968751308,pmr60641,0,250.75,PG Kyrie Irving SG Khris Middleton PF Al Horford SF T.J. Warren C Kelly Olynyk UTIL Jayson Tatum G Kyle Anderson F Jarrett Allen,,,
1030,968758915,RSMdk01 (4/5),0,250.75,PG Russell Westbrook SG CJ McCollum PF Kyle Kuzma G Eric Bledsoe SF Josh Richardson UTIL Ersan Ilyasova F Wayne Ellington C Brandan Wright,,,
1030,968780975,BrainBoy1 (1/2),0,250.75,UTIL DeMarcus Cousins PG Kyrie Irving C Nikola Jokic SF Kyle Kuzma F Jordan Bell G Josh Jackson PF Frank Kaminsky SG Wayne Ellington,,,
1030,968780981,BrainBoy1 (2/2),0,250.75,UTIL DeMarcus Cousins PG Kyrie Irving C Nikola Jokic SF Kyle Kuzma F Jordan Bell G Josh Jackson PF Frank Kaminsky SG Wayne Ellington,,,
1039,968598955,Godot42,0,250.5,SG CJ McCollum C Nikola Jokic SF Khris Middleton F Kyle Kuzma PG Eric Bledsoe UTIL John Collins G George Hill PF Bam Adebayo,,,
1039,968661963,Dthugz,0,250.5,G Tyreke Evans PG CJ McCollum SG Khris Middleton SF Harrison Barnes UTIL Josh Richardson C Taj Gibson PF Wilson Chandler F Joffrey Lauvergne,,,
1039,968712207,Jaylonmarch30 (3/3),0,250.5,G John Wall UTIL CJ McCollum C Jusuf Nurkic F Harrison Barnes PG Jeff Teague SG Austin Rivers PF Dirk Nowitzki SF Markieff Morris,,,
1039,968715753,mayor0257,0,250.5,PG CJ McCollum G Khris Middleton PF Draymond Green SF Paul George SG Eric Bledsoe UTIL Carmelo Anthony C John Henson F Kenneth Faried,,,
1039,968729510,KardiacKids,0,250.5,PG Russell Westbrook SG Khris Middleton F Al Horford UTIL Eric Bledsoe SF Josh Richardson PF Bam Adebayo G Wayne Ellington C Brandan Wright,,,
1039,968738956,cpwinmoney,0,250.5,PG Kyrie Irving UTIL John Wall SG Khris Middleton C DeAndre Jordan SF Taurean Prince F Frank Kaminsky G Jamal Crawford PF Gorgui Dieng,,,
1039,968754523,scottyflatstix (1/3),0,250.5,SG Bradley Beal G Khris Middleton C Dwight Howard UTIL DeAndre Jordan PG Eric Bledsoe SF Rondae Hollis-Jefferson F Wayne Ellington PF Brandan Wright,,,
1046,968488522,gfay63 (12/20),0,250.25,PF Anthony Davis UTIL Nikola Jokic SG Lou Williams C Myles Turner PG Eric Bledsoe G Milos Teodosic SF Wayne Ellington F Brandan Wright,,,
1046,968587054,codyallison1026 (1/6),0,250.25,PG Russell Westbrook UTIL Nikola Jokic C Draymond Green F Kyle Kuzma SF Rudy Gay SG Shabazz Napier G Wayne Ellington PF Brandan Wright,,,
1046,968587068,codyallison1026 (4/6),0,250.25,PG Russell Westbrook UTIL Nikola Jokic C Draymond Green F Kyle Kuzma SF Rudy Gay SG Shabazz Napier G Wayne Ellington PF Brandan Wright,,,
1046,968743817,Patsfan688 (4/4),0,250.25,UTIL Karl-Anthony Towns SG Jimmy Butler C Nikola Jokic PG Eric Bledsoe G Tyler Johnson SF Nicolas Batum F Wayne Ellington PF Brandan Wright,,,
1046,968754499,Pludee (2/3),0,250.25,UTIL Karl-Anthony Towns G Jimmy Butler C Nikola Jokic PG Eric Bledsoe SG Tyler Johnson SF Nicolas Batum F Wayne Ellington PF Brandan Wright,,,
1046,968780707,tommyz1982 (2/2),0,250.25,SG Victor Oladipo PG John Wall SF Khris Middleton G Kris Dunn PF Wilson Chandler UTIL George Hill C Jordan Bell F Josh Jackson,,,
1046,968780822,billcabro (2/3),0,250.25,PG John Wall C Nikola Jokic SF Khris Middleton UTIL Eric Bledsoe G Josh Richardson F Al-Farouq Aminu SG Shabazz Napier PF Brandan Wright,,,
1046,968781557,Tree0H5ive,0,250.25,F Khris Middleton C Myles Turner SF Jonathon Simmons PG Eric Bledsoe G Josh Richardson PF Thaddeus Young SG Jamal Murray UTIL Mario Hezonja,,,
1054,967879449,sogr8player,0,250,SF Kevin Durant PG Tyreke Evans C Nikola Jokic F Kelly Olynyk G Tyler Johnson PF Bam Adebayo SG Wayne Ellington UTIL Matthew Dellavedova,,,
1054,967922773,jjakab001 (1/12),0,250,UTIL Kevin Durant G Russell Westbrook F Al Horford PG Shabazz Napier SG Isaiah Canaan SF Thabo Sefolosha PF Gorgui Dieng C Brandan Wright,,,
1054,968327175,jjakab001 (2/12),0,250,UTIL Kevin Durant G Russell Westbrook F Al Horford PG Shabazz Napier SG Isaiah Canaan SF Thabo Sefolosha PF Gorgui Dieng C Brandan Wright,,,
1054,968620541,omark2552,0,250,SG Kris Dunn SF Kyle Kuzma PF Nikola Mirotic UTIL Myles Turner G Eric Bledsoe PG Spencer Dinwiddie C Domantas Sabonis F Caris LeVert,,,
1054,968679575,d_louise.mck70 (3/3),0,250,PG Victor Oladipo SG Jimmy Butler SF Khris Middleton PF Draymond Green C Julius Randle G Lance Stephenson F Marvin Williams UTIL Brandan Wright,,,
1054,968723294,Dcdc4513,0,250,PG Russell Westbrook UTIL Victor Oladipo G Lou Williams C Steven Adams F Carmelo Anthony SG Matthew Dellavedova SF Wes Iwundu PF Joffrey Lauvergne,,,
1054,968725206,taxlaw00 (12/20),0,250,PG Tyreke Evans SG Bradley Beal C Nikola Jokic SF Rondae Hollis-Jefferson F Taj Gibson G Tyler Johnson PF Mason Plumlee UTIL George Hill,,,
1054,968751877,gunslinger357,0,250,UTIL Russell Westbrook F LaMarcus Aldridge SG Khris Middleton PG Eric Bledsoe PF Greg Monroe G Malcolm Brogdon C Frank Kaminsky SF Tony Snell,,,
1054,968759775,teronto (2/2),0,250,C Nikola Vucevic UTIL Tyreke Evans SF Khris Middleton F Draymond Green SG Eric Bledsoe PG Shabazz Napier G Wayne Ellington PF Brandan Wright,,,
1054,968762623,mpr3eagle2 (3/7),0,250,F DeMarcus Cousins UTIL Nikola Jokic C Myles Turner PG Eric Bledsoe G Jeff Teague SF Wilson Chandler SG George Hill PF Brandan Wright,,,
1064,967869160,imadeit110 (5/20),0,249.75,PG Kyrie Irving C Draymond Green SF Kyle Kuzma SG Spencer Dinwiddie F Josh Richardson UTIL Thaddeus Young G Austin Rivers PF Brandan Wright,,,
1064,968328014,Lanklo (1/2),0,249.75,SG Victor Oladipo PG Kyrie Irving UTIL Nikola Jokic F Draymond Green G Tyler Johnson SF Michael Kidd-Gilchrist C Frank Kaminsky PF Brandan Wright,,,
1064,968598049,mr.nflcowboy,0,249.75,PG Victor Oladipo UTIL Karl-Anthony Towns SG Khris Middleton PF Taj Gibson SF Caris LeVert G Lance Stephenson F Bojan Bogdanovic C Jarrett Allen,,,
1064,968710253,stark809,0,249.75,C Karl-Anthony Towns PG CJ McCollum SF Khris Middleton SG Spencer Dinwiddie PF Zach Randolph F Lauri Markkanen UTIL Bojan Bogdanovic G Michael Carter-Williams,,,
1064,968735264,CadetFly,0,249.75,F Kevin Durant G CJ McCollum C Nikola Jokic SG Khris Middleton PG J.J. Barea SF Michael Kidd-Gilchrist UTIL Gorgui Dieng PF Brandan Wright,,,
1069,968297577,fl249,0,249.5,UTIL Bradley Beal SG Lou Williams C Myles Turner PG Spencer Dinwiddie F Rodney Hood PF Kelly Olynyk SF Jeremy Lamb G Isaiah Canaan,,,
1069,968478484,ezpoints (1/2),0,249.5,PG Russell Westbrook C Nikola Jokic G Goran Dragic PF Alex Len UTIL John Collins SG Austin Rivers F Wilson Chandler SF Michael Kidd-Gilchrist,,,
1069,968478507,ezpoints (2/2),0,249.5,PG Russell Westbrook C Nikola Jokic G Goran Dragic PF Alex Len UTIL John Collins SG Austin Rivers F Wilson Chandler SF Michael Kidd-Gilchrist,,,
1069,968704931,Ullys,0,249.5,PG CJ McCollum C DeAndre Jordan G Lonzo Ball SF Kyle Kuzma SG Eric Bledsoe PF Rondae Hollis-Jefferson UTIL Mike Scott F Wayne Ellington,,,
1069,968715121,robbo1968,0,249.5,SG Jimmy Butler PG Kyrie Irving UTIL Zach Randolph F Alex Len G Jaylen Brown PF Julius Randle SF Marcus Smart C Dirk Nowitzki,,,
1069,968736437,sshelldon,0,249.5,UTIL Anthony Davis SF Kyle Kuzma F Rondae Hollis-Jefferson C Zach Randolph G Austin Rivers SG Caris LeVert PF Lauri Markkanen PG Jordan Clarkson,,,
1069,968749609,blackguero (2/2),0,249.5,G Russell Westbrook SG Donovan Mitchell SF Kyle Kuzma PF Taj Gibson C Alex Len UTIL Tyler Johnson PG Shabazz Napier F Quincy Acy,,,
1069,968758730,yournamee (3/4),0,249.5,PF Kevin Durant C Nikola Jokic SF Khris Middleton SG Eric Bledsoe G Shabazz Napier PG Malcolm Brogdon UTIL Bojan Bogdanovic F Brandan Wright,,,
1077,968057303,1967spike,0,249.25,PG Victor Oladipo G Kyrie Irving SF Khris Middleton C Myles Turner PF Lauri Markkanen F Greg Monroe UTIL Wesley Matthews SG Matthew Dellavedova,,,
1077,968567221,Pegcitysports,0,249.25,C Karl-Anthony Towns G CJ McCollum SF Paul George UTIL Andrew Wiggins PF Kelly Olynyk SG Nicolas Batum PG Malcolm Brogdon F Frank Kaminsky,,,
1077,968621967,kshirk21,0,249.25,PG John Wall SF Khris Middleton G Lonzo Ball PF Kyle Kuzma SG Eric Bledsoe C Marcin Gortat F Trey Lyles UTIL Tony Snell,,,
1077,968663410,allanpo,0,249.25,C Nikola Vucevic PG Tyreke Evans SF Khris Middleton PF Kyle Kuzma SG Eric Bledsoe F Julius Randle G Mario Hezonja UTIL Brandan Wright,,,
1077,968676376,Cbullett,0,249.25,UTIL Kevin Durant PG Kyrie Irving SF Jayson Tatum G Jaylen Brown SG Caris LeVert F Kyle Anderson PF Bobby Portis C Daniel Theis,,,
1077,968722757,alarkvard1 (4/4),0,249.25,PG Jrue Holiday C Al Horford SG Klay Thompson UTIL Myles Turner G Eric Bledsoe PF Carmelo Anthony F Domantas Sabonis SF Chandler Parsons,,,
1077,968745916,brandongibson (2/2),0,249.25,G Jrue Holiday UTIL Lonzo Ball PF Kyle Kuzma SF Josh Richardson C Zach Randolph F Carmelo Anthony PG Tyler Johnson SG Shabazz Napier,,,
1077,968755148,emge (18/20),0,249.25,PG John Wall UTIL LaMarcus Aldridge C Dwight Howard G Lou Williams PF Kelly Olynyk F Alex Len SF Chandler Parsons SG Wayne Ellington,,,
1077,968762881,mikebtate78 (2/2),0,249.25,G John Wall PF LaMarcus Aldridge F Khris Middleton SG Andrew Wiggins UTIL John Collins PG Austin Rivers SF Rudy Gay C Miles Plumlee,,,
1086,967647047,dread4life,0,249,C Karl-Anthony Towns SG Jimmy Butler UTIL Nikola Jokic G Eric Bledsoe F John Collins PG Shabazz Napier SF Wayne Ellington PF Brandan Wright,,,
1086,968634124,schakr7,0,249,SG Khris Middleton PF Al Horford PG Lou Williams SF Kyle Kuzma UTIL Eric Bledsoe F Josh Richardson G Tyler Johnson C Brandan Wright,,,
1086,968675757,twochainztworangz,0,249,SG Khris Middleton C DeAndre Jordan G Lonzo Ball SF Kyle Kuzma UTIL Harrison Barnes PG Eric Bledsoe F Lance Stephenson PF Chandler Parsons,,,
1086,968697464,Danny_G123,0,249,C Karl-Anthony Towns PG Jeff Teague UTIL Zach Randolph SG Andrew Wiggins SF Carmelo Anthony F Will Barton G Austin Rivers PF Lauri Markkanen,,,
1086,968761690,Gibs54,0,249,UTIL Jimmy Butler PG Kyrie Irving G John Wall C Nikola Jokic SG Tyler Johnson SF Michael Kidd-Gilchrist F Gorgui Dieng PF Brandan Wright,,,
