Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
36,968747092,georgemack,0,304.5,PG Victor Oladipo SF Khris Middleton PF Harrison Barnes SG Eric Bledsoe UTIL Elfrid Payton G Tyler Johnson C Tyson Chandler F Wayne Ellington,,Evan Turner,SF,5.84%,12.5
40,968432807,fogler40 (16/20),0,304.25,C Karl-Anthony Towns PG Tyreke Evans SG CJ McCollum UTIL Eric Bledsoe G Shabazz Napier SF DeMarre Carroll PF Dirk Nowitzki F Evan Turner,,Rondae Hollis-Jefferson,PF,5.75%,35.5
40,968634485,DoctorRoBry (2/20),0,304.25,UTIL Tyreke Evans C Nikola Jokic SF Khris Middleton PF Al Horford SG Spencer Dinwiddie G Tyler Johnson PG J.J. Barea F Brandan Wright,,Jonathon Simmons,SF,5.71%,19.5
42,968750682,mforo60 (1/2),0,304,PG Russell Westbrook SF Khris Middleton F Kyle Kuzma SG Eric Bledsoe UTIL Austin Rivers G Shabazz Napier PF Wilson Chandler C Brandan Wright,,Nikola Mirotic,C,5.71%,23.75
43,968432805,fogler40 (14/20),0,303.75,C Karl-Anthony Towns PG Tyreke Evans SF Khris Middleton G Eric Bledsoe SG Shabazz Napier PF DeMarre Carroll UTIL George Hill F Evan Turner,,Michael Kidd-Gilchrist,SF,5.54%,13.25
43,968634491,DoctorRoBry (8/20),0,303.75,UTIL Russell Westbrook PG Kyrie Irving SG Tyreke Evans SF Khris Middleton F Michael Kidd-Gilchrist G Andrew Harrison C Gorgui Dieng PF Brandan Wright,,Carmelo Anthony,F,5.46%,29.5
45,968667862,krot,0,303.5,SG CJ McCollum C Nikola Jokic SF Khris Middleton F Kyle Kuzma PG Eric Bledsoe UTIL Austin Rivers G Shabazz Napier PF Gorgui Dieng,,Lou Williams,PG,5.29%,44.5
45,968734053,glloyd95,0,303.5,PG Russell Westbrook SG Tyreke Evans SF Khris Middleton C Myles Turner G Shabazz Napier UTIL Malcolm Brogdon F Evan Turner PF Brandan Wright,,Spencer Dinwiddie,PG,5.12%,41.25
47,968718544,Jaypcan,0,303.25,UTIL Khris Middleton PG Lou Williams SF Kyle Kuzma C Myles Turner G Eric Bledsoe SG Austin Rivers PF Julius Randle F Lauri Markkanen,,Kelly Olynyk,C,5.07%,27
47,968778410,tarsonic20 (16/20),0,303.25,PG Russell Westbrook UTIL Tyreke Evans C Myles Turner G Eric Bledsoe PF Al-Farouq Aminu SG Shabazz Napier SF Evan Turner F Jarell Martin,,Harrison Barnes,UTIL,4.99%,31.5
49,968342716,Canonball,0,302.75,G Russell Westbrook UTIL Nikola Jokic SF Khris Middleton PG Austin Rivers SG Shabazz Napier C Jordan Bell F Michael Kidd-Gilchrist PF Frank Kaminsky,,John Collins,PF,4.99%,21
50,968271892,texas10504,0,302.5,SG Tyreke Evans PG CJ McCollum SF Khris Middleton PF Kyle Kuzma C Taj Gibson G Austin Rivers UTIL Nicolas Batum F Tony Snell,,Greg Monroe,F,4.60%,0
50,968696238,jdavi733,0,302.5,PG Tyreke Evans UTIL Paul George SG Kris Dunn SF Kyle Kuzma PF Zach Randolph G Elfrid Payton C Julius Randle F Bam Adebayo,,Isaiah Canaan,G,4.60%,31
52,968658008,Dinger1369 (1/5),0,302.25,UTIL Jimmy Butler SG Tyreke Evans SF Khris Middleton PF Kyle Kuzma G Eric Bledsoe PG Shabazz Napier F Jordan Bell C Brandan Wright,,Al-Farouq Aminu,F,4.56%,22.5
52,968658028,Dinger1369 (2/5),0,302.25,UTIL Jimmy Butler SG Tyreke Evans SF Khris Middleton PF Kyle Kuzma G Eric Bledsoe PG Shabazz Napier F Jordan Bell C Brandan Wright,,Kris Dunn,SG,4.39%,14
52,968667522,Dinger1369 (3/5),0,302.25,UTIL Jimmy Butler SG Tyreke Evans SF Khris Middleton PF Kyle Kuzma G Eric Bledsoe PG Shabazz Napier F Jordan Bell C Brandan Wright,,Otto Porter Jr.,F,4.18%,29.5
52,968670803,Dinger1369 (4/5),0,302.25,UTIL Jimmy Butler SG Tyreke Evans SF Khris Middleton PF Kyle Kuzma G Eric Bledsoe PG Shabazz Napier F Jordan Bell C Brandan Wright,,T.J. Warren,UTIL,4.13%,43.25
52,968679269,Dinger1369 (5/5),0,302.25,UTIL Jimmy Butler SG Tyreke Evans SF Khris Middleton PF Kyle Kuzma G Eric Bledsoe PG Shabazz Napier F Jordan Bell C Brandan Wright,,Anthony Davis,F,4.09%,39
52,968760945,tfoxy,0,302.25,SG Tyreke Evans G Khris Middleton C DeAndre Jordan UTIL Paul George SF Jaylen Brown PG Tyler Johnson F Omri Casspi PF Wilson Chandler,,Marvin Williams,SF,4.09%,10.75
58,968743204,54fighting,0,302,UTIL Jimmy Butler PG Tyreke Evans SF Khris Middleton C Myles Turner G Eric Bledsoe F Nicolas Batum SG Wayne Ellington PF Brandan Wright,,Nicolas Batum,SF,4.05%,32.75
59,968557446,congas99,0,301.5,PG Victor Oladipo C Karl-Anthony Towns SF Kyle Kuzma F Jayson Tatum SG Austin Rivers UTIL DeMarre Carroll PF Jordan Bell G David Nwaba,,Will Barton,G,3.96%,32.75
59,968592332,Mars416,0,301.5,PG Tyreke Evans SG CJ McCollum SF Khris Middleton F Kyle Kuzma C Domantas Sabonis G Austin Rivers PF Julius Randle UTIL Marvin Williams,,Bam Adebayo,C,3.96%,25.25
61,968634486,DoctorRoBry (3/20),0,301.25,G Tyreke Evans C Nikola Jokic SF Khris Middleton PG Dennis Schroder SG Spencer Dinwiddie UTIL Tyler Johnson F Michael Kidd-Gilchrist PF Jordan Mickey,,Jayson Tatum,PF,3.92%,31.75
62,968345937,bolstda,0,301,SG Victor Oladipo PG Tyreke Evans PF Harrison Barnes SF Rodney Hood UTIL Jeremy Lamb C Willie Cauley-Stein F DeMarre Carroll G Bojan Bogdanovic,,Giannis Antetokounmpo,SF,3.88%,0
63,968735511,pack85 (2/2),0,300.75,UTIL Tyreke Evans PF Kyle Kuzma C Myles Turner PG Eric Bledsoe F Josh Richardson G Austin Rivers SG Tyler Johnson SF Marcus Smart,,Alex Len,C,3.88%,14
64,968613538,college40,0,300,SG Victor Oladipo PG Tyreke Evans PF Kyle Kuzma F Carmelo Anthony C John Collins G Austin Rivers SF Wilson Chandler UTIL Lance Stephenson,,Mario Hezonja,G,3.84%,30.5
65,968634496,DoctorRoBry (13/20),0,299.75,G Kyrie Irving SG Tyreke Evans SF Khris Middleton PG Dennis Schroder C Kelly Olynyk F Wilson Chandler UTIL George Hill PF Jordan Mickey,,Paul George,SF,3.75%,50.75
66,968544143,1000Watts (2/2),0,299.5,PG Kyrie Irving G John Wall SG Tyreke Evans C Myles Turner SF Nicolas Batum F Wilson Chandler UTIL George Hill PF Frank Kaminsky,,Bojan Bogdanovic,F,3.45%,30
66,968650495,astoriamanutd (5/6),0,299.5,G Tyreke Evans C Nikola Jokic F LaMarcus Aldridge SF Khris Middleton UTIL Draymond Green PG Shabazz Napier SG Wayne Ellington PF Brandan Wright,,Brandon Ingram,F,3.45%,0
66,968771783,Aburke9580 (4/10),0,299.5,SG Tyreke Evans C Nikola Jokic PF LaMarcus Aldridge F Khris Middleton PG Eric Bledsoe G Shabazz Napier SF Wayne Ellington UTIL Brandan Wright,,Al Horford,PF,3.32%,29.5
69,968745998,Dac3636,0,299,SG Tyreke Evans C Nikola Jokic UTIL Dwight Howard SF Kyle Kuzma G Eric Bledsoe F Will Barton PG Shabazz Napier PF Brandan Wright,,Jusuf Nurkic,C,3.24%,15.25
70,968488515,gfay63 (5/20),0,298.75,PG Russell Westbrook UTIL Nikola Jokic C Dwight Howard SF Paul George G J.J. Barea SG Malcolm Brogdon F Wilson Chandler PF Brandan Wright,,DeMarre Carroll,SF,3.24%,45.25
71,968753398,edgar441 (1/2),0,298.5,G Tyreke Evans C Nikola Jokic PF Draymond Green SF Kyle Kuzma UTIL Carmelo Anthony F Willie Cauley-Stein PG Shabazz Napier SG George Hill,,Kemba Walker,G,3.15%,33.75
71,968779238,edgar441 (2/2),0,298.5,G Tyreke Evans C Nikola Jokic PF Draymond Green SF Kyle Kuzma UTIL Carmelo Anthony F Willie Cauley-Stein PG Shabazz Napier SG George Hill,,Denzel Valentine,G,3.07%,14.25
73,967275205,jamesdunham,0,298.25,G Tyreke Evans C Nikola Jokic F Khris Middleton SF Kyle Kuzma SG Eric Bledsoe PG Austin Rivers UTIL George Hill PF Chandler Parsons,,J.J. Barea,SG,3.07%,43
73,968115078,Lastblows (19/20),0,298.25,G Tyreke Evans UTIL CJ McCollum SF Khris Middleton C Myles Turner PG Spencer Dinwiddie F Rondae Hollis-Jefferson SG Malcolm Brogdon PF Brandan Wright,,Dwight Howard,UTIL,3.07%,47.5
75,968762515,mpr3eagle2 (2/7),0,298,SG Jimmy Butler UTIL Nikola Jokic F Draymond Green C Myles Turner G Eric Bledsoe PG Elfrid Payton SF Wilson Chandler PF Brandan Wright,,Lance Stephenson,F,3.03%,17.5
76,968634492,DoctorRoBry (9/20),0,297.75,UTIL Russell Westbrook PG Tyreke Evans SG Khris Middleton G Spencer Dinwiddie F Kelly Olynyk SF Michael Kidd-Gilchrist C Gorgui Dieng PF Brandan Wright,,Marcus Smart,G,2.98%,22.25
76,968733877,Maknitrain,0,297.75,UTIL Tyreke Evans SG Khris Middleton F Draymond Green PF Kyle Kuzma G Eric Bledsoe C Willie Cauley-Stein PG Malcolm Brogdon SF Wilson Chandler,,Darren Collison,G,2.98%,30
78,968755593,DougFunny,0,297.5,G CJ McCollum SF Khris Middleton PG Dennis Schroder C Myles Turner SG Eric Bledsoe F Will Barton UTIL Nicolas Batum PF Jarell Martin,,Jamal Murray,PG,2.94%,33
79,968771776,Aburke9580 (3/10),0,297.25,PG Russell Westbrook SG Khris Middleton C Myles Turner G Eric Bledsoe PF Rondae Hollis-Jefferson UTIL Shabazz Napier SF Wayne Ellington F Brandan Wright,,Chandler Parsons,PF,2.86%,13.75
80,968115077,Lastblows (18/20),0,297,G Tyreke Evans SF Khris Middleton UTIL DeAndre Jordan SG Eric Bledsoe F Rondae Hollis-Jefferson PG Elfrid Payton C Alex Len PF Brandan Wright,,Thaddeus Young,F,2.73%,16.5
80,968555222,sploush (2/20),0,297,PG John Wall C Nikola Jokic SG Khris Middleton G Dennis Schroder SF Marcus Smart UTIL Willie Cauley-Stein PF Ersan Ilyasova F Allen Crabbe,,Jamal Crawford,G,2.73%,16.25
80,968634493,DoctorRoBry (10/20),0,297,UTIL Russell Westbrook G Tyreke Evans SF Khris Middleton PG Kris Dunn SG J.J. Barea F Wilson Chandler C Bam Adebayo PF Brandan Wright,,Caris LeVert,F,2.69%,22
80,968745468,dwentzel,0,297,SG Jimmy Butler SF Khris Middleton C Steven Adams PG Spencer Dinwiddie PF Zach Randolph G Austin Rivers UTIL Isaiah Canaan F Bojan Bogdanovic,,Rudy Gay,PF,2.60%,13.5
84,968370475,Sdotbrown24 (16/20),0,296.75,G Victor Oladipo SG Tyreke Evans C DeAndre Jordan SF Kyle Kuzma UTIL Eric Bledsoe PG Austin Rivers F Jarell Martin PF Brandan Wright,,Allen Crabbe,F,2.60%,23.75
84,968714279,rleynesjr,0,296.75,SG CJ McCollum C Nikola Jokic PF LaMarcus Aldridge SF Kyle Kuzma G Austin Rivers UTIL Tyler Johnson PG Shabazz Napier F Wilson Chandler,,Dennis Smith Jr.,PG,2.56%,13.75
86,968287371,whaven (1/2),0,296.5,PG Victor Oladipo C LaMarcus Aldridge SG Khris Middleton G Spencer Dinwiddie F Rondae Hollis-Jefferson PF DeMarre Carroll SF Allen Crabbe UTIL Mike James,,Derrick Favors,C,2.47%,24
86,968683823,willy1wilson,0,296.5,PG Victor Oladipo SF Khris Middleton PF Kyle Kuzma C Myles Turner SG Eric Bledsoe G Mario Hezonja F Lance Stephenson UTIL Bojan Bogdanovic,,Jrue Holiday,PG,2.47%,28
88,968639262,sportsfreak_15 (3/3),0,296.25,C Nikola Jokic SF Khris Middleton F Harrison Barnes UTIL Myles Turner PG Eric Bledsoe G Tyler Johnson SG Shabazz Napier PF Wilson Chandler,,Kentavious Caldwell-Pope,G,2.47%,28.25
88,968781562,Aburke9580 (10/10),0,296.25,PG John Wall PF LaMarcus Aldridge SF Khris Middleton C Dwight Howard UTIL Myles Turner G Shabazz Napier SG Wayne Ellington F Brandan Wright,,Klay Thompson,UTIL,2.43%,32.25
90,968634488,DoctorRoBry (5/20),0,296,G Tyreke Evans C Nikola Jokic SF Khris Middleton PG Eric Bledsoe SG Spencer Dinwiddie UTIL Tyler Johnson PF Wilson Chandler F Michael Kidd-Gilchrist,,Dirk Nowitzki,C,2.39%,34.5
90,968696225,Juanvedo16 (1/2),0,296,PG Russell Westbrook SF Kyle Kuzma PF Harrison Barnes G Jamal Murray SG Austin Rivers F Willie Cauley-Stein UTIL Milos Teodosic C Jordan Bell,,Mason Plumlee,C,2.39%,14
92,968719751,Gatordmd15 (3/5),0,295.75,G Russell Westbrook PG Tyreke Evans PF Kyle Kuzma F Alex Len SG Austin Rivers UTIL Tyler Johnson C Frank Kaminsky SF Wayne Ellington,,Jeremy Lamb,SF,2.34%,17
92,968724070,sasmallen (9/10),0,295.75,G Tyreke Evans C Draymond Green SF Paul George PG Lonzo Ball UTIL Eric Bledsoe F Josh Richardson SG Shabazz Napier PF Brandan Wright,,Trey Lyles,PF,2.13%,26
92,968751519,MRGAMEOVER224,0,295.75,PG CJ McCollum UTIL Lou Williams PF Kyle Kuzma SF T.J. Warren C Myles Turner SG Eric Bledsoe F Bobby Portis G Mario Hezonja,,Bobby Portis,F,2.13%,30.5
95,968064206,Janesville_Dukes,0,295.25,UTIL Nikola Jokic SF Khris Middleton C Dwight Howard PG Dennis Schroder G Donovan Mitchell SG Eric Bledsoe PF Jordan Bell F Brandan Wright,,John Henson,C,2.09%,23.75
95,968678696,shift1980,0,295.25,UTIL Karl-Anthony Towns PG Kemba Walker F T.J. Warren SG Jonathon Simmons G Austin Rivers SF Caris LeVert C Willie Cauley-Stein PF DeMarre Carroll,,Matthew Dellavedova,UTIL,2.09%,12.25
97,967643972,london5506,0,294.75,SG Tyreke Evans SF Khris Middleton PG Lou Williams C Jusuf Nurkic PF Kyle Kuzma G Shabazz Napier F Bobby Portis UTIL George Hill,,Elfrid Payton,UTIL,2.05%,61.25
97,968549818,steelersnation70,0,294.75,SG Tyreke Evans G Lou Williams SF Kyle Kuzma PG Jeff Teague PF Rondae Hollis-Jefferson C John Collins UTIL Austin Rivers F Lauri Markkanen,,Yogi Ferrell,PG,2.00%,12.5
99,968422281,thedannydude900 (2/5),0,294.25,SG Jimmy Butler UTIL Lou Williams PF Kyle Kuzma C Myles Turner PG Eric Bledsoe G Austin Rivers SF Caris LeVert F Wayne Ellington,,Gorgui Dieng,UTIL,1.96%,30.25
99,968432804,fogler40 (13/20),0,294.25,C Karl-Anthony Towns SG CJ McCollum SF Khris Middleton UTIL Eric Bledsoe PG Shabazz Napier F DeMarre Carroll PF Dirk Nowitzki G George Hill,,Steven Adams,C,1.88%,27.25
101,968703614,spillup24,0,294,C Karl-Anthony Towns G Tyreke Evans SG CJ McCollum F Khris Middleton PG Shabazz Napier UTIL Allen Crabbe PF Frank Kaminsky SF Wayne Ellington,,Wesley Matthews,G,1.88%,18.5
101,968718686,mcgintymc (4/9),0,294,PG Russell Westbrook SG Jimmy Butler SF Kyle Kuzma PF Willie Cauley-Stein F Kyle Anderson G Buddy Hield UTIL Wilson Chandler C Jordan Bell,,Willie Cauley-Stein,PF,1.88%,41.25
101,968760302,mcgintymc (6/9),0,294,PG Russell Westbrook SG Jimmy Butler SF Kyle Kuzma PF Willie Cauley-Stein F Kyle Anderson G Buddy Hield UTIL Wilson Chandler C Jordan Bell,,Tyson Chandler,C,1.79%,25.25
104,967879075,imadeit110 (20/20),0,293.75,UTIL Victor Oladipo SG Tyreke Evans C Nikola Jokic F Draymond Green PG Shabazz Napier PF Jordan Bell G Wayne Ellington SF Patrick McCaw,,Robin Lopez,UTIL,1.75%,17
104,968616999,mikeaw1979 (1/2),0,293.75,SG Tyreke Evans C Nikola Jokic UTIL Draymond Green PF Kyle Kuzma PG Eric Bledsoe G Elfrid Payton F Michael Kidd-Gilchrist SF Josh Jackson,,Donovan Mitchell,PG,1.75%,39.75
106,968488525,gfay63 (15/20),0,293.5,F LaMarcus Aldridge C Draymond Green SF Paul George PG Dennis Schroder SG Eric Bledsoe PF John Collins UTIL J.J. Barea G Malcolm Brogdon,,Justin Holiday,SF,1.75%,24.25
106,968750683,mforo60 (2/2),0,293.5,C Nikola Jokic F Khris Middleton UTIL DeAndre Jordan PF Kyle Kuzma PG Eric Bledsoe SG Shabazz Napier G J.J. Barea SF Wilson Chandler,,Domantas Sabonis,F,1.75%,35.25
108,968115073,Lastblows (14/20),0,293.25,PG Tyreke Evans SG CJ McCollum SF Khris Middleton C DeAndre Jordan G Eric Bledsoe UTIL Elfrid Payton F Evan Turner PF Brandan Wright,,Rodney Hood,SG,1.71%,14.25
108,968724345,Anthonyc9410,0,293.25,SG Victor Oladipo SF Khris Middleton PG Eric Bledsoe PF Carmelo Anthony C John Collins UTIL Lauri Markkanen G Shabazz Napier F DeMarre Carroll,,Mike Scott,UTIL,1.71%,22.5
108,968738372,Gibb0ns,0,293.25,SG Tyreke Evans PG Lou Williams PF Kyle Kuzma UTIL Elfrid Payton C Taj Gibson G Jamal Murray F John Collins SF Rudy Gay,,Josh Jackson,UTIL,1.71%,18
108,968751896,heathriffel,0,293.25,PG Victor Oladipo C Karl-Anthony Towns PF LaMarcus Aldridge SF Otto Porter Jr. SG Austin Rivers F Lauri Markkanen G Bryn Forbes UTIL Daniel Theis,,Milos Teodosic,UTIL,1.71%,17.25
108,968762079,COOPDOGG76 (1/3),0,293.25,PF DeMarcus Cousins PG CJ McCollum UTIL Lonzo Ball SF Carmelo Anthony SG Austin Rivers G Buddy Hield C Dirk Nowitzki F Andre Iguodala,,Dennis Schroder,PG,1.58%,50.25
113,968488526,gfay63 (16/20),0,293,PG Russell Westbrook SF Paul George C Myles Turner SG Eric Bledsoe UTIL Otto Porter Jr. F Willie Cauley-Stein G Malcolm Brogdon PF Brandan Wright,,Kyle Anderson,PG,1.45%,14.75
