Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
3154,974326229,ChipotleAddict (91/150),0,265.75,C Kristaps Porzingis F Khris Middleton UTIL CJ McCollum PF Tobias Harris SG Andrew Wiggins SF Trevor Ariza G JJ Redick PG Ish Smith,,,
3154,974328701,iankentpearson,0,265.75,UTIL James Harden SF Khris Middleton G Eric Bledsoe C Taj Gibson F JJ Redick PG Ish Smith PF Al-Farouq Aminu SG Tyus Jones,,,
3154,974334117,RexGrossman (7/150),0,265.75,C Karl-Anthony Towns SG Jimmy Butler F Khris Middleton PF Tobias Harris UTIL Eric Gordon SF JJ Redick PG Ish Smith G Tyus Jones,,,
3154,974334138,RexGrossman (28/150),0,265.75,C Karl-Anthony Towns SG Jimmy Butler F Khris Middleton PF Tobias Harris UTIL Eric Gordon SF JJ Redick PG Ish Smith G Tyus Jones,,,
3154,974334159,RexGrossman (49/150),0,265.75,C Karl-Anthony Towns SG Jimmy Butler F Khris Middleton PF Tobias Harris UTIL Eric Gordon SF JJ Redick PG Ish Smith G Tyus Jones,,,
3154,974334180,RexGrossman (70/150),0,265.75,C Karl-Anthony Towns SG Jimmy Butler F Khris Middleton PF Tobias Harris UTIL Eric Gordon SF JJ Redick PG Ish Smith G Tyus Jones,,,
3154,974334201,RexGrossman (91/150),0,265.75,C Karl-Anthony Towns SG Jimmy Butler F Khris Middleton PF Tobias Harris UTIL Eric Gordon SF JJ Redick PG Ish Smith G Tyus Jones,,,
3154,974334222,RexGrossman (112/150),0,265.75,C Karl-Anthony Towns SG Jimmy Butler F Khris Middleton PF Tobias Harris UTIL Eric Gordon SF JJ Redick PG Ish Smith G Tyus Jones,,,
3154,974334243,RexGrossman (133/150),0,265.75,C Karl-Anthony Towns SG Jimmy Butler F Khris Middleton PF Tobias Harris UTIL Eric Gordon SF JJ Redick PG Ish Smith G Tyus Jones,,,
3154,974362722,suidmach (4/21),0,265.75,G James Harden C Karl-Anthony Towns PF Al Horford SF Evan Fournier F Marcus Smart PG Ish Smith SG Langston Galloway UTIL Tyus Jones,,,
3154,974387681,Awesemo (94/150),0,265.75,PG James Harden SG Jimmy Butler PF Tobias Harris C Jusuf Nurkic SF Evan Fournier F Trevor Ariza UTIL Evan Turner G Tyus Jones,,,
3154,974421525,marconda (5/12),0,265.75,SG James Harden UTIL Karl-Anthony Towns SF Jayson Tatum F Trevor Ariza G Ish Smith PF Ryan Anderson C John Henson PG Tyus Jones,,,
3154,974430565,mazwa (10/100),0,265.75,PG James Harden C Karl-Anthony Towns SG Jimmy Butler SF Marcus Smart UTIL Ish Smith PF Al-Farouq Aminu F Gorgui Dieng G Tyus Jones,,,
3154,974430611,mazwa (56/100),0,265.75,SG James Harden C Karl-Anthony Towns PF Al Horford SF Evan Fournier F Marcus Smart PG Ish Smith UTIL Langston Galloway G Tyus Jones,,,
3154,974493933,stlcardinals84 (13/18),0,265.75,C Karl-Anthony Towns SG Jimmy Butler SF Khris Middleton PG Elfrid Payton G Ish Smith PF Ryan Anderson F Courtney Lee UTIL Terry Rozier,,,
3154,974562226,btwice80 (20/30),0,265.75,G James Harden UTIL Kyrie Irving SF Khris Middleton F Jayson Tatum PF Ryan Anderson C John Henson PG Terry Rozier SG Tyus Jones,,,
3154,974570751,g1980,0,265.75,UTIL James Harden G Kyrie Irving SF Khris Middleton F Trevor Ariza PG Ish Smith PF Al-Farouq Aminu C Bismack Biyombo SG Tyus Jones,,,
3154,974622145,teepanther,0,265.75,UTIL James Harden C Al Horford PF Pau Gasol SF Tobias Harris F JJ Redick G Malcolm Brogdon SG Terry Rozier PG Tyus Jones,,,
3154,974632043,madoublet98 (8/101),0,265.75,G James Harden C Karl-Anthony Towns PG Elfrid Payton PF Tobias Harris F Marcus Smart SF Reggie Bullock SG Langston Galloway UTIL Tyus Jones,,,
3154,974632100,madoublet98 (65/101),0,265.75,SF Giannis Antetokounmpo C Karl-Anthony Towns G Jimmy Butler SG Eric Gordon F Marcus Smart PG Ish Smith UTIL Tyus Jones PF Thon Maker,,,
3154,974646853,bellaedward4eva (132/150),0,265.75,SG James Harden C Andre Drummond SF Jayson Tatum UTIL Trevor Ariza PF Ryan Anderson PG Malcolm Brogdon G Terry Rozier F Stanley Johnson,,,
3189,974134802,GreyPoupon (2/30),0,265.5,G James Harden C Karl-Anthony Towns F Al Horford UTIL Andrew Wiggins PG Ish Smith PF Bismack Biyombo SF Evan Turner SG Tyus Jones,,,
3189,974162964,ThatStunna (5/40),0,265.5,UTIL James Harden C Karl-Anthony Towns PF Al Horford SF Trevor Ariza SG Marcus Smart PG Ish Smith F Ed Davis G Tyus Jones,,,
3189,974199941,moklovin (17/150),0,265.5,G James Harden SG Jimmy Butler PF Tobias Harris F Kawhi Leonard SF Marcus Smart PG Ish Smith C Bismack Biyombo UTIL Tyus Jones,,,
3189,974199977,moklovin (53/150),0,265.5,SG James Harden C Karl-Anthony Towns UTIL Kawhi Leonard SF Andrew Wiggins F Marcus Smart PG Ish Smith PF Bismack Biyombo G Tyus Jones,,,
3189,974210542,addmoremoney (2/2),0,265.5,SF Ben Simmons PG Elfrid Payton PF Tobias Harris SG Jonathon Simmons F Dario Saric UTIL Taj Gibson G Ish Smith C Ryan Anderson,,,
3189,974234527,alexmcoffey,0,265.5,UTIL Giannis Antetokounmpo C Karl-Anthony Towns F Tobias Harris SG Eric Gordon PF Jayson Tatum PG Ish Smith SF Reggie Bullock G Tyus Jones,,,
3189,974268451,rsbathla (7/150),0,265.5,UTIL James Harden C Karl-Anthony Towns SG Jimmy Butler F Trevor Ariza PG Ish Smith PF Bismack Biyombo SF Anthony Tolliver G Tyus Jones,,,
3189,974268500,rsbathla (56/150),0,265.5,UTIL James Harden C Karl-Anthony Towns SG Jimmy Butler F Marcus Smart PG Ish Smith PF P.J. Tucker SF Anthony Tolliver G Tyus Jones,,,
3189,974268530,rsbathla (86/150),0,265.5,C Karl-Anthony Towns UTIL Kyrie Irving SG Jimmy Butler F Khris Middleton PG Ish Smith SF P.J. Tucker PF Bismack Biyombo G Tyus Jones,,,
3189,974268575,rsbathla (131/150),0,265.5,UTIL James Harden SG Jimmy Butler SF Tobias Harris PF Kawhi Leonard F Marcus Smart PG Ish Smith C Bismack Biyombo G Tyus Jones,,,
3189,974281538,CrimaSaad (1/3),0,265.5,C Joel Embiid G Kyrie Irving PF Kristaps Porzingis F Kawhi Leonard SG Eric Gordon SF Marcus Smart UTIL Shabazz Napier PG Tyus Jones,,,
3189,974284650,cheddabisque (10/150),0,265.5,PF Giannis Antetokounmpo C Karl-Anthony Towns F Tobias Harris G Eric Gordon SF Marcus Smart PG Ish Smith UTIL Nene Hilario SG Tyus Jones,,,
3189,974284750,cheddabisque (110/150),0,265.5,C Karl-Anthony Towns G Kyrie Irving SG Jimmy Butler F Al Horford SF Trevor Ariza UTIL Ish Smith PF Bismack Biyombo PG Tyus Jones,,,
3189,974321675,vassa (1/3),0,265.5,C Karl-Anthony Towns PG Kyrie Irving SG Jimmy Butler PF Al Horford SF Trevor Ariza G Ish Smith F Bismack Biyombo UTIL Tyus Jones,,,
3189,974326175,ChipotleAddict (37/150),0,265.5,SG James Harden C Andre Drummond F Andrew Wiggins PF Jayson Tatum SF Trevor Ariza G Malcolm Brogdon UTIL Shabazz Napier PG Langston Galloway,,,
3189,974326187,ChipotleAddict (49/150),0,265.5,PG James Harden UTIL Giannis Antetokounmpo PF Taj Gibson SF Evan Fournier C Ryan Anderson G Shabazz Napier F Reggie Bullock SG Tyus Jones,,,
3189,974387699,Awesemo (112/150),0,265.5,PG James Harden C Al Horford UTIL CJ McCollum PF Tobias Harris SF Trevor Ariza F Marcus Smart G Evan Turner SG Tyus Jones,,,
3189,974409974,bangerzz (1/2),0,265.5,PG James Harden PF Giannis Antetokounmpo SF Tobias Harris UTIL Ish Smith C Bismack Biyombo SG Terry Rozier F Tony Snell G Tyus Jones,,,
3189,974413868,ajallodi82 (1/2),0,265.5,C Karl-Anthony Towns G Kyrie Irving UTIL Jimmy Butler F Al Horford SF Trevor Ariza PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
3189,974445125,lildimmy23,0,265.5,G James Harden C Karl-Anthony Towns PF Al Horford SF Jayson Tatum PG Ish Smith F Ryan Anderson UTIL Jamal Crawford SG Tyus Jones,,,
3189,974463610,GQ1NYC,0,265.5,SG James Harden C Karl-Anthony Towns PF Al Horford F Robert Covington G Ish Smith UTIL Shabazz Napier SF Reggie Bullock PG Tyus Jones,,,
3189,974466893,anilprao88 (111/150),0,265.5,SF Giannis Antetokounmpo UTIL Karl-Anthony Towns PF Tobias Harris SG Eric Gordon F Marcus Smart C John Henson G Shabazz Napier PG Tyus Jones,,,
3189,974511812,Dudeoflife (2/2),0,265.5,G James Harden C Karl-Anthony Towns SF Kawhi Leonard F Andrew Wiggins UTIL Marcus Smart PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
3189,974520653,tnailor1,0,265.5,C Karl-Anthony Towns G Kyrie Irving SG Jimmy Butler PF Al Horford SF Trevor Ariza UTIL Ish Smith F Bismack Biyombo PG Tyus Jones,,,
3189,974625213,NILKNARF (11/30),0,265.5,SG James Harden C Karl-Anthony Towns UTIL Kawhi Leonard SF Andrew Wiggins F Marcus Smart PG Ish Smith PF Bismack Biyombo G Tyus Jones,,,
3189,974658494,jknob (3/4),0,265.5,PF Giannis Antetokounmpo C Karl-Anthony Towns UTIL Eric Bledsoe SF Trevor Ariza PG Ish Smith F Ryan Anderson G Terry Rozier SG Tyus Jones,,,
3189,974685209,chico04,0,265.5,C Karl-Anthony Towns G Kyrie Irving UTIL Jimmy Butler F Al Horford SF Trevor Ariza PG Ish Smith PF Bismack Biyombo SG Tyus Jones,,,
3216,974124907,EmileHeskey (126/150),0,265.25,G James Harden C Andre Drummond SF Tobias Harris PF Jayson Tatum SG Trevor Ariza F Bismack Biyombo PG Langston Galloway UTIL Tyus Jones,,,
3216,974169098,shawnzhan (64/150),0,265.25,F Giannis Antetokounmpo C Joel Embiid PF Al Horford SG Eric Gordon PG Ish Smith G Terry Rozier SF Reggie Bullock UTIL Tyus Jones,,,
3216,974169130,shawnzhan (96/150),0,265.25,SF Giannis Antetokounmpo C Joel Embiid SG Jimmy Butler F Jayson Tatum PF Bismack Biyombo PG Tony Parker G Reggie Bullock UTIL Tyus Jones,,,
3216,974187810,SixersPhan (1/2),0,265.25,SG James Harden PG Kyrie Irving F Al Horford PF Tobias Harris SF Courtney Lee C Bismack Biyombo UTIL Reggie Bullock G Tyus Jones,,,
3216,974257038,pianoclub (92/150),0,265.25,G James Harden UTIL CJ McCollum PF Kawhi Leonard SG Eric Gordon SF Andrew Wiggins F Evan Fournier PG Ish Smith C Nene Hilario,,,
3216,974257081,pianoclub (135/150),0,265.25,SG James Harden UTIL Karl-Anthony Towns G CJ McCollum F Andrew Wiggins SF Trevor Ariza C John Henson PF Ed Davis PG Tyus Jones,,,
3216,974312142,CasBrM (62/110),0,265.25,G James Harden C LaMarcus Aldridge SG Jimmy Butler PF Jayson Tatum SF Trevor Ariza F Marcus Smart PG Langston Galloway UTIL Tyus Jones,,,
3216,974326247,ChipotleAddict (109/150),0,265.25,UTIL Ben Simmons F Kristaps Porzingis G CJ McCollum SF Tobias Harris SG Eric Gordon C Taj Gibson PF Ryan Anderson PG Tyus Jones,,,
3216,974350200,nomoreiloveyous (23/25),0,265.25,SF Giannis Antetokounmpo G Kyrie Irving C Al Horford UTIL Elfrid Payton F Marcus Smart PG Ish Smith PF Ed Davis SG Tyus Jones,,,
3216,974406616,billsfan777 (1/2),0,265.25,SG James Harden PG Kyrie Irving UTIL Jimmy Butler F Al Horford PF Bismack Biyombo SF Reggie Bullock C Ed Davis G Tyus Jones,,,
3216,974406617,billsfan777 (2/2),0,265.25,SG James Harden PG Kyrie Irving UTIL Jimmy Butler F Al Horford PF Bismack Biyombo SF Reggie Bullock C Ed Davis G Tyus Jones,,,
3216,974433417,Bozesky7 (2/2),0,265.25,PF Giannis Antetokounmpo C Karl-Anthony Towns G Kyrie Irving SF Andrew Wiggins PG Ish Smith UTIL Terry Rozier F Reggie Bullock SG Tyus Jones,,,
3216,974436610,Tussey214 (3/3),0,265.25,PG James Harden G Kyrie Irving C Jusuf Nurkic PF Taj Gibson SF Jayson Tatum F P.J. Tucker UTIL Bismack Biyombo SG Jamal Crawford,,,
3216,974465991,gn1ghtmoon (9/15),0,265.25,G James Harden C Karl-Anthony Towns SF Tobias Harris F Jayson Tatum PG Ish Smith PF Bismack Biyombo SG Langston Galloway UTIL Tyus Jones,,,
3216,974466863,anilprao88 (81/150),0,265.25,C Karl-Anthony Towns SG Jimmy Butler PF Aaron Gordon SF Tobias Harris F Jayson Tatum G Evan Fournier PG Ish Smith UTIL Tyus Jones,,,
3216,974466875,anilprao88 (93/150),0,265.25,G James Harden PG Kyrie Irving PF Tobias Harris SG Eric Gordon F Andrew Wiggins SF Trevor Ariza C Nene Hilario UTIL Tyus Jones,,,
3216,974484293,mscroggs300 (2/2),0,265.25,C Karl-Anthony Towns UTIL Kyrie Irving SG Jimmy Butler PF Tobias Harris F Jonathon Simmons PG Ish Smith SF Reggie Bullock G Tyus Jones,,,
3216,974505084,butler2222 (2/10),0,265.25,PF Giannis Antetokounmpo C Karl-Anthony Towns G Jimmy Butler SF Trevor Ariza PG Ish Smith F Bismack Biyombo UTIL Terry Rozier SG Tyus Jones,,,
3216,974507005,shanksalot,0,265.25,C Karl-Anthony Towns G Kyrie Irving SG Jimmy Butler SF Robert Covington PF Jayson Tatum F Marcus Smart PG Ish Smith UTIL Reggie Bullock,,,
3216,974525521,Omermer (1/2),0,265.25,SF Ben Simmons PG Kyrie Irving C Al Horford SG CJ McCollum F Jonathon Simmons PF Bismack Biyombo UTIL Nene Hilario G Frank Ntilikina,,,
3216,974533683,wwilder73 (2/2),0,265.25,C Karl-Anthony Towns PG Kyrie Irving SG Eric Bledsoe SF Tobias Harris UTIL Robert Covington F Jayson Tatum PF Bismack Biyombo G Tyus Jones,,,
3216,974554233,reecker (1/7),0,265.25,SG James Harden PG Kyrie Irving SF Tobias Harris C Jusuf Nurkic F Robert Covington PF Bismack Biyombo UTIL Jamal Crawford G Tyus Jones,,,
3216,974555784,jpecanac (1/3),0,265.25,SF Giannis Antetokounmpo C Karl-Anthony Towns G Jimmy Butler F Trevor Ariza PG Ish Smith PF Bismack Biyombo UTIL Terry Rozier SG Tyus Jones,,,
3216,974591484,reecker (6/7),0,265.25,UTIL James Harden G Kyrie Irving PG Elfrid Payton SF Tobias Harris F Al-Farouq Aminu PF Bismack Biyombo SG Shabazz Napier C Gorgui Dieng,,,
3216,974616761,chess_is_ok (6/150),0,265.25,PG James Harden C Karl-Anthony Towns SF Tobias Harris PF Robert Covington UTIL Ish Smith F Rudy Gay SG Shabazz Napier G Tyus Jones,,,
3216,974616845,chess_is_ok (90/150),0,265.25,C Karl-Anthony Towns SF Aaron Gordon PF Al Horford G Elfrid Payton F Tobias Harris UTIL Ish Smith SG Shabazz Napier PG Tyus Jones,,,
3216,974623344,Calgaryhighrollers,0,265.25,SF Giannis Antetokounmpo C Karl-Anthony Towns G Jimmy Butler F Trevor Ariza PG Ish Smith PF Bismack Biyombo UTIL Terry Rozier SG Tyus Jones,,,
3216,974634402,RStu0718 (2/2),0,265.25,G James Harden C Karl-Anthony Towns F Tobias Harris SF Jayson Tatum PG Ish Smith PF Bismack Biyombo SG Langston Galloway UTIL Tyus Jones,,,
3216,974645185,purpnurp19,0,265.25,F Giannis Antetokounmpo C Karl-Anthony Towns UTIL Elfrid Payton SF Tobias Harris PG Ish Smith PF Bismack Biyombo G Jamal Crawford SG Tyus Jones,,,
3216,974646734,bellaedward4eva (13/150),0,265.25,F Giannis Antetokounmpo C Karl-Anthony Towns G Jimmy Butler SF Robert Covington PG Ish Smith PF Bismack Biyombo SG Frank Ntilikina UTIL Tyus Jones,,,
3216,974652277,jknob (1/4),0,265.25,PF Giannis Antetokounmpo C Karl-Anthony Towns G Jimmy Butler SF Trevor Ariza PG Ish Smith F Bismack Biyombo UTIL Terry Rozier SG Tyus Jones,,,
3216,974657139,kglenn2986 (3/3),0,265.25,SG James Harden PG Kyrie Irving C Al Horford SF Jayson Tatum F JJ Redick PF Ryan Anderson G Terry Rozier UTIL Tyus Jones,,,
3216,974678394,tnation,0,265.25,SF Giannis Antetokounmpo C Karl-Anthony Towns SG Jimmy Butler F Trevor Ariza PG Ish Smith PF Bismack Biyombo G Terry Rozier UTIL Tyus Jones,,,
3249,974124914,EmileHeskey (133/150),0,265,PF Giannis Antetokounmpo PG Kyrie Irving SG Eric Gordon C Taj Gibson SF Andrew Wiggins UTIL Jayson Tatum F Marcus Smart G Tyus Jones,,,
3249,974156261,youdacao (57/150),0,265,PG James Harden UTIL Karl-Anthony Towns PF Al Horford SG Eric Gordon F Jayson Tatum SF Reggie Bullock C Nene Hilario G Tyus Jones,,,
3249,974163819,Olliebun22 (2/2),0,265,PG James Harden SF Giannis Antetokounmpo F Tobias Harris G Ish Smith C Bismack Biyombo UTIL Terry Rozier PF Gorgui Dieng SG Tyus Jones,,,
3249,974165902,Motown23,0,265,SF Giannis Antetokounmpo C Karl-Anthony Towns G Jimmy Butler UTIL Eric Gordon PF Bismack Biyombo SG Terry Rozier F Reggie Bullock PG Tyus Jones,,,
3249,974167636,rikkidee (57/75),0,265,G James Harden PG Kyrie Irving F Kristaps Porzingis PF Jayson Tatum SF Marcus Smart C John Henson SG Langston Galloway UTIL Tyus Jones,,,
3249,974218532,allornothing1,0,265,PG James Harden C Al Horford SF Tobias Harris F Kawhi Leonard PF Dario Saric G Ish Smith UTIL Shabazz Napier SG Tyus Jones,,,
3249,974284748,cheddabisque (108/150),0,265,SG James Harden SF Giannis Antetokounmpo PF Jayson Tatum G Ish Smith C Ryan Anderson F Courtney Lee UTIL Nene Hilario PG Tyus Jones,,,
3249,974284753,cheddabisque (113/150),0,265,PF Giannis Antetokounmpo G Kyrie Irving F Tobias Harris UTIL Eric Gordon SF Trevor Ariza PG Ish Smith C Bismack Biyombo SG Tyus Jones,,,
3249,974284774,cheddabisque (134/150),0,265,G James Harden C Andre Drummond PF Robert Covington SG Eric Gordon F Trevor Ariza PG Ish Smith SF Evan Turner UTIL Tyus Jones,,,
3249,974326240,ChipotleAddict (102/150),0,265,SF Giannis Antetokounmpo PG Eric Bledsoe UTIL CJ McCollum PF Taj Gibson F Jayson Tatum C Ryan Anderson G Malcolm Brogdon SG Reggie Bullock,,,
3249,974326250,ChipotleAddict (112/150),0,265,C Andre Drummond UTIL Ben Simmons PF Al Horford G Andrew Wiggins SG Evan Fournier SF Trevor Ariza F Marcus Smart PG Tyus Jones,,,
3249,974359194,Arossum (1/2),0,265,SG James Harden PF Giannis Antetokounmpo UTIL Jimmy Butler C Bismack Biyombo PG Terry Rozier SF Reggie Bullock F Ed Davis G Tyus Jones,,,
3249,974465990,gn1ghtmoon (8/15),0,265,SG James Harden C Karl-Anthony Towns SF Tobias Harris F Robert Covington PG Ish Smith PF Bismack Biyombo G Tony Parker UTIL Tyus Jones,,,
3249,974529217,papagates (114/150),0,265,C Andre Drummond UTIL Karl-Anthony Towns F Al Horford G JJ Redick SG Marcus Smart SF Courtney Lee PG Malcolm Brogdon PF Bismack Biyombo,,,
3249,974566318,jvit507 (2/3),0,265,UTIL James Harden C Karl-Anthony Towns F Tobias Harris SF Jayson Tatum PG Ish Smith PF Bismack Biyombo G Terry Rozier SG Langston Galloway,,,
3249,974632087,madoublet98 (52/101),0,265,PF Giannis Antetokounmpo UTIL Karl-Anthony Towns SG Eric Bledsoe F Jayson Tatum SF Trevor Ariza PG Ish Smith C Nene Hilario G Tyus Jones,,,
3249,974646843,bellaedward4eva (122/150),0,265,C Andre Drummond SG Jimmy Butler PF Al Horford G Elfrid Payton UTIL Jayson Tatum PG Ish Smith SF P.J. Tucker F Ed Davis,,,
3249,974679582,showtime918 (2/2),0,265,C Andre Drummond UTIL Ben Simmons G CJ McCollum PF Robert Covington SG JJ Redick PG Ish Smith F Courtney Lee SF Reggie Bullock,,,
3249,974680209,mmstinson98 (3/4),0,265,UTIL Andre Drummond C Karl-Anthony Towns SG Jimmy Butler SF Tobias Harris PF Taj Gibson PG Terry Rozier F Reggie Bullock G Tyus Jones,,,
3249,974697015,juicesflowing,0,265,SG James Harden F Aaron Gordon PF Tobias Harris SF JJ Redick PG Ish Smith C Ryan Anderson G Malcolm Brogdon UTIL Shabazz Napier,,,
3269,974100867,fjnmdn1 (2/2),0,264.75,G James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Evan Fournier PG Ish Smith UTIL Langston Galloway SG Tyus Jones,,,
3269,974162972,ThatStunna (13/40),0,264.75,UTIL James Harden G Kyrie Irving PF Al Horford SG Eric Gordon F Trevor Ariza SF Marcus Smart C Ed Davis PG Tyus Jones,,,
3269,974167654,rikkidee (75/75),0,264.75,SG James Harden C Kristaps Porzingis SF Tobias Harris F Kawhi Leonard PF Jayson Tatum PG Ish Smith UTIL Shabazz Napier G Tyus Jones,,,
3269,974182209,vic3098,0,264.75,F Giannis Antetokounmpo UTIL Enes Kanter G Elfrid Payton PF Pau Gasol SG Eric Gordon SF Courtney Lee C Bismack Biyombo PG Tyus Jones,,,
3269,974257040,pianoclub (94/150),0,264.75,PF Giannis Antetokounmpo C Andre Drummond SG Jimmy Butler F Trevor Ariza SF Marcus Smart PG Terry Rozier G Jamal Crawford UTIL Tyus Jones,,,
3269,974268460,rsbathla (16/150),0,264.75,UTIL James Harden SG Jimmy Butler F Khris Middleton PF Tobias Harris PG Ish Smith C Bismack Biyombo SF Anthony Tolliver G Tyus Jones,,,
3269,974268491,rsbathla (47/150),0,264.75,UTIL James Harden SG Jimmy Butler SF Khris Middleton C Taj Gibson PG Ish Smith F Al-Farouq Aminu PF Bismack Biyombo G Tyus Jones,,,
3269,974326267,ChipotleAddict (129/150),0,264.75,C Andre Drummond SF Khris Middleton F Al Horford SG Eric Gordon G Andrew Wiggins PG Ish Smith PF Ryan Anderson UTIL Malcolm Brogdon,,,
3269,974429459,Kobe4MVP (59/150),0,264.75,C Karl-Anthony Towns PG Kyrie Irving UTIL Al Horford SF Tobias Harris G Eric Gordon PF Jayson Tatum F Bismack Biyombo SG Tyus Jones,,,
3269,974465987,gn1ghtmoon (5/15),0,264.75,G James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Evan Fournier PG Ish Smith SG Langston Galloway UTIL Tyus Jones,,,
3269,974466932,anilprao88 (150/150),0,264.75,G James Harden PF Giannis Antetokounmpo SF Marcus Smart PG Ish Smith C Ryan Anderson F Al-Farouq Aminu UTIL Shabazz Napier SG Jamal Crawford,,,
3269,974474877,slippman (1/2),0,264.75,PF Giannis Antetokounmpo PG CJ McCollum C Jusuf Nurkic F Robert Covington G Andrew Wiggins UTIL Marcus Smart SF Courtney Lee SG Terry Rozier,,,
3269,974532416,Beanman23,0,264.75,UTIL Karl-Anthony Towns PF Kristaps Porzingis SG Eric Bledsoe F Tobias Harris C Taj Gibson PG Ish Smith SF Courtney Lee G Reggie Bullock,,,
3269,974616881,chess_is_ok (126/150),0,264.75,SG James Harden C Karl-Anthony Towns PF Tobias Harris SF Jayson Tatum F Evan Fournier G Ish Smith UTIL Langston Galloway PG Tyus Jones,,,
3269,974620233,mray6288,0,264.75,G James Harden C Karl-Anthony Towns PF Tobias Harris SF Jayson Tatum F Evan Fournier PG Ish Smith UTIL Langston Galloway SG Tyus Jones,,,
3269,974632038,madoublet98 (3/101),0,264.75,G James Harden C Karl-Anthony Towns PF Tobias Harris F Jayson Tatum SF Evan Fournier PG Ish Smith SG Langston Galloway UTIL Tyus Jones,,,
3269,974646849,bellaedward4eva (128/150),0,264.75,SF Giannis Antetokounmpo C Karl-Anthony Towns PF Al Horford F Dario Saric PG Malcolm Brogdon UTIL Bismack Biyombo SG Terry Rozier G Tyus Jones,,,
3269,974689283,randyoliver799,0,264.75,SG James Harden C Andre Drummond PF Tobias Harris SF Kawhi Leonard G Ish Smith UTIL Shabazz Napier F Stanley Johnson PG Tyus Jones,,,
3287,974156219,youdacao (15/150),0,264.5,G James Harden SG Jimmy Butler C Al Horford SF Trevor Ariza F Marcus Smart PG Ish Smith PF Al-Farouq Aminu UTIL Tyus Jones,,,
3287,974162988,ThatStunna (29/40),0,264.5,UTIL James Harden C Karl-Anthony Towns PF Al Horford SG Eric Gordon SF Jayson Tatum G Terry Rozier F Ed Davis PG Tyus Jones,,,
3287,974167596,rikkidee (17/75),0,264.5,SG James Harden PG Kyrie Irving UTIL Jimmy Butler PF Jayson Tatum F JJ Redick SF Marcus Smart C Daniel Theis G Tyus Jones,,,
3287,974167638,rikkidee (59/75),0,264.5,F Giannis Antetokounmpo G Jimmy Butler PF Aaron Gordon UTIL Jayson Tatum SF Marcus Smart PG Ish Smith C Ryan Anderson SG Tyus Jones,,,
3287,974200066,moklovin (142/150),0,264.5,G James Harden SG Jimmy Butler C Al Horford SF Trevor Ariza F Marcus Smart PG Ish Smith PF Al-Farouq Aminu UTIL Tyus Jones,,,
3287,974236299,mbren32,0,264.5,PF Giannis Antetokounmpo C Andre Drummond SF Ben Simmons PG Ish Smith UTIL Ryan Anderson G Terry Rozier F Maurice Harkless SG Tyus Jones,,,
3287,974429485,Kobe4MVP (85/150),0,264.5,UTIL Andre Drummond C Karl-Anthony Towns F Kristaps Porzingis G Eric Gordon PF Jayson Tatum SF Trevor Ariza SG Evan Turner PG Tyus Jones,,,
3287,974494564,reds114,0,264.5,PG Ben Simmons PF Kristaps Porzingis SG CJ McCollum SF Tobias Harris UTIL Eric Gordon G Andrew Wiggins C Bismack Biyombo F Evan Turner,,,
3287,974518794,burkedav (12/12),0,264.5,PG James Harden G Kyrie Irving SG Jimmy Butler SF Tobias Harris PF Ryan Anderson F Bismack Biyombo C Tarik Black UTIL Tyus Jones,,,
3287,974562222,btwice80 (16/30),0,264.5,SF Giannis Antetokounmpo C Karl-Anthony Towns UTIL Tobias Harris G Eric Gordon F Jayson Tatum PF Bismack Biyombo PG Terry Rozier SG Tyus Jones,,,
3287,974599218,balletta777 (13/19),0,264.5,SG Jimmy Butler C Al Horford PG Eric Bledsoe UTIL CJ McCollum SF Andrew Wiggins PF Jayson Tatum G JJ Redick F Al-Farouq Aminu,,,
3287,974616858,chess_is_ok (103/150),0,264.5,PG James Harden C Karl-Anthony Towns PF Aaron Gordon SF Jayson Tatum F Marcus Smart SG Shabazz Napier UTIL Langston Galloway G Tyus Jones,,,
3287,974618398,mpaladini (1/3),0,264.5,SG James Harden SF Ben Simmons C Pau Gasol F Kawhi Leonard UTIL Ish Smith PF Bismack Biyombo G Terry Rozier PG Tyus Jones,,,
3287,974632046,madoublet98 (11/101),0,264.5,F Giannis Antetokounmpo G Jimmy Butler PG Elfrid Payton PF Tobias Harris SG Eric Gordon C Bismack Biyombo SF Stanley Johnson UTIL Tyus Jones,,,
3287,974638965,BigGameStunner (2/3),0,264.5,G James Harden SG Jimmy Butler F Tobias Harris PF Robert Covington SF Trevor Ariza UTIL Ish Smith C Bismack Biyombo PG Tyus Jones,,,
3287,974658173,Turrtl01,0,264.5,PG James Harden F Kristaps Porzingis C Al Horford PF Taj Gibson SF Trevor Ariza G Ish Smith SG Terry Rozier UTIL Tyus Jones,,,
3303,974124890,EmileHeskey (109/150),0,264.25,PF Giannis Antetokounmpo C Karl-Anthony Towns UTIL Jusuf Nurkic SG Evan Fournier SF Trevor Ariza PG Ish Smith F Courtney Lee G Tyus Jones,,,
