"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"Jeff Teague","PG","MIN","@ MEM","5th",102.25,6400,15.8,51.9,32.9,0.98,20.4,11.1,33.5,34.6,31.28,31.28,"%",69,4.9,32,15.25,2.4
"Jrue Holiday","PG/SGPGSG","NOP","vs GSW","8th",109.5,6300,15.8,47.9,31.8,0.89,21.1,13.8,35.9,36.32,29.56,29.56,"%",71,4.7,38,50,7.9
"Khris Middleton","SG/SFSGSF","MIL","@ BOS","8th",99,6300,10.8,58.5,35.1,0.97,25.4,16,36.1,35.17,31.23,31.23,"%",61,5,41,42.5,6.7
"Robert Covington","SF/PFSFPF","PHI","vs PHX","23rd",118,6200,20.2,57.8,30.9,0.99,19.1,11.6,31.3,34.43,36.32,36.32,"%",65,5.9,33,28.5,4.6
"Enes Kanter","PF/CPFC","NYK","@ IND","13th",99.75,6200,19.7,52.6,31.8,1.24,21,9.5,25.7,28.9,33.78,33.78,"%",70,5.4,18,16,2.6
"Myles Turner","C","IND","vs NYK","25th",110.75,6100,19.9,52.4,30.8,1.08,21.5,11.3,28.6,30.52,33.79,33.79,"%",70,5.5,25,22.25,3.6
"Lauri Markkanen","PF","CHI","vs CLE","18th",100.25,6100,17.9,46.4,29.9,1,22.3,12.7,30,29.54,30.13,30.13,"%",73,4.9,31,28.75,4.7
"Kris Dunn","PG/SGPGSG","CHI","vs CLE","25th",100.25,6100,18.5,53.5,27.4,1.03,25.5,11.5,26.5,30.07,33.53,33.53,"%",64,5.5,30,31.5,5.2
"Elfrid Payton","PG","ORL","@ CHA","19th",105.75,6000,16.6,55.9,29.3,1.11,21.6,9.3,26.5,30.25,33.46,33.46,"%",62,5.6,31,27.5,4.6
"Jaylen Brown","SG/SFSGSF","BOS","vs MIL","7th",104,6000,13.1,39.6,27.5,0.88,21.4,11.8,31.3,28.49,24.44,24.44,"%",72,4.1,22,19.25,3.2
"Jayson Tatum","SF/PFSFPF","BOS","vs MIL","7th",104,6000,13.5,41,26.5,0.89,18.5,9.2,29.8,29.64,25.28,25.28,"%",70,4.2,32,26,4.3
"Reggie Jackson","PG","DET","@ SAS","4th",98.5,5900,15.7,42,29.1,1.07,26,12.2,27.1,28.85,26.95,26.95,"%",74,4.6,33,38,6.4
"Taj Gibson","PF/CPFC","MIN","@ MEM","9th",102.25,5900,15.4,47.8,26.3,0.81,14.2,8.1,32.5,38,29.3,29.3,"%",65,5,37,27.75,4.7
"DeMarre Carroll","SF/PFSFPF","BKN","@ ATL","25th",109.75,5900,19.3,44.3,28.7,0.99,19.6,10.5,29.1,30.2,30.02,30.02,"%",75,5.1,27,29,4.9
"Jeremy Lamb","SG/SFSGSF","CHA","vs ORL","20th",112.75,5800,15,43,30.1,1.06,24.4,12.4,28.3,22.8,27,27,"%",73,4.7,22,17.5,3
"Gary Harris","SG","DEN","@ DAL","15th",103.25,5800,20.1,42.2,27.1,0.84,18.3,11.6,32.4,35.42,29.61,29.61,"%",77,5.1,42,37.75,6.5
"Rondae Hollis-Jefferson","SF/PFSFPF","BKN","@ ATL","26th",109.75,5700,18.4,54,26.1,1,22.1,9.9,26.2,32.6,33.61,33.61,"%",61,5.9,29,37.5,6.6
"Kent Bazemore","SG/SFSGSF","ATL","vs BKN","15th",110.75,5700,14,45.2,27,0.96,22.2,10.4,28.1,27.91,27.41,27.41,"%",67,4.8,25,21.25,3.7
"Nicolas Batum","SG/SFSGSF","CHA","vs ORL","20th",112.75,5700,15.2,47.7,22.3,0.83,20.4,10.1,27,32.6,29.14,29.14,"%",58,5.1,37,36.25,6.4
"Darren Collison","PG","IND","vs NYK","17th",110.75,5700,9.5,49,28.7,0.91,17.1,9.6,31.4,31.43,26.43,26.43,"%",61,4.6,25,41.5,7.3
"Dario Saric","PF/CPFC","PHI","vs PHX","30th",118,5600,16.2,51.5,24.1,0.87,18.3,10.2,27.8,31,31.34,31.34,"%",58,5.6,33,28.75,5.1
"Dennis Smith Jr.","PG/SGPGSG","DAL","vs DEN","22nd",105.25,5600,14.5,46.4,26.9,0.97,29.6,14.4,27.6,27.49,28.18,28.18,"%",66,5,30,30.25,5.4
"Thaddeus Young","SF/PFSFPF","IND","vs NYK","25th",110.75,5600,16.4,42.2,27.7,0.85,18.3,12,32.7,32.03,27.45,27.45,"%",73,4.9,26,33,5.9
"Dwyane Wade","PG/SGPGSG","CLE","@ CHI","30th",109.25,5600,17.7,57.2,25.1,1.09,25.3,10,23,26.21,34.62,34.62,"%",55,6.2,25,35,6.3
"Justin Holiday","SG/SFSGSF","CHI","vs CLE","19th",100.25,5600,15.1,43.5,27.7,0.81,20.8,13.7,34,34.71,27.25,27.25,"%",71,4.9,30,31.5,5.6
"Pau Gasol","PF/CPFC","SAS","vs DET","27th",102.5,5500,21.2,53.4,28.5,1.14,20.2,8.3,24.9,28.45,34.99,34.99,"%",68,6.4,28,38.5,7
"Evan Fournier","SG/SFSGSF","ORL","@ CHA","29th",105.75,5500,17.5,49,29.7,0.93,23.7,13.8,31.8,33.57,30.99,30.99,"%",70,5.6,29,25.75,4.7
"Ricky Rubio","PG","UTA","vs WAS","11th",100.75,5500,6,42.5,27.5,0.98,24.1,10.4,28.1,25.33,21.63,21.63,"%",62,3.9,23,18.75,3.4
"Avery Bradley","PG/SGPGSG","DET","@ SAS","3rd",98.5,5400,11.1,38,25.5,0.82,24.8,13.9,31.2,31.2,22.62,22.62,"%",70,4.2,33,9.25,1.7
"Denzel Valentine","SG/SFSGSF","CHI","vs CLE","19th",100.25,5400,11.9,43.5,24,0.85,17.7,9.8,28.4,30,25.44,25.44,"%",62,4.7,30,13.75,2.5
"Marcus Smart","SG/SFSGSF","BOS","vs MIL","7th",104,5400,12.2,39.3,26.1,0.86,19.5,9.7,30.2,30.46,23.82,23.82,"%",70,4.4,29,24,4.4
"J.J. Redick","SG/SFSGSF","PHI","vs PHX","24th",118,5300,18.2,48.5,26.9,0.82,19.2,13,32.7,34.14,31.2,31.2,"%",68,5.9,33,30.25,5.7
"Mario Chalmers","PG","MEM","vs MIN","15th",99.25,5300,4,35.1,19.9,0.84,20,7.6,23.6,20.16,17.34,17.34,"%",55,3.3,20,10,1.9
"Robin Lopez","C","CHI","vs CLE","22nd",100.25,5300,15.2,38.8,24.6,0.84,21,11.5,29.4,30,25.32,25.32,"%",73,4.8,25,27.25,5.1
"Taurean Prince","SG/SFSGSF","ATL","vs BKN","15th",110.75,5300,12.7,44.6,25.8,0.85,21,11.5,30.2,30.86,26.35,26.35,"%",65,5,27,19,3.6
"Courtney Lee","SG/SFSGSF","NYK","@ IND","16th",99.75,5200,19.1,44.8,25.6,0.8,16,9.8,32.2,34.15,30.15,30.15,"%",71,5.8,19,8,1.5
"Marcin Gortat","C","WAS","@ UTA","1st",96.75,5200,3.5,37.4,25.9,0.88,15.3,7.8,29.3,26.02,18.01,18.01,"%",63,3.5,23,20.25,3.9
"Jamal Murray","PG/SGPGSG","DEN","@ DAL","15th",103.25,5100,9.5,48.5,23,0.86,24.6,12.3,26.9,30.93,26.23,26.23,"%",52,5.1,28,28,5.5
"Domantas Sabonis","PF/CPFC","IND","vs NYK","25th",110.75,5100,12.1,43.6,27.6,1.11,21.9,8.5,24.8,22.79,25.59,25.59,"%",67,5,24,29,5.7
"Kelly Oubre Jr.","SG/SFSGSF","WAS","@ UTA","5th",96.75,5100,10.2,41.5,23.1,0.85,19.7,9.5,27.3,25.94,23.63,23.63,"%",61,4.6,27,11.25,2.2
"Joe Ingles","SG/SFSGSF","UTA","vs WAS","21st",100.75,5100,17.3,43.8,24.7,0.85,15.7,8.1,29.2,31.53,28.66,28.66,"%",69,5.6,22,18.5,3.6
"Rajon Rondo","PG","NOP","vs GSW","8th",109.5,5000,10.2,47.2,22.2,0.98,16.6,6.4,22.7,28.57,26.06,26.06,"%",52,5.2,27,38.75,7.8
"Jonathon Simmons","SG/SFSGSF","ORL","@ CHA","13th",105.75,5000,14.6,43.2,21.8,0.84,24.7,10.6,26,35.82,26.9,26.9,"%",63,5.4,34,24.5,4.9
"Trevor Booker","PF/CPFC","BKN","@ ATL","20th",109.75,5000,6.1,41.9,22,1.02,20.9,8.4,21.6,21.38,21.44,21.44,"%",53,4.3,19,27,5.4
"Caris LeVert","SG/SFSGSF","BKN","@ ATL","26th",109.75,4900,15.2,34.7,22.5,0.89,21.5,9.7,25.2,24.85,23.56,23.56,"%",75,4.8,27,33.5,6.8
"Marcus Morris","SF/PFSFPF","BOS","vs MIL","7th",104,4900,18,35.4,24.5,1.04,24.8,10.7,23.6,25.24,25.44,25.44,"%",80,5.2,24,15.5,3.2
"Rudy Gay","SF/PFSFPF","SAS","vs DET","27th",102.5,4800,14.6,41.9,23.3,1.08,26.6,9.5,21.5,24.8,26.29,26.29,"%",67,5.5,31,36.5,7.6
"Kenneth Faried","PF/CPFC","DEN","@ DAL","24th",103.25,4800,5.5,43.6,13.2,0.99,17.5,4.3,13.3,22.82,21.86,21.86,"%",18,4.6,27,31.25,6.5
"Bobby Portis","PF","CHI","vs CLE","18th",100.25,4800,4.8,35.7,24.7,1.15,25.7,10,21.5,14.86,18.04,18.04,"%",64,3.8,26,26.75,5.6
"Malcolm Brogdon","PG/SGPGSG","MIL","@ BOS","8th",99,4800,4.2,36.2,24.4,0.83,20.3,10.7,29.5,24.31,17.89,17.89,"%",63,3.7,31,17.5,3.6
"Ersan Ilyasova","SF/PFSFPF","ATL","vs BKN","13th",110.75,4800,11.5,43.2,16.7,0.82,15.9,6.8,20.3,30.2,25.1,25.1,"%",46,5.2,20,15.5,3.2
"Wilson Chandler","SF/PFSFPF","DEN","@ DAL","10th",103.25,4700,3.1,33.8,19.8,0.67,13.8,7.4,29.7,27,16.23,16.23,"%",56,3.5,27,16.75,3.6
"Dirk Nowitzki","PF/CPFC","DAL","vs DEN","27th",105.25,4700,18.2,44.7,23.2,0.95,19.9,9.4,24.3,24.94,29.55,29.55,"%",67,6.3,20,20,4.3
"JaMychal Green","SF/PFSFPF","MEM","vs MIN","7th",99.25,4700,9.5,37.1,19.9,0.81,19.4,7.8,24.6,28.07,21.31,21.31,"%",60,4.5,36,29.75,6.3
"Markieff Morris","SF/PFSFPF","WAS","@ UTA","10th",96.75,4700,6.4,37,19.3,0.86,22.5,9.1,22.5,23.65,19.49,19.49,"%",55,4.1,22,15.75,3.4
"Allen Crabbe","SG/SFSGSF","BKN","@ ATL","26th",109.75,4700,13.8,45.9,22,0.82,18.1,10.1,26.7,32.3,27.55,27.55,"%",58,5.9,22,16.5,3.5
"Juan Jose Barea","PG/SGPGSG","DAL","vs DEN","22nd",105.25,4600,14.9,41.8,25.2,1.16,27.4,10.4,21.7,21.8,26.42,26.42,"%",69,5.7,19,27,5.9
"Jerian Grant","PG/SGPGSG","CHI","vs CLE","25th",100.25,4600,3.5,35.5,22.6,0.89,18.2,7.7,25.3,17.8,17.23,17.23,"%",60,3.7,13,6,1.3
"John Henson","C","MIL","@ BOS","5th",99,4600,7.8,42.7,21.7,0.94,15.4,5.4,23,27.5,22.72,22.72,"%",54,4.9,21,6.75,1.5
"Alex Len","PF/CPFC","PHX","@ PHI","11th",108,4500,3.3,38,24.1,1.07,16.3,6,22.5,17.1,18.16,18.16,"%",59,4,11,10.75,2.4
"Michael Carter-Williams","PG","CHA","vs ORL","29th",112.75,4500,2.8,30.8,16.5,0.92,18.3,5,18,14.4,14.8,14.8,"%",52,3.3,13,8.25,1.8
"Wesley Matthews","SG/SFSGSF","DAL","vs DEN","10th",105.25,4500,5.8,41.5,22.9,0.67,16.7,10.4,34,35,21.07,21.07,"%",55,4.7,33,22.75,5.1
"Lance Stephenson","SG/SFSGSF","IND","vs NYK","21st",110.75,4500,11,41.1,19.2,0.92,19.6,7.1,20.9,23.42,23.89,23.89,"%",55,5.3,29,18.75,4.2
"Bojan Bogdanovic","SG/SFSGSF","IND","vs NYK","21st",110.75,4500,10.5,42.5,22.4,0.73,18.5,10.9,30.7,34.05,24.24,24.24,"%",59,5.4,29,28,6.2
"Danny Green","SG/SFSGSF","SAS","vs DET","7th",102.5,4400,6.4,42,21.9,0.78,17.5,9,27.9,29.24,21.64,21.64,"%",54,4.9,34,29.5,6.7
"Marco Belinelli","SG","ATL","vs BKN","27th",110.75,4400,9,39.4,22,0.87,20.3,10,25.4,25.34,22.05,22.05,"%",61,5,18,13.5,3.1
"Mike James","PG","PHX","@ PHI","16th",108,4300,6.6,36.8,22.8,1.03,25.2,10.3,22.2,19.86,19.52,19.52,"%",62,4.5,5,8.25,1.9
"Tyson Chandler","C","PHX","@ PHI","11th",108,4300,8.4,36.8,22.4,0.9,11.4,4.8,24.8,23.3,20.57,20.57,"%",64,4.8,36,37.5,8.7
"Mason Plumlee","PF/CPFC","DEN","@ DAL","24th",103.25,4300,20.5,48.5,16.7,0.98,18.9,4.6,17,31.5,32.48,32.48,"%",52,7.6,19,18.75,4.4
"Josh Jackson","SG/SFSGSF","PHX","@ PHI","28th",108,4200,7,36.2,17.6,0.85,24.5,9.1,20.7,19.02,19.51,19.51,"%",53,4.6,23,13.75,3.3
"Kyle O'Quinn","PF/CPFC","NYK","@ IND","29th",99.75,4200,5.3,43,19.8,1.22,19.5,4.7,16.2,15.75,21.45,21.45,"%",46,5.1,7,13,3.1
"Terry Rozier","PG/SGPGSG","BOS","vs MIL","7th",104,4100,0.8,35.1,20.1,0.89,19.6,8.5,22.5,20.04,15.49,15.49,"%",51,3.8,24,16,3.9
"Joe Harris","SG/SFSGSF","BKN","@ ATL","26th",109.75,4100,11,35.8,18.3,0.8,17.1,8,22.9,24.48,21.62,21.62,"%",61,5.3,31,17.5,4.3
"Darius Miller","SF","NOP","vs GSW","30th",109.5,4100,16.9,47.5,12.8,0.7,16.2,5.1,18.3,31.6,29.99,29.99,"%",32,7.3,34,15,3.7
"Tyler Ulis","PG","PHX","@ PHI","16th",108,4100,5.8,33.1,17.4,0.78,20.1,7.8,22.2,24.64,17.47,17.47,"%",55,4.3,37,32.75,8
"Tomas Satoransky","PG/SGPGSG","WAS","@ UTA","1st",96.75,4100,3.9,37.5,12.2,0.88,16.9,3.4,13.8,23.38,18.31,18.31,"%",21,4.5,24,13.5,3.3
"Tim Frazier","PG","WAS","@ UTA","10th",96.75,4100,6.7,28.9,14,0.82,13.9,3.5,17,21.98,16.24,16.24,"%",55,4,19,8,2
"J.R. Smith","SG/SFSGSF","CLE","@ CHI","30th",109.25,4100,11.8,38.2,17.8,0.58,13.5,8,30.6,34,23.09,23.09,"%",58,5.6,25,13,3.2
"Ishmael Smith","PG","DET","@ SAS","4th",98.5,4000,8.9,29.4,18.9,0.98,22.9,8.3,19.3,19.81,17.69,17.69,"%",69,4.4,14,16.25,4.1
"Michael Kidd-Gilchrist","SF","CHA","vs ORL","24th",112.75,4000,9.3,40,17.6,0.69,15.4,7.9,25.5,30.4,22.47,22.47,"%",50,5.6,25,26.5,6.6
"Alec Burks","PG/SGPGSG","UTA","vs WAS","6th",100.75,4000,7.3,47.6,16.7,0.92,21.8,7.5,18.2,28,24.56,24.56,"%",31,6.1,27,41.25,10.3
"Luke Babbitt","SF/PFSFPF","ATL","vs BKN","15th",110.75,4000,1.3,31.7,15.1,0.75,17,6.5,20.1,18.25,14.31,14.31,"%",43,3.6,16,8.5,2.1
"Patrick Mills","PG","SAS","vs DET","13th",102.5,3900,9.8,37.2,19.4,0.78,18.6,8.3,24.9,26.47,21.55,21.55,"%",60,5.5,25,21,5.4
"Marquese Chriss","PF/CPFC","PHX","@ PHI","19th",108,3900,3.5,33.6,17.1,0.87,15.8,5.6,19.6,20.48,16.42,16.42,"%",50,4.2,22,17.5,4.5
"Malik Monk","PG/SGPGSG","CHA","vs ORL","29th",112.75,3900,0,32.8,13.4,0.78,20.5,7.8,17.1,13.73,12.62,12.62,"%",25,3.2,0,0,NA
"Devin Harris","PG/SGPGSG","DAL","vs DEN","22nd",105.25,3900,10.5,33.9,16.5,0.93,24.2,6.9,17.8,20.91,20.53,20.53,"%",59,5.3,22,25.25,6.5
"Dwight Powell","PF/CPFC","DAL","vs DEN","27th",105.25,3900,11.1,37.6,15.7,0.93,17.6,4.8,16.9,19.22,22.45,22.45,"%",52,5.8,23,26.25,6.7
"Jarrett Jack","PG","NYK","@ IND","18th",99.75,3900,8.9,34.5,19.4,0.75,13.9,6.3,25.9,27.91,19.87,19.87,"%",62,5.1,16,12,3.1
"DeAndre Bembry","SG/SFSGSF","ATL","vs BKN","15th",110.75,3900,5.9,33.4,11.5,0.8,24,4.9,14.4,21.4,17.66,17.66,"%",32,4.5,27,22.75,5.8
"D.J. Augustin","PG/SGPGSG","ORL","@ CHA","19th",105.75,3800,2.2,33.6,17,0.89,18.3,5.5,19.2,17,15.66,15.66,"%",47,4.1,16,23.75,6.3
"Frank Kaminsky","PF/CPFC","CHA","vs ORL","23rd",112.75,3800,2.7,34.2,19.3,0.81,20.8,9.4,23.7,20.25,16.2,16.2,"%",53,4.3,23,29.25,7.7
"Yogi Ferrell","PG/SGPGSG","DAL","vs DEN","22nd",105.25,3800,1.5,26.7,17.2,0.63,16.6,7.5,27.4,21.15,12.27,12.27,"%",58,3.2,25,22,5.8
"Emmanuel Mudiay","PG","DEN","@ DAL","24th",103.25,3800,0,35.2,19.5,0.91,25.2,8.8,21.5,16.05,15.01,15.01,"%",48,4,15,12,3.2
"Tyus Jones","PG/SGPGSG","MIN","@ MEM","5th",102.25,3800,0,31.3,13.3,0.77,11.4,3.4,17.2,12.7,9.21,9.21,"%",17,2.4,15,8,2.1
"Dillon Brooks","SG/SFSGSF","MEM","vs MIN","18th",99.25,3800,5.8,34.2,17.4,0.6,14.9,7,28.8,31.6,17.95,17.95,"%",53,4.7,27,14,3.7
"Jonas Jerebko","SF/PFSFPF","UTA","vs WAS","23rd",100.75,3800,1.9,34.3,13.7,0.87,14.7,4.7,15.7,16.5,15.79,15.79,"%",33,4.2,29,15.25,4
"David Nwaba","PG/SGPGSG","CHI","vs CLE","19th",100.25,3800,3.2,33.8,19.3,0.93,13.3,5,20.8,18.33,16.33,16.33,"%",55,4.3,16,8.75,2.3
"Jeff Green","SF/PFSFPF","CLE","@ CHI","16th",109.25,3800,8.6,41.6,18.3,0.89,21.5,7.4,20.5,25.04,22.76,22.76,"%",48,6,25,27.5,7.2
"Tony Snell","SG/SFSGSF","MIL","@ BOS","6th",99,3800,5.1,27.3,16.8,0.54,10.3,6.1,31.3,29.85,14.6,14.6,"%",62,3.8,39,12.5,3.3
"Tony Parker","PG","SAS","vs DET","13th",102.5,3700,12.8,24,15.1,0.96,28.7,6.7,15.7,18.17,17.55,17.55,"%",79,4.7,19,15.5,4.2
"Stanley Johnson","SG/SFSGSF","DET","@ SAS","22nd",98.5,3700,7.9,31.7,16.5,0.57,13.2,7.5,29.1,31.01,18.11,18.11,"%",59,4.9,30,34,9.2
"E'Twaun Moore","SG/SFSGSF","NOP","vs GSW","18th",109.5,3700,14.8,39.7,20.5,0.68,15.5,9.5,30.3,34.46,25.47,25.47,"%",65,6.9,37,39.5,10.7
"Andre Iguodala","SG/SFSGSF","GSW","@ NOP","25th",118.5,3700,8.7,24.2,17.2,0.67,11,4.9,25.5,22.3,15.36,15.36,"%",74,4.2,26,24,6.5
"Amir Johnson","PF/CPFC","PHI","vs PHX","30th",118,3700,7.1,36.9,16.4,1.09,14,4,15,15.61,19.87,19.87,"%",48,5.4,13,8,2.2
"Marvin Williams","SF/PFSFPF","CHA","vs ORL","22nd",112.75,3700,8.6,36.2,19.1,0.76,13.5,6.8,25.2,24.99,20.39,20.39,"%",59,5.5,24,17.25,4.7
"Juan Hernangomez","SF/PFSFPF","DEN","@ DAL","10th",103.25,3700,2,29.1,9.8,0.65,14.3,3.8,15,22.72,13.63,13.63,"%",21,3.7,11,9,2.4
"Trey Lyles","SF/PFSFPF","DEN","@ DAL","24th",103.25,3700,9.3,38.3,10.3,0.96,21.3,3.8,10.7,22.35,21.72,21.72,"%",19,5.9,15,22,5.9
"James Ennis","SG/SFSGSF","MEM","vs MIN","18th",99.25,3700,0.7,30.6,14.9,0.59,11.6,4.8,25.2,24.8,13.52,13.52,"%",43,3.7,26,17.5,4.7
"Thabo Sefolosha","SG/SFSGSF","UTA","vs WAS","21st",100.75,3700,2.7,30.1,17.4,0.85,15.4,5.7,20.5,15,14.45,14.45,"%",55,3.9,12,14.75,4
"Kyle Korver","SG/SFSGSF","CLE","@ CHI","30th",109.25,3700,9.2,38.5,17.3,0.8,16.6,7.1,21.6,25.36,21.73,21.73,"%",52,5.9,22,14,3.8
