Contest_Date,Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
2017-12-20,Glenn Robinson III,,O,SG/SF,3700,IND,@ATL,1,109.0,,,100,108,-5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,OG Anunoby,1.0,,SF/PF,3700,TOR,@CHA,2,107.0,12.0,12.0,101,104,4%,6,5,5,25,25,21,12.3,12.7,7.8,17.6,23.0,15.1,4.1,31.0,32.5,8.8
2017-12-20,Montrezl Harrell,2.0,,PF/C,3600,LAC,PHO,1,111.0,20.0,26.0,104,109,15%,10,8,4,16,15,12,17.8,12.9,6.4,19.4,15.0,15.6,4.3,18.1,19.5,5.4
2017-12-20,Norman Powell,,,SG/SF,3600,TOR,@CHA,2,107.0,19.0,12.0,101,104,4%,7,6,7,22,15,20,10.5,16.0,7.6,24.3,21.0,16.2,4.5,23.4,14.0,3.9
2017-12-20,Anthony Tolliver,,,SF/PF,3600,DET,@DAL,2,98.0,15.0,13.0,97,106,-6%,7,6,5,22,19,19,16.1,13.9,7.7,20.0,21.0,14.4,4.0,30.1,25.0,6.9
2017-12-20,Garrett Temple,2.0,,PG/SG,3600,SAC,@BKN,0,101.0,16.0,9.0,104,107,8%,11,8,8,30,23,25,15.2,16.9,9.2,24.6,20.0,13.5,3.8,28.0,9.8,2.7
2017-12-20,Kosta Koufos,,,C,3600,SAC,@BKN,0,101.0,13.0,15.0,104,107,7%,6,5,4,18,18,18,20.5,16.2,8.0,24.4,15.5,13.3,3.7,21.4,26.0,7.2
2017-12-20,Nik Stauskas,,,PG/SG,3600,BKN,SAC,2,106.0,,,97,109,-3%,7,3,2,22,14,11,8.8,6.6,-5.2,18.4,12.0,8.3,2.3,3.1,3.5,1.0
2017-12-20,Devin Harris,,,PG/SG,3600,DAL,DET,1,100.0,21.0,14.0,98,105,-6%,7,7,7,20,20,20,16.9,17.1,9.7,24.5,19.0,16.1,4.5,17.3,14.5,4.0
2017-12-20,Shaun Livingston,,O,PG/SG,3600,GSW,MEM,1,108.0,15.0,11.0,96,106,3%,5,5,5,22,20,17,10.3,11.4,5.8,16.9,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Torrey Craig,2.0,,SG/SF,3600,DEN,MIN,1,109.0,,,98,108,6%,6,4,4,24,18,18,14.8,14.8,3.0,26.5,28.5,21.9,6.1,37.1,20.0,5.6
2017-12-20,Malcolm Delaney,,,PG/SG,3500,ATL,IND,1,104.0,15.0,8.0,100,106,-2%,6,3,5,21,12,19,8.7,11.7,5.5,17.8,0.0,0.0,0.0,11.9,15.0,4.3
2017-12-20,Thabo Sefolosha,2.0,,SG/SF,3500,UTA,@OKC,1,95.0,15.0,17.0,98,101,-9%,7,6,6,21,22,21,15.3,17.5,9.3,25.8,20.0,14.2,4.1,25.0,22.8,6.5
2017-12-20,Gorgui Dieng,,,PF/C,3500,MIN,@DEN,1,107.0,16.0,15.0,99,107,3%,4,5,5,17,20,18,14.6,15.5,6.9,24.1,18.0,15.4,4.4,20.7,21.8,6.2
2017-12-20,Shabazz Napier,,,PG/SG,3500,POR,SAS,1,101.0,18.0,18.0,97,102,-5%,8,6,6,19,18,17,14.3,14.6,4.9,24.3,19.0,14.4,4.1,21.1,20.3,5.8
2017-12-20,Terrence Ross,,O,SG/SF,3500,ORL,@CHI,2,103.0,16.0,10.0,99,107,-1%,7,7,8,28,27,27,19.4,19.1,10.7,27.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Alex Abrines,,,SG/SF,3500,OKC,UTA,1,103.0,13.0,9.0,97,103,-9%,3,6,4,11,19,17,13.6,9.9,2.4,17.3,13.0,7.4,2.1,22.9,9.0,2.6
2017-12-20,Andre Roberson,,,SG/SF,3500,OKC,UTA,1,103.0,9.0,11.0,97,103,-9%,7,5,4,23,31,27,21.4,15.9,9.6,22.2,27.5,15.8,4.5,23.1,16.0,4.6
2017-12-20,Delon Wright,,,PG/SG,3500,TOR,@CHA,2,107.0,17.0,14.0,101,104,3%,7,4,5,14,16,20,12.8,15.9,9.0,22.9,15.5,12.5,3.6,18.8,15.0,4.3
2017-12-20,DeAndre' Bembry,,,SG/SF,3500,ATL,IND,1,104.0,18.0,6.0,100,106,-5%,3,4,6,16,18,19,7.6,12.9,4.6,21.2,19.0,13.7,3.9,18.5,12.5,3.6
2017-12-20,David West,2.0,,PF/C,3500,GSW,MEM,1,108.0,21.0,25.0,96,106,3%,7,7,5,16,17,13,20.4,16.9,11.1,22.6,16.0,17.4,5.0,18.5,19.5,5.6
2017-12-20,Jerami Grant,,,SF/PF,3500,OKC,UTA,1,103.0,15.0,15.0,97,103,-8%,7,5,6,23,19,21,15.0,16.7,9.5,23.8,21.0,14.5,4.1,19.2,18.3,5.2
2017-12-20,Tyler Zeller,,,C,3500,BKN,SAC,2,106.0,17.0,17.0,97,109,6%,8,8,6,18,21,20,18.2,17.3,11.3,23.4,17.5,15.4,4.4,20.7,10.8,3.1
2017-12-20,Daniel Theis,,,PF/C,3400,BOS,MIA,1,105.0,17.0,14.0,98,104,-5%,4,4,3,15,15,13,11.1,12.1,4.7,19.5,13.5,12.6,3.7,19.8,12.0,3.5
2017-12-20,Jonathan Isaac,,,SF/PF,3400,ORL,@CHI,2,103.0,14.0,11.0,99,107,6%,3,5,5,16,21,20,14.5,15.2,9.0,21.3,20.0,15.7,4.6,13.8,5.5,1.6
2017-12-20,Bryn Forbes,2.0,,PG/SG,3400,SAS,@POR,1,98.0,16.0,9.0,99,102,-2%,8,9,6,30,29,19,14.0,11.1,3.5,18.7,27.0,15.7,4.6,19.2,6.5,1.9
2017-12-20,Patrick McCaw,3.0,,PG/SF,3400,GSW,MEM,1,108.0,11.0,10.0,96,106,-2%,4,2,3,26,19,14,9.4,8.5,-0.1,17.1,26.5,15.9,4.7,29.3,24.5,7.2
2017-12-20,Jarrett Allen,1.0,,PF/C,3400,BKN,SAC,2,106.0,12.0,15.0,97,109,6%,5,4,4,14,18,16,11.9,13.2,6.9,19.5,17.5,14.9,4.4,19.9,12.0,3.5
2017-12-20,Brandon Paul,,,SG,3400,SAS,@POR,1,98.0,14.0,10.0,99,102,-2%,5,4,3,13,16,12,10.6,7.9,-1.3,17.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Maurice Harkless,,,SF/PF,3400,POR,SAS,1,101.0,11.0,9.0,97,102,-4%,1,2,5,11,10,22,6.5,12.8,6.2,19.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Nemanja Bjelica,,O,SF/PF,3400,MIN,@DEN,1,107.0,16.0,18.0,99,107,-1%,4,5,5,12,15,15,12.5,13.5,6.9,20.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Jarell Martin,,,PF/C,3400,MEM,@GSW,3,98.0,14.0,8.0,103,101,-1%,4,4,5,20,14,18,10.3,11.7,4.9,18.5,12.5,8.7,2.6,19.9,18.0,5.3
2017-12-20,Corey Brewer,1.0,,SG/SF,3400,LAL,@HOU,1,106.0,11.0,7.0,101,103,5%,3,2,2,7,6,11,3.1,6.7,1.1,12.2,0.0,0.0,0.0,25.0,35.8,10.5
2017-12-20,Dragan Bender,1.0,,SF/PF,3400,PHO,@LAC,1,106.0,12.0,8.0,99,107,7%,8,6,5,29,24,22,14.2,13.6,7.0,20.2,26.5,17.0,5.0,22.3,10.0,2.9
2017-12-20,Zach Collins,,,PF/C,3400,POR,SAS,1,101.0,,,97,102,-3%,6,8,4,18,20,11,17.9,8.2,-0.5,16.9,19.5,14.1,4.1,13.9,6.5,1.9
2017-12-20,Raul Neto,,O,PG,3400,UTA,@OKC,1,95.0,18.0,14.0,98,101,-7%,3,4,4,6,13,13,8.8,10.4,1.3,19.6,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Kevon Looney,,,SF/PF,3400,GSW,MEM,1,108.0,13.0,12.0,96,106,-18%,4,2,2,14,9,10,5.7,8.7,2.1,15.2,15.0,12.1,3.6,13.4,9.8,2.9
2017-12-20,Noah Vonleh,,,PF/C,3400,POR,SAS,1,101.0,10.0,12.0,97,102,-12%,2,2,3,9,10,19,6.8,14.8,5.4,24.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Davis Bertans,,,SF/PF,3400,SAS,@POR,1,98.0,18.0,16.0,99,102,2%,7,5,4,22,17,10,16.0,9.2,-0.1,18.6,14.5,10.4,3.1,4.4,2.8,0.8
2017-12-20,Isaiah Taylor,,,PG,3300,ATL,IND,1,104.0,18.0,11.0,100,106,-2%,2,2,5,10,14,16,10.4,12.1,5.3,18.9,12.5,8.6,2.6,16.4,14.5,4.4
2017-12-20,Ben McLemore,,,SG/SF,3300,MEM,@GSW,3,98.0,18.0,8.0,103,101,-5%,4,6,6,9,17,18,12.1,12.3,5.4,19.1,14.0,9.3,2.8,22.9,15.8,4.8
2017-12-20,Skal Labissiere,,,PF/C,3300,SAC,@BKN,0,101.0,22.0,14.0,104,107,5%,2,5,7,7,11,16,9.9,14.5,6.9,22.0,0.0,0.0,0.0,12.3,14.5,4.4
2017-12-20,Jakarr Sampson,,O,SF/PF,3300,SAC,@BKN,0,101.0,,,104,107,-5%,3,4,4,16,19,17,15.8,13.8,3.7,23.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Quincy Acy,,,PF/C,3300,BKN,SAC,2,106.0,14.0,6.0,97,109,-2%,7,5,5,24,18,18,10.1,12.4,7.2,17.6,17.5,13.3,4.0,18.9,12.8,3.9
2017-12-20,Pat Connaughton,,,SG/SF,3300,POR,SAS,1,101.0,13.0,10.0,97,102,-7%,2,3,5,11,15,19,7.8,11.3,3.9,18.6,13.5,7.7,2.3,13.1,5.3,1.6
2017-12-20,Lucas Nogueira,,O,C,3300,TOR,@CHA,2,107.0,12.0,17.0,101,104,-5%,3,2,3,7,8,12,4.5,11.3,-0.7,23.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Meyers Leonard,,,PF/C,3300,POR,SAS,1,101.0,,,97,102,-3%,6,5,4,19,13,12,13.0,11.1,2.4,19.8,0.0,0.0,0.0,3.4,4.8,1.5
2017-12-20,Juancho Hernangomez,,,SF/PF,3300,DEN,MIN,1,109.0,13.0,10.0,98,108,-6%,2,3,3,9,11,14,7.8,8.8,1.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,James Ennis III,,,SG/SF,3300,MEM,@GSW,3,98.0,11.0,11.0,103,101,4%,3,4,5,18,20,25,10.8,14.7,7.1,22.4,21.5,13.3,4.0,16.4,9.8,3.0
2017-12-20,Dwight Powell,,,PF/C,3300,DAL,DET,1,100.0,15.0,17.0,98,105,3%,3,4,5,15,17,18,15.6,16.6,9.4,23.7,17.5,15.5,4.7,20.4,9.8,3.0
2017-12-20,Nick Young,,,SG,3300,GSW,MEM,1,108.0,18.0,14.0,96,106,-2%,8,6,5,16,15,13,11.2,10.8,2.3,19.4,22.0,15.6,4.7,23.9,18.5,5.6
2017-12-20,Miles Plumlee,0.0,,C,3300,ATL,IND,1,104.0,,,100,106,9%,5,4,4,23,20,18,11.3,11.5,5.0,18.0,22.0,15.2,4.6,21.1,23.3,7.1
2017-12-20,C.J. Williams,,,SG,3300,LAC,PHO,1,111.0,13.0,9.0,104,109,5%,9,6,4,28,23,14,14.0,8.1,2.5,13.8,22.0,13.9,4.2,28.9,16.8,5.1
2017-12-20,Shabazz Muhammad,,,SG/SF,3300,MIN,@DEN,1,107.0,17.0,9.0,99,107,2%,1,2,4,4,7,11,5.8,7.3,1.6,12.9,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Shelvin Mack,,,PG/SG,3300,ORL,@CHI,2,103.0,15.0,11.0,99,107,4%,3,4,4,24,21,19,12.9,14.6,7.4,21.8,20.0,15.2,4.6,18.0,12.3,3.7
2017-12-20,Zaza Pachulia,,O,C,3300,GSW,MEM,1,108.0,16.0,16.0,96,106,-7%,4,5,4,16,16,15,20.4,15.2,9.2,21.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Michael Carter-Williams,,,PG,3300,CHA,TOR,1,105.0,18.0,8.0,100,102,-11%,5,3,5,16,15,17,11.0,13.4,6.3,20.6,15.0,12.3,3.7,15.4,13.0,3.9
2017-12-20,Boban Marjanovic,,,C,3300,DET,@DAL,2,98.0,,,97,106,2%,4,4,4,9,9,8,11.4,10.3,3.0,17.5,0.0,0.0,0.0,14.3,7.8,2.4
2017-12-20,Tyus Jones,,,PG/SG,3300,MIN,@DEN,1,107.0,12.0,14.0,99,107,6%,3,2,3,12,14,17,10.7,12.5,2.3,22.7,13.5,10.2,3.1,15.6,9.3,2.8
2017-12-20,Nene Hilario,8.0,,C,3300,HOU,LAL,1,121.0,19.0,20.0,105,103,4%,6,5,5,17,15,15,13.2,14.6,7.9,21.4,20.0,20.8,6.3,25.9,14.5,4.4
2017-12-20,Paul Zipser,,P,SG/SF,3300,CHI,ORL,1,108.0,15.0,3.0,102,107,13%,2,3,5,12,14,17,6.8,10.2,3.4,17.0,10.0,6.5,2.0,19.7,8.5,2.6
2017-12-20,Patrick Patterson,,,PF/C,3300,OKC,UTA,1,103.0,10.0,8.0,97,103,-2%,5,4,3,23,18,15,12.7,8.0,2.2,13.9,14.0,8.8,2.7,15.3,9.3,2.8
2017-12-20,Ivica Zubac,,O,C,3300,LAL,@HOU,1,106.0,,,101,103,0%,0,1,1,2,2,2,1.4,1.3,-0.5,3.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Shane Larkin,,,PG,3300,BOS,MIA,1,105.0,17.0,11.0,98,104,-6%,3,5,4,12,15,11,12.9,8.1,0.3,15.9,10.0,7.8,2.4,8.3,0.8,0.2
2017-12-20,Caleb Swanigan,,,PF,3200,POR,SAS,1,101.0,,,97,102,-12%,1,1,3,2,4,9,2.7,7.6,0.1,15.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Malik Beasley,,,SG,3200,DEN,MIN,1,109.0,17.0,9.0,98,108,6%,2,6,3,10,16,11,7.5,7.1,1.4,12.8,16.5,11.6,3.6,5.7,4.5,1.4
2017-12-20,Jared Dudley,,,PF,3200,PHO,@LAC,1,106.0,,,99,107,5%,2,3,3,9,14,14,10.8,11.5,1.3,21.7,0.0,0.0,0.0,8.1,2.8,0.9
2017-12-20,Semi Ojeleye,,,SG/SF,3200,BOS,MIA,1,105.0,9.0,5.0,98,104,-5%,1,2,3,9,16,14,6.9,6.3,1.7,10.9,13.5,7.2,2.3,10.2,1.3,0.4
2017-12-20,Wes Iwundu,,,SG/SF,3200,ORL,@CHI,2,103.0,,,99,107,8%,5,6,3,16,21,11,10.4,5.9,0.7,11.1,20.5,13.8,4.3,19.6,7.3,2.3
2017-12-20,Luc Richard Mbah a Moute,,O,SF/PF,3200,HOU,LAL,1,121.0,12.0,10.0,105,103,7%,4,5,6,23,24,26,10.4,16.4,7.6,25.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Al Jefferson,,,PF/C,3200,IND,@ATL,1,109.0,,,100,108,7%,1,4,5,2,9,13,10.4,15.5,5.7,25.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Isaiah Whitehead,0.0,O,PG/SG,3200,BKN,SAC,2,106.0,,,97,109,-3%,9,9,6,25,19,14,18.1,13.8,3.1,24.4,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,JaVale McGee,,,C,3200,GSW,MEM,1,108.0,17.0,20.0,96,106,-7%,3,3,3,8,10,8,10.2,8.8,3.2,14.3,13.5,14.1,4.4,12.1,13.0,4.1
2017-12-20,Raymond Felton,,,PG/SG,3100,OKC,UTA,1,103.0,20.0,14.0,97,103,3%,8,8,7,16,16,17,15.3,13.9,8.2,19.7,16.0,12.1,3.9,16.6,17.8,5.7
2017-12-20,Bobby Brown,,,PG,3100,HOU,LAL,1,121.0,,,105,103,7%,3,2,3,3,2,6,2.1,4.3,-1.1,9.6,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Antonio Blakeney,,,PG,3100,CHI,ORL,1,108.0,,,102,107,7%,3,7,7,9,13,15,9.7,10.7,4.4,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Bismack Biyombo,,,PF/C,3100,ORL,@CHI,2,103.0,13.0,11.0,99,107,-1%,3,3,3,13,13,15,11.4,12.2,6.8,17.6,12.0,10.1,3.3,10.4,3.0,1.0
2017-12-20,Luke Babbitt,,,SF/PF,3100,ATL,IND,1,104.0,14.0,12.0,100,106,-5%,2,4,5,9,15,18,9.3,12.8,4.1,21.5,13.0,8.6,2.8,9.2,1.5,0.5
2017-12-20,Quinn Cook,,,PG,3100,GSW,MEM,1,108.0,,,96,106,3%,2,3,3,7,12,10,7.8,6.8,0.5,13.0,21.0,15.3,4.9,18.7,13.0,4.2
2017-12-20,Vince Carter,,,SG/SF,3100,SAC,@BKN,0,101.0,13.0,7.0,104,107,8%,4,4,4,20,19,14,13.7,8.6,2.9,14.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Darrun Hilliard,,,SG/SF,3000,SAS,@POR,1,98.0,,,99,102,-2%,2,2,2,10,9,9,3.3,3.3,0.1,6.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Eric Moreland,,,PF/C,3000,DET,@DAL,2,98.0,8.0,12.0,97,106,-6%,4,2,1,17,13,11,15.4,9.1,1.9,16.3,12.5,9.7,3.2,10.5,2.8,0.9
2017-12-20,Josh Hart,20.0,,PG/SG,3000,LAL,@HOU,1,106.0,10.0,9.0,101,103,8%,8,4,3,26,17,16,12.3,9.6,2.1,17.2,31.0,21.5,7.2,27.7,27.5,9.2
2017-12-20,Sindarius Thornwell,,,SG,3000,LAC,PHO,1,111.0,12.0,7.0,104,109,5%,2,2,3,15,16,16,10.9,8.6,2.9,14.3,11.5,7.1,2.4,1.2,0.0,0.0
2017-12-20,Okaro White,,O,SF/PF,3000,MIA,@BOS,1,96.0,,,98,101,-1%,3,3,3,13,16,13,8.4,7.0,2.7,11.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Dwayne Bacon,,,SG/SF,3000,CHA,TOR,1,105.0,12.0,5.0,100,102,-10%,1,1,4,2,8,16,3.6,9.3,1.8,16.8,0.0,0.0,0.0,5.7,8.3,2.8
2017-12-20,Wayne Selden Jr.,,O,PG/SG,3000,MEM,@GSW,3,98.0,,,103,101,-5%,2,2,2,10,10,10,8.3,8.3,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Henry Ellenson,,,PF/C,3000,DET,@DAL,2,98.0,,,97,106,-6%,4,2,4,5,4,9,4.6,8.5,0.4,16.5,0.0,0.0,0.0,3.9,3.3,1.1
2017-12-20,Johnny O'Bryant III,,,PF/C,3000,CHA,TOR,1,105.0,,,100,102,-7%,6,4,5,12,8,9,8.8,9.5,1.7,17.3,14.5,11.5,3.8,21.1,19.5,6.5
2017-12-20,Justin Jackson,,,SG/SF,3000,SAC,@BKN,0,101.0,16.0,6.0,104,107,-5%,4,5,6,17,18,20,8.6,10.3,4.7,15.8,16.0,9.1,3.0,20.5,9.3,3.1
2017-12-20,Joffrey Lauvergne,,,PF/C,3000,SAS,@POR,1,98.0,,,99,102,-11%,3,4,4,9,10,11,10.7,9.8,3.1,16.5,0.0,0.0,0.0,6.6,9.3,3.1
2017-12-20,Julyan Stone,,,PG/SG,3000,CHA,TOR,1,105.0,,,100,102,-11%,1,1,1,4,7,7,7.7,7.7,0.7,14.7,0.0,0.0,0.0,4.8,6.0,2.0
2017-12-20,Willie Reed,,,C,3000,LAC,PHO,1,111.0,17.0,21.0,104,109,1%,3,1,3,9,6,10,4.6,9.9,2.5,17.3,0.0,0.0,0.0,16.0,16.5,5.5
2017-12-20,Kay Felder,,,PG,3000,CHI,ORL,1,108.0,,,102,107,8%,2,2,5,4,4,10,4.2,7.5,1.2,13.8,0.0,0.0,0.0,,0.0,0.0
2017-12-20,Andrew Bogut,,,C,3000,LAL,@HOU,1,106.0,,,101,103,0%,2,1,1,8,6,8,5.1,7.5,1.0,14.0,13.0,11.6,3.9,17.4,6.8,2.3
2017-12-20,Tarik Black,,,PF/C,3000,HOU,LAL,1,121.0,16.0,12.0,105,103,7%,2,1,2,8,6,8,1.9,7.4,-0.7,15.5,12.5,11.2,3.7,4.3,6.0,2.0
2017-12-20,Treveon Graham,,O,SG/SF,3000,CHA,TOR,1,105.0,12.0,11.0,100,102,8%,1,3,4,6,14,17,9.8,10.5,4.8,16.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Johnathan Motley,,,PF/C,3000,DAL,DET,1,100.0,,,98,105,3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Timofey Mozgov,,,C,3000,BKN,SAC,2,106.0,14.0,11.0,97,109,6%,3,2,3,12,9,14,6.5,10.5,4.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Georgios Papagiannis,,,C,3000,SAC,@BKN,0,101.0,,,104,107,7%,4,3,2,11,8,8,8.4,7.2,3.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Royce O'Neale,,,SF,3000,UTA,@OKC,1,95.0,15.0,10.0,98,101,-9%,4,3,2,7,9,11,6.8,7.0,-1.7,15.8,0.0,0.0,0.0,15.1,12.3,4.1
2017-12-20,Deyonta Davis,,,PF/C,3000,MEM,@GSW,3,98.0,13.0,16.0,103,101,2%,3,3,3,14,12,13,11.2,10.9,4.3,17.4,13.0,10.7,3.6,8.0,3.5,1.2
2017-12-20,Malachi Richardson,,,SG/SF,3000,SAC,@BKN,0,101.0,,,104,107,8%,3,2,3,12,9,12,4.3,6.9,2.4,11.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Derrick White,,O,PG,3000,SAS,@POR,1,98.0,,,99,102,-9%,1,1,1,4,7,7,5.1,4.8,-0.2,9.7,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Josh Huestis,,,SF/PF,3000,OKC,UTA,1,103.0,12.0,6.0,97,103,-8%,3,3,3,14,15,12,8.1,6.7,2.4,10.9,10.0,6.8,2.3,17.8,2.8,0.9
2017-12-20,Malik Monk,,,PG/SG,3000,CHA,TOR,1,105.0,21.0,8.0,100,102,8%,3,4,7,7,9,15,5.0,11.0,1.2,20.9,0.0,0.0,0.0,14.1,16.5,5.5
2017-12-20,Mike Muscala,,O,C,3000,ATL,IND,1,104.0,13.0,11.0,100,106,7%,4,6,6,20,24,22,18.6,16.3,7.6,25.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,TJ Leaf,,O,SF/PF,3000,IND,@ATL,1,109.0,,,100,108,8%,2,1,3,4,4,10,2.5,6.4,0.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Dakari Johnson,,,C,3000,OKC,UTA,1,103.0,,,97,103,-6%,3,2,2,16,8,8,5.8,6.4,0.4,12.4,0.0,0.0,0.0,4.0,5.8,1.9
2017-12-20,Salah Mejri,,,C,3000,DAL,DET,1,100.0,11.0,18.0,98,105,0%,3,1,2,7,7,11,5.3,11.5,2.4,20.6,0.0,0.0,0.0,15.4,20.8,6.9
2017-12-20,Danuel House,,,SG/SF,3000,PHO,@LAC,1,106.0,,,99,107,7%,3,3,3,14,15,15,6.3,6.3,3.1,9.5,11.0,7.1,2.4,7.8,8.8,2.9
2017-12-20,Josh Magette,,O,PG,3000,ATL,IND,1,104.0,,,100,106,-2%,3,2,2,15,10,8,8.1,6.2,-0.3,12.7,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Brice Johnson,,,PF/C,3000,LAC,PHO,1,111.0,,,104,109,15%,2,1,1,5,4,4,4.7,5.3,1.5,9.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Jon Leuer,,O,PF/C,3000,DET,@DAL,2,98.0,,,97,106,-6%,4,4,5,9,13,17,11.8,11.8,9.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Dorian Finney-Smith,,O,SF,3000,DAL,DET,1,100.0,,,98,105,13%,3,2,3,9,9,12,4.2,5.9,-0.4,12.1,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Quincy Pondexter,,,SG/SF,3000,CHI,ORL,1,108.0,,,102,107,7%,1,1,3,4,5,10,1.3,5.8,0.2,11.3,0.0,0.0,0.0,6.4,0.0,0.0
2017-12-20,Nerlens Noel,,O,PF,3000,DAL,DET,1,100.0,14.0,16.0,98,105,0%,2,1,3,4,4,13,2.8,12.1,2.3,21.9,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Luol Deng,,,SF/PF,3000,LAL,@HOU,1,106.0,,,101,103,5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Guerschon Yabusele,,,PF/C,3000,BOS,MIA,1,105.0,,,98,104,-5%,1,1,2,3,6,5,4.3,4.4,1.5,7.3,0.0,0.0,0.0,7.7,10.8,3.6
2017-12-20,Jack Cooley,,O,PF,3000,SAC,@BKN,0,101.0,,,104,107,5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Alex Caruso,,,PG/SG,3000,LAL,@HOU,1,106.0,,,101,103,8%,1,1,1,10,10,10,4.8,4.8,3.3,6.2,0.0,0.0,0.0,3.0,2.5,0.8
2017-12-20,Jacob Wiley,,,PG,3000,BKN,SAC,2,106.0,,,97,109,-2%,0,1,1,1,6,6,4.2,3.9,-3.1,10.9,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Tyler Ennis,,,PG/SG,3000,LAL,@HOU,1,106.0,,,101,103,-12%,2,1,2,5,5,6,3.8,4.4,-1.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Kyle Singler,,,SG/SF,3000,OKC,UTA,1,103.0,,,97,103,-8%,1,3,3,3,8,8,4.3,4.3,-2.1,10.6,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Matt Costello,,,PF,3000,SAS,@POR,1,98.0,,,99,102,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Aaron Brooks,,,PG/SG,3000,MIN,@DEN,1,107.0,,,99,107,6%,3,3,2,5,8,5,6.5,4.6,1.5,7.7,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Joe Young,,,PG/SG,3000,IND,@ATL,1,109.0,,,100,108,0%,2,2,2,9,6,6,2.8,4.1,1.0,7.3,0.0,0.0,0.0,12.9,3.5,1.2
2017-12-20,Tyler Dorsey,,O,PG/SG,3000,ATL,IND,1,104.0,,,100,106,-2%,2,2,2,6,7,6,5.3,4.0,-0.3,8.4,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Antonius Cleveland,,,SG,3000,DAL,DET,1,100.0,,,98,105,-10%,0,2,1,1,10,6,4.3,3.4,-0.6,7.5,0.0,0.0,0.0,,0.0,0.0
2017-12-20,Abdel Nader,,,PF,3000,BOS,MIA,1,105.0,,,98,104,-4%,0,2,2,1,8,7,3.3,3.6,-1.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,Darrell Arthur,,,PF,3000,DEN,MIN,1,109.0,,,98,108,-6%,4,3,3,10,10,10,3.9,3.9,0.4,7.5,0.0,0.0,0.0,0.0,0.0,0.0
