"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"DeAndre Jordan","C","LAC","@ HOU","1st",104.5,7800,16,53.2,34.9,1.09,14.2,7.3,32,31.43,31.9,31.9,"%",70,4.1,33,47,6
"Dwight Howard","C","CHA","@ MIL","28th",102.25,7600,23.6,65.8,36.1,1.22,25.9,10.9,29.6,30.61,41.69,41.69,"%",67,5.5,4,5.25,0.7
"Bradley Beal","SG","WAS","@ BKN","26th",108.75,7500,24.3,63.4,37.7,1.08,29.5,19,34.9,38.2,41.03,41.03,"%",70,5.5,28,15.5,2.1
"Khris Middleton","SG/SFSGSF","MIL","vs CHA","20th",107.25,7400,20.9,63.3,36.4,0.99,24.7,15.8,36.6,37.72,39.08,39.08,"%",67,5.3,38,38.75,5.2
"Draymond Green","PF/CPFC","GSW","vs LAL","16th",113.5,7400,26.3,57.1,35.8,1.13,15.7,7.7,31.8,35.64,39.49,39.49,"%",75,5.3,30,40.25,5.4
"Nikola Jokic","C","DEN","@ POR","10th",102.5,7400,22.1,70.4,39.1,1.37,22.9,11.4,28.6,31.85,42.81,42.81,"%",65,5.8,37,50.25,6.8
"Jrue Holiday","PG/SGPGSG","NOP","@ ORL","29th",112.5,7300,25,63.5,35,0.96,22.1,14.8,36.6,36,41.51,41.51,"%",69,5.7,29,38,5.2
"Klay Thompson","SG","GSW","vs LAL","21st",113.5,7200,28,51.9,33.7,1,24.6,16.5,33.6,36.75,38.26,38.26,"%",80,5.3,34,24.75,3.4
"Louis Williams","PG/SGPGSG","LAC","@ HOU","22nd",104.5,7200,20.3,62.8,32.2,1.06,28.9,14.9,30.3,36.38,38.49,38.49,"%",62,5.3,38,54,7.5
"Paul George","SF","OKC","vs ATL","27th",107.25,7100,21.5,64.7,38,1.04,25.6,16.8,36.5,35.58,40.03,40.03,"%",68,5.6,40,32.75,4.6
"C.J. McCollum","PG/SGPGSG","POR","vs DEN","11th",101.5,7000,20.4,44.9,33.3,0.92,25.7,17.7,36.3,37.61,30.88,30.88,"%",79,4.4,33,22.75,3.3
"Lonzo Ball","PG","LAL","@ GSW","12th",102.5,7000,15.5,62.1,33.4,1.01,17.6,10.9,33.2,37.9,35.47,35.47,"%",60,5.1,37,39.75,5.7
"Kemba Walker","PG","CHA","@ MIL","4th",102.25,6800,15.3,50.5,37.3,1.08,26.8,16.9,34.4,32.49,30.38,30.38,"%",73,4.5,31,47,6.9
"Brandon Ingram","SG/SFSGSF","LAL","@ GSW","30th",102.5,6800,24.6,59.7,30.8,0.9,22.2,13.3,34.3,34.5,39.68,39.68,"%",67,5.8,35,21.25,3.1
"Eric Bledsoe","PG/SGPGSG","MIL","vs CHA","15th",107.25,6700,20.6,53.4,32.5,1.06,27.8,14.1,30.8,33.4,34.64,34.64,"%",71,5.2,35,55.25,8.2
"Jonathon Simmons","SG/SFSGSF","ORL","vs NOP","30th",106.5,6600,16.6,50.4,24.4,0.86,24.8,12,28.3,34.45,31.07,31.07,"%",60,4.7,30,37,5.6
"Dennis Schroder","PG","ATL","@ OKC","1st",97.25,6600,21,47.8,34.8,1.1,29.8,17.3,31.5,34,32.47,32.47,"%",78,4.9,0,0,NA
"Steven Adams","C","OKC","vs ATL","15th",107.25,6500,17.4,48.3,29.9,0.94,16.5,9.1,31.8,34.8,30.66,30.66,"%",70,4.7,33,34.5,5.3
"Harrison Barnes","SF/PFSFPF","DAL","@ MIA","20th",97.5,6400,23,47.9,32.3,0.94,25.2,15.4,34.4,33.46,33.63,33.63,"%",78,5.3,32,25.5,4
"Jusuf Nurkic","C","POR","vs DEN","24th",101.5,6400,20.8,61.2,30.3,1.11,28.9,13.2,27.3,31.9,38.09,38.09,"%",62,6,24,9.25,1.4
"Spencer Dinwiddie","PG/SGPGSG","BKN","vs WAS","14th",103.75,6400,19.9,58.9,29.2,1.11,21,10.6,26.3,33.79,36.63,36.63,"%",62,5.7,22,28,4.4
"Kyle Kuzma","SF/PFSFPF","LAL","@ GSW","30th",102.5,6300,27.8,64.2,29.8,0.98,22.1,13.2,30.4,36.2,43.4,43.4,"%",65,6.9,42,53.5,8.5
"Gary Harris","SG","DEN","@ POR","7th",102.5,6200,17.3,45.6,29.4,0.87,19.8,13,33.7,31.96,29.44,29.44,"%",72,4.7,38,29.5,4.8
"Enes Kanter","PF/CPFC","NYK","@ DET","25th",98.25,6200,14.5,46.6,29.5,1.18,21.2,9.4,25,24.18,28.27,28.27,"%",69,4.6,29,55.5,9
"Josh Richardson","SG/SFSGSF","MIA","vs DAL","12th",96.5,6100,11.3,47.9,22.5,0.69,17.7,9.9,32.5,37,26.97,26.97,"%",53,4.4,36,42.5,7
"Kent Bazemore","SG/SFSGSF","ATL","@ OKC","10th",97.25,6100,17.2,52.1,28.6,1.01,22.3,10.4,28.2,32,32.19,32.19,"%",65,5.3,26,27.75,4.5
"Dion Waiters","SG/SFSGSF","MIA","vs DAL","12th",96.5,6000,15,47.6,25.4,0.82,25.6,14.1,30.8,36,28.98,28.98,"%",63,4.8,8,9.75,1.6
"Rondae Hollis-Jefferson","SF/PFSFPF","BKN","vs WAS","3rd",103.75,6000,12.9,48.9,27.8,1.01,21.9,10.3,27.6,30.92,28.29,28.29,"%",63,4.7,23,46.25,7.7
"Tobias Harris","SF/PFSFPF","DET","vs NYK","21st",104.25,6000,16.5,49,29.3,0.91,22.9,14.6,32.1,32.3,30.46,30.46,"%",68,5.1,41,38.25,6.4
"Will Barton","SG/SFSGSF","DEN","@ POR","12th",102.5,5900,12,51.9,30.6,0.99,21.5,12.3,30.8,32.05,29.1,29.1,"%",63,4.9,25,26.25,4.4
"Eric Gordon","SG","HOU","vs LAC","27th",116.5,5900,14.7,45,27.4,0.88,26.1,14.5,31,33.67,27.68,27.68,"%",68,4.7,39,38,6.4
"Jamal Murray","PG/SGPGSG","DEN","@ POR","7th",102.5,5800,15.5,59,25,0.91,24.2,12.4,27.4,35.7,34.13,34.13,"%",50,5.9,26,14.5,2.5
"Otto Porter","SF/PFSFPF","WAS","@ BKN","15th",108.75,5800,12.2,57,30.6,0.99,19.2,11.7,31,33.33,31.4,31.4,"%",58,5.4,21,14,2.4
"Taurean Prince","SG/SFSGSF","ATL","@ OKC","10th",97.25,5800,12.2,44.7,26.7,0.88,20.4,11,30.5,31,26.13,26.13,"%",65,4.5,33,18.25,3.1
"Kentavious Caldwell-Pope","SG","LAL","@ GSW","13th",102.5,5800,17.6,46.9,28.3,0.83,18.2,12.2,34.3,34,30.12,30.12,"%",70,5.2,34,28.75,5
"Rajon Rondo","PG","NOP","@ ORL","29th",112.5,5700,11.4,59.6,26.1,1.07,16.2,6.6,24.5,28,32.06,32.06,"%",47,5.6,23,20.75,3.6
"Elfrid Payton","PG","ORL","vs NOP","24th",106.5,5600,14.9,49.8,27.5,0.99,20.3,9.5,27.9,29.34,29.84,29.84,"%",64,5.3,28,31.25,5.6
"Austin Rivers","PG/SGPGSG","LAC","@ HOU","22nd",104.5,5600,18.3,50.1,26,0.8,22.3,13.3,32.4,37.4,31.94,31.94,"%",65,5.7,39,54,9.6
"Carmelo Anthony","SF/PFSFPF","OKC","vs ATL","27th",107.25,5600,17,44.3,30.8,0.95,25.1,15.8,32.5,32.46,28.66,28.66,"%",75,5.1,34,33.25,5.9
"Kelly Olynyk","PF/CPFC","MIA","vs DAL","11th",96.5,5600,14,48,22,1.01,20.7,6.9,21.8,31.62,28.55,28.55,"%",56,5.1,25,23.5,4.2
"Reggie Jackson","PG","DET","vs NYK","22nd",104.25,5500,14.6,43.1,27,1.01,26.7,12.4,26.7,27.54,26.8,26.8,"%",70,4.9,28,26,4.7
"Nicolas Batum","SG/SFSGSF","CHA","@ MIL","29th",102.25,5500,12.6,46.9,24.6,0.82,16.8,9.4,30.1,31.25,27.28,27.28,"%",60,5,31,23.75,4.3
"Trevor Ariza","SG/SFSGSF","HOU","vs LAC","6th",116.5,5500,16.2,41.9,25.3,0.72,13.5,9.4,34.9,40.64,27.19,27.19,"%",71,4.9,42,22,4
"Julius Randle","PF/CPFC","LAL","@ GSW","13th",102.5,5400,12.9,40.3,24.4,1.11,24,8.6,21.9,24.75,24.68,24.68,"%",68,4.6,24,42.5,7.9
"Tyler Johnson","PG/SGPGSG","MIA","vs DAL","12th",96.5,5400,17.5,46.2,21.4,0.78,19,9.2,27.6,37,29.79,29.79,"%",62,5.5,38,33.25,6.2
"Courtney Lee","SG/SFSGSF","NYK","@ DET","4th",98.25,5300,13.4,45.7,24.8,0.79,17.6,10.4,31.4,33.95,27.26,27.26,"%",63,5.1,33,30.75,5.8
"Caris LeVert","SG/SFSGSF","BKN","vs WAS","3rd",103.75,5300,13.3,43,24.3,0.93,21.6,9.7,26,27.62,26.02,26.02,"%",65,4.9,23,29,5.5
"Marcin Gortat","C","WAS","@ BKN","29th",108.75,5200,12.9,43.5,25.6,0.92,15,7.1,27.8,26.09,26.01,26.01,"%",66,5,18,12.25,2.4
"Larry Nance Jr.","SF/PFSFPF","LAL","@ GSW","30th",102.5,5200,13,44.5,23.8,1.04,15.5,6.5,22.8,21.5,26.51,26.51,"%",62,5.1,12,9.5,1.8
"Michael Beasley","SF/PFSFPF","NYK","@ DET","26th",98.25,5200,0,42.4,18.9,1.07,30.6,9.3,17.6,14.98,16.37,16.37,"%",31,3.1,13,12,2.3
"Jordan Clarkson","PG/SGPGSG","LAL","@ GSW","13th",102.5,5100,8.9,43.5,23,1.05,28.2,11.9,21.9,23.32,23.69,23.69,"%",57,4.6,14,13.25,2.6
"John Collins","PF/CPFC","ATL","@ OKC","12th",97.25,5000,11.5,42.3,24.5,1.1,21.5,7.9,22.3,23.75,24.72,24.72,"%",64,4.9,26,32.25,6.5
"Juan Jose Barea","PG/SGPGSG","DAL","@ MIA","10th",97.5,5000,15.5,39,25.3,1.14,26.8,10.1,22.2,22.75,25.59,25.59,"%",74,5.1,25,24.75,5
"Jeremy Lamb","SG/SFSGSF","CHA","@ MIL","29th",102.25,4900,18,51.4,27,1.02,24.5,11.9,26.6,29.68,32.29,32.29,"%",65,6.6,32,21,4.3
"Omri Casspi","SF/PFSFPF","GSW","vs LAL","23rd",113.5,4800,0,30.5,16,1.02,15.6,4.4,15.7,10.56,10.61,10.61,"%",38,2.2,18,21.25,4.4
"Yogi Ferrell","PG/SGPGSG","DAL","@ MIA","10th",97.5,4800,4.6,33.8,19.5,0.68,16.9,8.3,28.6,25.2,17.11,17.11,"%",57,3.6,32,34.5,7.2
"DeMarre Carroll","SF/PFSFPF","BKN","vs WAS","16th",103.75,4800,19.3,46.2,27.1,0.95,19.9,10.3,28.5,33.48,30.8,30.8,"%",72,6.4,22,31.5,6.6
"Dennis Smith Jr.","PG/SGPGSG","DAL","@ MIA","10th",97.5,4800,11.9,41.8,27,0.99,30,14.3,27.3,24.96,24.69,24.69,"%",68,5.1,26,19,4
"Al-Farouq Aminu","SF/PFSFPF","POR","vs DEN","4th",101.5,4700,10.8,43.5,24.1,0.81,14.1,8.1,29.6,36.75,24.81,24.81,"%",61,5.3,26,16.5,3.5
"Malcolm Brogdon","PG/SGPGSG","MIL","vs CHA","20th",107.25,4700,9.8,39.5,24.1,0.81,20.1,10.9,29.9,30,22.53,22.53,"%",65,4.8,30,32,6.8
"Kelly Oubre Jr.","SG/SFSGSF","WAS","@ BKN","15th",108.75,4700,11.2,42.5,22.4,0.82,19.2,9.1,27.2,27.82,24.62,24.62,"%",60,5.2,28,19,4
"Mario Hezonja","SG","ORL","vs NOP","30th",106.5,4700,0,40.1,10.6,0.81,16.9,4.2,13.1,19.11,16.63,16.63,"%",0,3.5,20,22,4.7
"E'Twaun Moore","SG/SFSGSF","NOP","@ ORL","17th",112.5,4700,10,40.4,22.3,0.69,15.7,10.3,32.1,32.64,23.01,23.01,"%",61,4.9,20,14.5,3.1
"Ersan Ilyasova","SF/PFSFPF","ATL","@ OKC","12th",97.25,4600,12.5,46,20.2,0.87,18,8.3,23.1,27.68,26.88,26.88,"%",53,5.8,30,30.75,6.7
"Wesley Matthews","SG/SFSGSF","DAL","@ MIA","19th",97.5,4600,7.5,41.3,22.9,0.68,17.5,10.9,33.9,33.11,21.95,21.95,"%",58,4.8,33,15.5,3.4
"Mike Scott","PF","WAS","@ BKN","18th",108.75,4600,6.9,39.9,16.9,0.9,19.9,7,18.7,20.52,21.07,21.07,"%",44,4.6,20,17.75,3.9
"Trey Lyles","SF/PFSFPF","DEN","@ POR","2nd",102.5,4600,5,44.9,15.9,1.01,20.5,5.6,15.8,26.79,22.07,22.07,"%",28,4.8,32,25.75,5.6
"Jarrett Jack","PG","NYK","@ DET","11th",98.25,4600,8.2,35.1,20.7,0.81,15.4,6.6,25.7,22.32,19.69,19.69,"%",63,4.3,28,21.5,4.7
"Wilson Chandler","SF/PFSFPF","DEN","@ POR","12th",102.5,4500,8.9,37.7,21,0.7,15,8.3,29.9,30.16,21.23,21.23,"%",61,4.7,41,36.25,8.1
"Dirk Nowitzki","PF/CPFC","DAL","@ MIA","1st",97.5,4500,9.9,35.1,22.9,0.93,20.4,9.5,24.5,24.96,20.72,20.72,"%",69,4.6,32,31.5,7
"Mason Plumlee","PF/CPFC","DEN","@ POR","2nd",102.5,4400,8.3,39.3,19.3,1.01,18.4,5.1,19.1,25.2,21.6,21.6,"%",54,4.9,24,30.25,6.9
"Michael Kidd-Gilchrist","SF","CHA","@ MIL","9th",102.25,4400,7.3,41,20.9,0.79,16.6,8.7,26.5,28.04,21.73,21.73,"%",54,4.9,31,24.75,5.6
"Markieff Morris","SF/PFSFPF","WAS","@ BKN","18th",108.75,4400,3.8,35.1,18.9,0.84,22,8.7,22.6,21.16,17.22,17.22,"%",53,3.9,26,16,3.6
"John Henson","C","MIL","vs CHA","20th",107.25,4400,10.4,43.4,21.8,0.93,15.6,5.8,23.5,26.81,24.53,24.53,"%",57,5.6,19,16,3.6
"P.J. Tucker","SF/PFSFPF","HOU","vs LAC","6th",116.5,4400,12.7,36.1,18.3,0.68,10.9,5.1,27.1,38,22.76,22.76,"%",63,5.2,32,17.5,4
"Jordan Bell","PF/CPFC","GSW","vs LAL","16th",113.5,4400,11.9,42.6,13.7,1.1,13.6,2.9,12.4,22.26,25.02,25.02,"%",36,5.7,24,42,9.5
"Ryan Anderson","PF/CPFC","HOU","vs LAC","15th",116.5,4400,13.2,46.7,20.9,0.76,15.5,8.4,27.6,34.65,27.55,27.55,"%",54,6.3,34,33.5,7.6
"Shabazz Napier","PG/SGPGSG","POR","vs DEN","25th",101.5,4300,5.2,38.1,14.9,0.9,18.4,5.8,16.6,21.8,19.31,19.31,"%",37,4.5,37,33,7.7
"Bam Adebayo","PF/CPFC","MIA","vs DAL","11th",96.5,4300,8.3,42,15.2,0.85,14.3,4,17.8,28.42,22.71,22.71,"%",37,5.3,37,33,7.7
"Allen Crabbe","SG/SFSGSF","BKN","vs WAS","3rd",103.75,4300,7.4,36.7,21.6,0.78,18.6,10.4,27.7,29.14,19.99,19.99,"%",61,4.6,32,20.5,4.8
"Andre Iguodala","SG/SFSGSF","GSW","vs LAL","21st",113.5,4200,11.3,30.2,18.6,0.7,11.3,5.1,26.5,26.19,19.43,19.43,"%",71,4.6,21,5,1.2
"Stanley Johnson","SG/SFSGSF","DET","vs NYK","21st",104.25,4200,9,37,17,0.62,13.6,7,27.4,29.96,21,21,"%",53,5,20,20.25,4.8
"Kyle O'Quinn","PF/CPFC","NYK","@ DET","14th",98.25,4000,1.8,35.6,19.4,1.19,19.3,4.6,16.3,14.42,16.29,16.29,"%",50,4.1,11,17,4.3
"Frank Ntilikina","PG/SGPGSG","NYK","@ DET","11th",98.25,4000,6.1,35.5,15.6,0.78,18.7,6,19.9,26.75,18.7,18.7,"%",46,4.7,19,12,3
"Marvin Williams","SF/PFSFPF","CHA","@ MIL","5th",102.25,4000,5.8,33.1,19.1,0.74,14,7,25.8,26,17.47,17.47,"%",59,4.4,32,35,8.8
"Josh Hart","PG/SGPGSG","LAL","@ GSW","13th",102.5,3900,0,26,10,0.67,10.5,3.4,15,14,9.63,9.63,"%",18,2.5,16,8.25,2.1
"Frank Kaminsky","PF/CPFC","CHA","@ MIL","28th",102.25,3900,6.6,41,18.9,0.84,20.6,9.2,22.4,21.32,21.34,21.34,"%",48,5.5,30,27.25,7
"Jordan Mickey","PF/CPFC","MIA","vs DAL","24th",96.5,3900,13.8,44.3,13.6,1.04,17.4,3.9,13.1,24,26.88,26.88,"%",36,6.9,21,10.75,2.8
"Joe Harris","SG/SFSGSF","BKN","vs WAS","3rd",103.75,3900,6,29.3,17.6,0.74,17.4,8.1,23.7,24.91,16.02,16.02,"%",62,4.1,31,23,5.9
"Maxi Kleber","PF","DAL","@ MIA","1st",97.5,3900,3.5,35.6,13.1,0.7,13.1,4.5,18.7,27.5,17.3,17.3,"%",30,4.4,8,1.25,0.3
"Wayne Ellington","SG/SFSGSF","MIA","vs DAL","12th",96.5,3900,9.3,42.3,16,0.75,17.4,7.1,21.2,30.72,23.41,23.41,"%",41,6,39,35.75,9.2
"Ishmael Smith","PG","DET","vs NYK","22nd",104.25,3800,9.4,31.8,18.2,0.93,23.4,8.5,19.5,21.39,18.97,18.97,"%",65,5,19,22,5.8
"Ed Davis","PF/CPFC","POR","vs DEN","17th",101.5,3800,8.8,32,16,0.93,13.8,3.8,17.2,19.93,18.75,18.75,"%",59,4.9,21,19,5
"Evan Turner","SG/SFSGSF","POR","vs DEN","11th",101.5,3800,7.5,32.5,17.7,0.67,16.7,7.4,26.4,31.07,18.21,18.21,"%",60,4.8,21,14.5,3.8
"D.J. Augustin","PG/SGPGSG","ORL","vs NOP","24th",106.5,3800,14.1,43.5,17.5,0.85,18.7,5.9,20.6,31.2,26.68,26.68,"%",52,7,29,6.75,1.8
"Reggie Bullock","SG/SFSGSF","DET","vs NYK","21st",104.25,3800,4.5,34.1,10,0.57,12.6,4.1,17.4,28.28,17.19,17.19,"%",15,4.5,30,26,6.8
"Patrick McCaw","PG/SFPGSF","GSW","vs LAL","21st",113.5,3700,5.2,35.8,9.8,0.65,10.9,3.2,15,26.5,18.31,18.31,"%",11,4.9,27,10.75,2.9
"Sam Dekker","SF/PFSFPF","LAC","@ HOU","24th",104.5,3700,7,28,9.1,0.72,17.8,4.2,12.6,19.64,15.99,15.99,"%",34,4.3,28,23.75,6.4
"Jamil Wilson","SF/PFSFPF","LAC","@ HOU","24th",104.5,3700,9.2,34,12.5,0.73,16.5,5.4,17.1,23.43,19.82,19.82,"%",43,5.4,22,6,1.6
"Doug McDermott","SF/PFSFPF","NYK","@ DET","26th",98.25,3700,7.7,28.6,14.9,0.62,14.5,6.9,24.1,27.62,16.63,16.63,"%",60,4.5,16,14,3.8
"Marco Belinelli","SG","ATL","@ OKC","10th",97.25,3700,10.4,40,20,0.84,21.7,9.5,23.7,26.68,23.1,23.1,"%",58,6.2,32,40.75,11
"Nene Hilario","C","HOU","vs LAC","15th",116.5,3700,13.6,37.3,14.2,0.97,19.3,4.3,14.6,23,23.76,23.76,"%",52,6.4,16,5.5,1.5
"Anthony Tolliver","SF/PFSFPF","DET","vs NYK","28th",104.25,3700,10.6,32.6,14.3,0.76,15.9,5.3,18.7,25.75,20.03,20.03,"%",56,5.4,35,20.25,5.5
"Langston Galloway","PG/SGPGSG","DET","vs NYK","22nd",104.25,3700,5.4,31.7,12,0.86,20.4,5.6,13.9,17.96,16.67,16.67,"%",38,4.5,0,0,NA
"Torrey Craig","SG/SFSGSF","DEN","@ POR","12th",102.5,3700,4.9,35.1,16.1,0.72,11.5,4,22.5,26.46,17.81,17.81,"%",46,4.8,10,3.75,1
"Tony Snell","SG/SFSGSF","MIL","vs CHA","25th",107.25,3700,4.6,27.1,16.1,0.52,10.3,6.1,30.8,27.54,14.24,14.24,"%",60,3.8,20,4,1.1
"Tyler Cavanaugh","PF","ATL","@ OKC","12th",97.25,3600,0,17.9,13.5,0.9,15.2,4.4,15,0,0,0,"%",34,0,18,12,3.3
"Montrezl Harrell","PF/CPFC","LAC","@ HOU","3rd",104.5,3600,8.8,31,13.2,1.15,22.3,4.4,11.5,18.6,18.3,18.3,"%",52,5.1,12,6.25,1.7
"Arron Afflalo","SG/SFSGSF","ORL","vs NOP","30th",106.5,3600,0,16.6,5.6,0.43,10.5,2.7,13,11,5.32,5.32,"%",0,1.5,11,4,1.1
"Devin Harris","PG/SGPGSG","DAL","@ MIA","10th",97.5,3600,5.3,30.6,16.6,0.9,23.6,6.7,18.5,19.43,16.13,16.13,"%",56,4.5,8,1.5,0.4
"Corey Brewer","SG/SFSGSF","LAL","@ GSW","30th",102.5,3600,0,23.9,7.9,0.68,13.7,2.6,11.6,8,8.85,8.85,"%",5,2.5,4,0,NA
"Luke Kennard","SG","DET","vs NYK","9th",104.25,3600,0.7,25.4,11.6,0.73,17.8,5.5,16,16.82,11.29,11.29,"%",39,3.1,17,2.75,0.8
"Tomas Satoransky","PG/SGPGSG","WAS","@ BKN","26th",108.75,3500,0,29.6,13.7,0.8,15.2,4,17.1,13.86,12.2,12.2,"%",37,3.5,20,9.5,2.7
"Miles Plumlee","C","ATL","@ OKC","3rd",97.25,3500,3.7,28.9,11.6,0.71,13.2,3.4,16.4,22,14.48,14.48,"%",38,4.1,19,6.25,1.8
"DeAndre Bembry","SG/SFSGSF","ATL","@ OKC","10th",97.25,3500,0.5,28.9,12.1,0.7,20.3,5,17.4,19.4,12.67,12.67,"%",33,3.6,7,-1,NA
"Jerami Grant","SF/PFSFPF","OKC","vs ATL","27th",107.25,3500,7,31.2,16.7,0.8,16.1,5.8,20.9,21.34,17.37,17.37,"%",59,5,13,9.5,2.7
"Jawun Evans","PG","LAC","@ HOU","2nd",104.5,3500,7,34.5,11.2,0.73,21.7,5.5,15.4,27.56,18.82,18.82,"%",30,5.4,26,25.25,7.2
"David West","PF/CPFC","GSW","vs LAL","16th",113.5,3500,7.5,27,17,1.37,22.2,4.8,12.4,11.96,15.85,15.85,"%",67,4.5,17,21.5,6.1
"Tim Frazier","PG","WAS","@ BKN","30th",108.75,3500,0,13.1,13.1,0.81,14.4,3.4,16.2,0,0,0,"%",50,0,8,11,3.1
"Shelvin Mack","PG/SGPGSG","ORL","vs NOP","24th",106.5,3400,1.6,27.4,13.9,0.79,13.4,4.1,17.6,16.56,12.64,12.64,"%",47,3.7,16,3.5,1
"Jarrett Allen","PF/CPFC","BKN","vs WAS","16th",103.75,3400,7.8,28.8,13.1,0.82,13.5,3.9,16,19.62,16.79,16.79,"%",54,4.9,18,21,6.2
"C.J. Williams","SG","LAC","@ HOU","22nd",104.5,3400,7.4,25.4,9.7,0.61,15,4.4,15.8,24.86,15.11,15.11,"%",47,4.4,30,17,5
"Kevon Looney","SF/PFSFPF","GSW","vs LAL","16th",113.5,3400,0,12.5,8.7,0.89,13.4,2.2,9.8,0,0,0,"%",28,0,8,3.25,1
"Maurice Harkless","SF/PFSFPF","POR","vs DEN","4th",101.5,3400,0,13,12.9,0.59,11.6,4.7,21.8,0,0,0,"%",50,0,19,12.5,3.7
"Alex Abrines","SG/SFSGSF","OKC","vs ATL","24th",107.25,3400,0,22.7,9.8,0.57,14.2,4.4,17.2,13,8.37,8.37,"%",27,2.5,3,0.5,0.1
"Malcolm Delaney","PG/SGPGSG","ATL","@ OKC","1st",97.25,3400,0.6,21.2,11.8,0.67,17.7,4.6,17.7,16,9.42,9.42,"%",50,2.8,26,35,10.3
"Nik Stauskas","PG/SGPGSG","BKN","vs WAS","3rd",103.75,3400,0,24.6,6.2,0.64,14.4,2.2,9.7,6.18,3.65,3.65,"%",0,1.1,15,21.75,6.4
"Thon Maker","PF/CPFC","MIL","vs CHA","20th",107.25,3400,2.5,23.4,12.5,0.69,12.9,3.8,18.2,16.96,11.46,11.46,"%",52,3.4,18,8.5,2.5
"Ian Mahinmi","C","WAS","@ BKN","29th",108.75,3400,4.1,25,10.9,0.75,14,2.7,14.6,17.17,13.07,13.07,"%",45,3.8,8,4.5,1.3
"Jameer Nelson","PG/SGPGSG","NOP","@ ORL","29th",112.5,3400,8.8,33.7,17,0.71,12.4,5.1,24.1,24.2,19.43,19.43,"%",58,5.7,20,14.5,4.3
"Andre Roberson","SG/SFSGSF","OKC","vs ATL","24th",107.25,3400,5.4,26.8,15.7,0.61,9.7,4.2,25.8,23.9,14.6,14.6,"%",61,4.3,27,18.25,5.4
"Zach Collins","PF/CPFC","POR","vs DEN","17th",101.5,3400,1.6,30,8.1,0.74,24.5,3.7,10.9,17.5,13.79,13.79,"%",0,4.1,17,16,4.7
"Tyler Zeller","C","BKN","vs WAS","16th",103.75,3400,8.6,30,16.6,0.9,19.8,5.9,18.5,19.68,17.77,17.77,"%",63,5.2,17,18.75,5.5
"Nick Young","SG","GSW","vs LAL","23rd",113.5,3300,2.7,32.1,11.1,0.84,21.7,5.3,13.2,19.26,15.29,15.29,"%",25,4.6,18,10.5,3.2
"Darius Miller","SF","NOP","@ ORL","29th",112.5,3300,6.7,35,13,0.64,15.1,5.5,20.3,24.9,18.82,18.82,"%",38,5.7,26,15,4.5
"DeAndre Liggins","SG/SFSGSF","MIL","vs CHA","20th",107.25,3300,0,17.5,7.4,0.49,10.2,2.3,15.2,15.2,6.84,6.84,"%",28,2.1,9,7,2.1
"Ron Baker","PG/SGPGSG","NYK","@ DET","4th",98.25,3300,5.7,25.4,12.5,0.75,11.5,2.6,16.6,18.36,14.12,14.12,"%",55,4.3,11,3.5,1.1
"Michael Carter-Williams","PG","CHA","@ MIL","4th",102.25,3300,0.4,24.2,13.4,0.82,18,4.5,16.3,14.85,10.57,10.57,"%",49,3.2,17,16.5,5
